genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.81769684017887,6.68319869371289,7566.5767090826,5.57969062105694e-50,3.39524174291315e-46
YDR033W,-3.75475482449561,8.96623856374692,6623.38879925201,9.59344178564474e-49,2.91880466328241e-45
YHR215W,-4.36063248377312,7.27212946740259,6478.97502707713,1.54097279816003e-48,3.12560649226792e-45
YGR234W,-4.20502437771098,8.48516912669989,5343.42944052127,9.40852809059243e-47,1.43127233578137e-43
YAR071W,-4.21063509104104,7.62809999053225,4595.32659922418,2.34876717750727e-45,2.85844965502634e-42
YML123C,-4.67862984552018,9.21299023073922,4467.94232187454,4.26880755244829e-45,4.32928232610797e-42
YOR290C,-7.38791166952816,6.5326912476411,3801.36107329579,1.89700212650792e-43,1.64903684854295e-40
YOR153W,-2.76575469883322,9.77475255002878,3583.61813554609,4.66262458870109e-43,3.54650882778076e-40
YER081W,3.12523726282094,9.05823365335051,3214.65612937478,4.68767141720605e-42,3.16938673041098e-39
YPL257W-B,-2.46085271664859,7.3437377568114,2655.36793436728,2.69591631933737e-40,1.64046508031679e-37
YDR365W-B,-2.3495785993762,7.44990186909881,2640.5392637534,3.03516169886701e-40,1.67899626705507e-37
YAR009C,-2.46218523090757,7.19157770443659,2601.99590634505,4.14340981656556e-40,2.10105406115012e-37
YDR261C-D,-2.60749823840358,7.53548381367477,2514.15421868818,8.56827333468999e-40,4.01061101858374e-37
YML039W,-2.46933476260298,7.58568657353106,2505.30107187293,9.23186241630289e-40,4.01256305737165e-37
YJR027W,-2.3658495597933,7.81468458115671,2434.94626553297,1.68597590081548e-39,6.83542522223322e-37
YML045W,-2.33728727266375,7.61007778504567,2427.59220412803,1.79731805350421e-39,6.83542522223322e-37
YDR406W,-1.98668346962045,7.42429853425095,2407.08878814212,2.15022321639982e-39,7.69653427752522e-37
YPR137C-B,-2.2734956955572,7.36465613491287,2395.4056794284,2.38313969451724e-39,8.05633613396522e-37
YGR038C-B,-2.23728573037131,7.57710941809945,2382.95652712225,2.66050801326437e-39,8.52062697932298e-37
