,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-3.2735492870933065,0.5619470855585446,12.637343616642754,-4.303983220105502
1,21S_rRNA,19.043422526093877,0.6730146801509516,66.73286066244653,5.6360441323527155
2,HRA1,-5.878618135190936,-0.741714187245602,-6.047666646836172,-6.031102839374026
3,ICR1,-3.199268569099169,0.20405799599589478,-5.395330396441852,-5.000305970392929
4,LSR1,14.036407359244903,0.4405284008718064,48.055092025640604,-1.0171606441667416
5,NME1,-6.1450966306770045,0.05935487759552835,-4.777918911148089,-3.7678166457355773
6,PWR1,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
7,Q0010,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
8,Q0017,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
9,Q0032,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
10,Q0045,-6.287655088019577,0.9725317025177412,-6.37638839410531,-6.28061764070409
11,Q0050,-5.456348938981849,0.4755172366500567,0.370698244242041,-4.469652084914948
12,Q0055,-4.5954046903672605,0.7960344693809963,-2.289083598801452,-5.649635066830647
13,Q0060,-7.04149101768252,0.387569091273046,-6.362763193233653,-6.28061764070409
14,Q0065,-6.547076714933122,1.6506035491856474,-6.677859715358613,-6.596108883616024
15,Q0070,-7.304277171418255,1.0656409939984663,-6.677859715358613,-6.596108883616024
16,Q0075,-6.993254849568435,1.6506035126097174,-6.677859715358613,-6.596108883616024
17,Q0080,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
18,Q0085,-5.667255715139577,1.7660808576475462,-6.677859715358613,-6.3090740781525785
19,Q0092,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
20,Q0105,-6.19780858179452,1.6506035857615795,-6.677859715358613,-6.28061764070409
21,Q0110,-6.993254849568435,1.6506035126097174,-6.677859715358613,-6.596108883616024
22,Q0115,-7.615299490514106,0.06564097610837158,-6.677859715358613,-6.596108883616024
