,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-6.073431016746604,-0.1310381809498107,-5.296874949486895,-5.898613377101925
1,21S_rRNA,-4.628077414026303,0.33947459754822357,-0.39748840782959816,-0.8131131269141818
2,HRA1,-6.336506928537594,0.1650115276693431,-5.205786868293957,-5.294148192758679
3,ICR1,-5.359925484533011,0.10931155834192798,-5.093504018135271,-5.33477768695541
4,LSR1,-3.5426575616870344,-0.26038434231935853,-4.415549964183156,5.165749568356968
5,NME1,-5.961034401153225,-0.09219407891836452,-5.013072994684139,-2.7038788336994197
6,PWR1,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
7,Q0010,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
8,Q0017,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
9,Q0032,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
10,Q0045,-6.578266199519261,1.3714624272859899,-6.645906761478585,-6.1509032241279415
11,Q0050,-5.683211545860011,-0.6874319142178705,-5.649966122940404,-5.995678350693179
12,Q0055,-5.054282048470445,-2.087969781090457,-5.934467446451554,-6.368544999570956
13,Q0060,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
14,Q0065,-6.449726278588763,-1.7984627938273121,-6.377331192008941,-6.673571653822253
15,Q0070,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
16,Q0075,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
17,Q0080,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
18,Q0085,-6.784079070327312,-1.2135002341322496,-6.645906761478585,-6.673571653822253
19,Q0092,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
20,Q0105,-6.784079070327312,-1.2135002341322496,-6.645906761478585,-6.673571653822253
21,Q0110,-6.784079070327312,-1.2135002341322496,-6.377331192008941,-6.673571653822253
22,Q0115,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
23,Q0120,-7.118431852533804,-0.2135001751583454,-6.645906761478585,-6.673571653822253
24,Q0130,-6.513147441925718,0.3714624029490527,-6.377331192008941,-5.980130023351065
