genes,logFC,logCPM,F,PValue,FDR
YIL121W,-2.92097701927797,6.69480395869872,4640.93471941411,1.55360127756359e-31,9.42880615353344e-28
YDR033W,-3.78162259204688,8.93889215110517,4155.65505703437,6.7459357028427e-31,2.04705418902762e-27
YGR234W,-4.24163611136506,8.51335551454377,3442.44052984991,8.2380573195575e-30,1.26836176629085e-26
YHR215W,-4.46939928378321,7.26458715257262,3439.03035273936,8.35960959822604e-30,1.26836176629085e-26
YAR071W,-4.27081637014654,7.63410899059633,3158.14042247259,2.5895072101162e-29,3.14314385163905e-26
YML123C,-4.71943091903786,9.19735028520075,2574.30364718996,3.89036881508032e-28,3.93510805645375e-25
YOR290C,-7.73913866961261,6.55295856161615,2514.94294889007,7.02315426415007e-28,6.08907474701811e-25
YER138C,-2.4494342069514,7.57155765432689,2198.46344627888,3.14233059128051e-27,2.38385054481018e-24
YPL257W-B,-2.47362570927827,7.38175521802563,2080.27993869881,6.52424870351195e-27,4.05280369282573e-24
YER081W,3.15050831476987,9.06339061952596,2076.61665174495,6.67787723319449e-27,4.05280369282573e-24
YJR027W,-2.40986583964705,7.84926483102813,2010.13415044817,1.02651987830602e-26,5.66359012858112e-24
YJR029W,-2.27665405253856,7.69025162528982,1980.52784120449,1.24880222870739e-26,6.3158172716876e-24
YGR038C-B,-2.27502798030164,7.59027289195683,1943.63950053472,1.60078604990045e-26,6.99029572426129e-24
YAR009C,-2.47395880085673,7.21861459483598,1942.08200649105,1.61785986725655e-26,6.99029572426129e-24
YPR158W-B,-2.27424867238364,7.44985632930039,1932.44201026087,1.72770531988663e-26,6.99029572426129e-24
YLR157C-B,-2.42496715640451,7.88236318469046,1895.79377609937,2.22459609082349e-26,8.43817104700486e-24
YOL103W-B,-2.47301310358208,7.79849845962228,1858.8789787255,2.8838593388372e-26,1.0096259796579e-23
YDR261C-D,-2.55786777576988,7.57978122423899,1853.58780066034,2.99444185761117e-26,1.0096259796579e-23
YER001W,-2.32209096585996,6.25938405170348,1802.19937697952,4.34189198046793e-26,1.38689170681368e-23
YML045W,-2.32126852937852,7.64448152943316,1722.10737225126,7.90272410476816e-26,2.3980816295919e-23
YLR227W-B,-2.33755926140509,7.46138640833919,1659.65970475011,1.28586360875767e-25,3.71614582930968e-23
YOR153W,-2.75449662648479,9.78917881205357,1646.03255645826,1.4333719956051e-25,3.95415210969426e-23
YML039W,-2.45158629468765,7.60563862053897,1586.55314181533,2.32745844877156e-25,6.06945863513975e-23
YDR406W,-2.02018586609053,7.4514298758803,1575.00136348818,2.56250048254804e-25,6.06945863513975e-23
YDR365W-B,-2.33769707658507,7.46109267525097,1573.34581782764,2.59824412325195e-25,6.06945863513975e-23
YGR027W-B,-2.34230117919204,7.75474233700003,1569.62714989731,2.68043465128562e-25,6.06945863513975e-23
YPR137C-B,-2.25081487431917,7.38441622224616,1568.7523045991,2.70020403936024e-25,6.06945863513975e-23
YPL019C,-2.44621117047272,7.92199382530208,1507.51391601029,4.56001507066789e-25,9.88383266567264e-23
YLR035C-A,-2.03214951368625,6.80002429049506,1486.8046019742,5.47018493973278e-25,1.14477766893925e-22
YPR158C-D,-2.39016638382584,7.80231024593732,1464.36832318135,6.68083284806008e-25,1.35153248516255e-22
YMR045C,-2.22839581369129,7.49987765886805,1456.5512832396,7.16797969974425e-25,1.40330544508864e-22
YDR098C-B,-2.13104652903024,7.35647895191325,1447.64289919121,7.77008958584153e-25,1.47364605301476e-22
YHR214C-B,-2.1767274972128,7.55880203879779,1429.84495670909,9.14208115707561e-25,1.68131183461491e-22
YDR316W-B,-2.25605320644721,7.46509125423568,1426.36818073486,9.43937872852603e-25,1.6849291030419e-22
YOR306C,-1.35031047114408,6.69883490842598,1373.11540374675,1.55616077334101e-24,2.69838278097331e-22
YOR142W-B,-2.1577251993766,7.260061787385,1342.62432501722,2.0898503469483e-24,3.52313937656367e-22
YGR161C-D,-2.06504033967317,7.52072346061462,1303.97071911682,3.06634009703101e-24,5.02962649969762e-22
YBR012W-B,-2.02136535387463,7.13444566007556,1268.84808594463,4.38708405464641e-24,7.00663503359186e-22
YBR067C,-2.84569325294622,8.83808938935559,1257.18252969409,4.95183167999924e-24,7.70581191433728e-22
YBL005W-B,-2.17680690341866,7.40663291510397,1249.34311209973,5.37513916430903e-24,8.15542989704788e-22
YDR210C-D,-2.06720047217731,7.41667242215804,1237.9060081431,6.06381017875916e-24,8.97591804265594e-22
YNL284C-B,-2.13620236108792,7.96420467169407,1182.71028342719,1.10222218975252e-23,1.5927110641924e-21
YPL025C,3.79242562150439,3.94834253753165,1165.89805090982,1.43021305779707e-23,2.01859605762102e-21
YER160C,-2.1850224730702,7.36045279139518,1119.18975939144,2.27005069254007e-23,3.13112219386948e-21
YCL064C,-1.39857068220496,8.49030468995523,1105.08423814691,2.6795440549643e-23,3.61381174879519e-21
