,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,16.123680479600985,-1.6890849066538531,-5.6718766544177,-4.384399229966217
1,21S_rRNA,82.4743135673968,-1.3028440323577588,1.3681557302410643,-1.9672831018722168
2,HRA1,-6.1042204884676305,0.671657791134575,-6.127318774441441,-5.602473065272597
3,ICR1,-5.800184222967436,-0.02133893342204424,-4.729777378017831,-4.939005810042688
4,LSR1,36.88287313396191,-0.6655161327081726,-0.8037864578282978,29.477840952979676
5,NME1,-3.952193435074911,-0.43778384939101905,-5.097749329883023,-3.5350405249074686
6,PWR1,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
7,Q0010,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
8,Q0017,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
9,Q0032,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
10,Q0045,-6.641509462895606,-0.2768121720544743,-6.290556376324931,-5.917810220566304
11,Q0050,-1.4485182120109261,-1.0747694206874137,-5.504349712665092,-5.459555787699308
12,Q0055,-1.0885236508744704,-1.3498765223418876,-6.403010928978156,-4.824977770124782
13,Q0060,-5.819317141291479,-2.794660514471381,-6.704410420499712,-6.143133899934537
14,Q0065,-7.108882896977024,0.01269451284000878,-6.704410420499712,-6.143133899934537
15,Q0070,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
16,Q0075,-6.834770130448827,-0.9873055397097057,-6.704410420499712,-6.470956633925284
17,Q0080,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
18,Q0085,-4.32369961511527,-3.5722681804605356,-6.704410420499712,-6.195162072896929
19,Q0092,-7.614058086335414,0.01269451237693929,-6.704410420499712,-6.470956633925284
20,Q0105,-5.97596633785442,-1.5722681276021089,-6.704410420499712,-5.987927563746826
21,Q0110,-6.716687625590829,-1.987305540018418,-6.704410420499712,-6.470956633925284
