,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-5.707547971924089,-0.28001143020834995,-1.2776596192498968,-5.55558274013605
1,21S_rRNA,4.248333986325586,-0.4526952961912636,10.98720438209528,0.9232409603425092
2,HRA1,-5.44449621032825,-0.953233748754758,-5.134571329544666,-5.905618251648778
3,ICR1,-5.781811605179134,0.03204801111401652,-4.652665621683708,-5.1995157690412
4,LSR1,3.8150732864532326,-0.32193909039065366,-3.069902465215891,-3.0160345352458755
5,NME1,-5.170490958801638,-0.30341350613816825,-5.673233189327689,-4.657404565904372
6,PWR1,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
7,Q0010,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
8,Q0017,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
9,Q0032,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
10,Q0045,-6.8321271825906855,0.3541951054364031,-6.201828425476131,-6.629507473232003
11,Q0050,-3.986820152230357,-0.8075566873786798,-2.8105588549702465,-5.891449412775146
12,Q0055,-5.287612093434395,-0.6871461347433564,-5.526046411245571,-6.218977512350226
13,Q0060,-7.095830985940551,0.09116066404259661,-6.130727537833857,-6.629507473232003
14,Q0065,-7.011177048762364,-0.23076745161363524,-6.130727537833857,-6.629507473232003
15,Q0070,-7.296799963798297,-1.2307674563345452,-6.516822044823979,-6.629507473232003
16,Q0075,-7.098584352205866,1.3541950933199183,-6.516822044823979,-6.629507473232003
17,Q0080,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
18,Q0085,-6.827893584573587,0.7692326154138842,-6.516822044823979,-6.629507473232003
19,Q0092,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
20,Q0105,-7.047298505263944,0.032266972314368245,-5.744632985018556,-6.629507473232003
21,Q0110,-7.330146430773574,-0.23076744091499607,-6.516822044823979,-6.629507473232003
22,Q0115,-7.63395141673113,-0.2307674382403363,-6.516822044823979,-6.629507473232003
23,Q0120,-7.202432703807423,-0.23076744358965548,-6.286892904817833,-6.629507473232003
