,genes,BF_21,FC
1297,YDR189W,99.62548029976796,0.2166331727269371
1298,YDR190C,110.28666398326472,-0.1558076408464754
1299,YDR191W,357.0509454369128,1.051511783795091
1300,YDR192C,47.81308036727808,0.30311176615105373
1301,YDR193W,-7.0484400472633695,0.07596349990908109
1302,YDR194C,273.5980663692945,-0.36590702416024756
1303,YDR194W-A,-7.191358414286753,0.6273734465240414
1304,YDR195W,82.54083605359716,0.36017848107161116
1305,YDR196C,124.72464192224312,0.28493244244651833
1306,YDR197W,22.165575242404437,0.22234012165832368
1307,YDR198C,15.327625241558522,0.21388526975895117
1308,YDR199W,61.59376676873638,1.1871948878029244
1309,YDR200C,338.5327304666263,0.5841876924868961
1310,YDR201W,257.4737020859543,0.6194521954002823
1311,YDR202C,85.15047300082465,0.35686947105407535
1312,YDR203W,-7.065440049602101,0.18989290253156402
1313,YDR204W,253.24505893446786,0.40346323440048987
1314,YDR205W,59.975738432816726,0.25825825936254587
1315,YDR206W,50.567793463719006,0.16080202604089178
1316,YDR207C,102.86873948343312,0.2650329761085964
1317,YDR208W,384.78103097026127,0.4683506382325717
1318,YDR209C,-4.206714630001741,-0.05496848623465787
1319,YDR210C-C,-8.27371985942778,-0.1381613221304689
1320,YDR210C-D,8771.554658676368,-1.8319970172634534
1321,YDR210W,-8.27371985942778,-0.1381613221304689
1322,YDR210W-A,-8.27371985942778,-0.1381613221304689
1323,YDR210W-B,1295.5252983304988,-0.972193796061924
1324,YDR211W,83.76734263914196,0.17505765803882034
1325,YDR212W,96.73930417422238,0.14394736118266493
1326,YDR213W,462.4044177215782,-0.6018621963786663
1327,YDR214W,0.29576686141198266,-0.04745725762811702
1328,YDR215C,6.350058725076341,0.4741302022520244
1329,YDR216W,1945.0872666576513,1.0827279616544225
1330,YDR217C,366.1518766090821,0.5277201843265492
1331,YDR218C,58.71159820526252,1.2791743405015492
1332,YDR219C,209.91908420759586,0.47629714099536485
1333,YDR220C,-4.794196417613746,0.32341907191494806
1334,YDR221W,145.93401186031852,0.3501146930787235
1335,YDR222W,228.13684426406346,0.8349215411096442
1336,YDR223W,14.86174490819681,0.22737979052148627
1337,YDR224C,33.03148835721726,0.047986887825285277
1338,YDR225W,902.4978547820216,-0.22940083364613756
1339,YDR226W,964.1959602268163,0.2737356897117253
1340,YDR227W,158.96886138810308,0.42145432286745266
1341,YDR228C,61.591810617882246,0.23378445177132462
1342,YDR229W,220.04396074270053,0.34697430237728194
1343,YDR230W,17.015599948936522,0.6544910604816594
1344,YDR231C,82.92349403424316,0.40762572758872334
1345,YDR232W,75.78422887707906,-0.1448625853385025
1346,YDR233C,266.41378696283306,0.17745729800429072
1347,YDR234W,346.2422059355251,-0.43907308825224656
1348,YDR235W,25.838479373886766,0.21744145298262005
1349,YDR236C,300.8488448281444,0.521497388625238
1350,YDR237W,-5.477469654357013,-0.02110672320972516
1351,YDR238C,194.37772411697375,0.1751912417760972
1352,YDR239C,21.585801204357423,0.18944475794164503
1353,YDR240C,7.8079825540136865,0.1966006519646834
1354,YDR241W,-4.409996103793755,0.1483450550967603
1355,YDR242W,64.45540879476982,0.3424824396594382
1356,YDR243C,-4.298588694593823,0.05937353767864545
1357,YDR244W,135.01940620365374,0.31230682073733795
1358,YDR245W,56.85134844403605,0.13977296147502216
1359,YDR246W,242.1475094774266,0.4000990452430787
1360,YDR246W-A,-5.631520572331472,0.06436251162706615
1361,YDR247W,389.0910061775127,-0.5714297819732349
1362,YDR248C,5.549545716201123,0.1375894119557372
1363,YDR249C,-3.234195781348601,0.09957741112942176
1364,YDR250C,-6.206633893554089,0.13155123004400296
1365,YDR251W,777.8800593684477,0.38450402453885957
1366,YDR252W,4.864728903757386,0.2522142610613013
1367,YDR253C,251.37460803084514,0.7273836090594217
1368,YDR254W,121.96811183791375,0.4394228917375956
1369,YDR255C,60.14935790031595,0.27992048313633594
1370,YDR256C,1.8595344801498022,0.10908256406625698
1371,YDR257C,1.0993087356685924,0.08486858203865977
1372,YDR258C,2.7805845686204154,-0.05468663469729418
1373,YDR259C,733.3006231007614,1.3119410022962765
1374,YDR260C,1177.0177656283824,1.0671232121146497
1375,YDR261C,-5.239224313784423,0.014376015660456303
1376,YDR261C-C,-8.27371985942778,-0.1381613221304689
1377,YDR261C-D,14204.626055764296,-2.3264944694465965
1378,YDR261W-A,-8.27371985942778,-0.1381613221304689
1379,YDR261W-B,1200.7211657791604,-0.989550005745093
1380,YDR262W,91.75855104704294,0.22715874616858797
1381,YDR263C,115.34920807265556,0.7029886996445098
1382,YDR264C,224.52065152615592,0.242267774764535
1383,YDR265W,98.12301438159548,0.3510511943638439
1384,YDR266C,30.04569805546367,-0.16846189315734447
1385,YDR267C,39.40423810086122,0.16376250436661555
1386,YDR268W,-4.793192926756341,0.05309640809226093
1387,YDR269C,-7.322223464201186,-0.4600894331345641
1388,YDR270W,26.816227602316395,0.20684585164192965
1389,YDR271C,-5.526245942924882,1.5622784592648586
1390,YDR272W,494.96118516953254,0.5422264022742739
1391,YDR273W,366.2833959660538,0.9455484719956931
1392,YDR274C,384.0486469307805,-0.8912358776175917
1393,YDR275W,-4.291768880923646,0.040597807507123586
1394,YDR276C,770.037959108186,0.2881713222975308
1395,YDR277C,6169.5488783431165,-1.6431527569666688
1396,YDR278C,-7.323392097470645,-0.2986260082535524
1397,YDR279W,62.93765773002273,0.32733810684847836
1398,YDR280W,31.253715846994336,-0.14087787325013268
1399,YDR281C,1241.988199163829,-3.5842439683936425
1400,YDR282C,12.18423619455616,0.21909547117680161
1401,YDR283C,97.82586458821189,0.2596908968080011
1402,YDR284C,428.1644402411191,0.4400213852573157
1403,YDR285W,25.028414235613077,0.263344765901557
1404,YDR286C,128.4457801033065,0.5973278042392575
1405,YDR287W,444.9004158184891,0.612225959738256
1406,YDR288W,70.58272393963112,0.35271665051088974
1407,YDR289C,72.01274186636662,0.2561946766605939
1408,YDR290W,-7.132670406144019,-0.06416075029777744
1409,YDR291W,7.2197643060123715,0.11189412773321027
1410,YDR292C,88.3750971865266,0.1721497441510719
1411,YDR293C,20.012010124509928,0.04992013364217356
1412,YDR294C,117.45548801702382,0.17592991569037938
1413,YDR295C,4.851831893076247,0.11132882235671973
1414,YDR296W,40.22040238744701,0.1477152071073466
1415,YDR297W,104.12810716677977,-0.14883372035008857
1416,YDR298C,928.7507531842464,0.5960534576004796
1417,YDR299W,519.4953873971751,-1.0942008589524475
1418,YDR300C,52.52989146376355,-0.1656411017449152
1419,YDR301W,5.585966238191101,0.08642198956049942
1420,YDR302W,73.2217627909417,0.2966471502530743
1421,YDR303C,11.326640276688794,0.11878212627795184
1422,YDR304C,947.2723946283877,0.4231225494349402
1423,YDR305C,181.6392821800891,0.5340902669434241
1424,YDR306C,314.1951249203163,0.5118010366696787
1425,YDR307W,223.47952574958927,0.4715455553610861
1426,YDR308C,45.49153933715399,0.2808027722882664
1427,YDR309C,1261.5358742437422,0.830363547338757
1428,YDR310C,115.83350513349559,0.23579587868973959
1429,YDR311W,208.79151379297682,0.43127978619165463
1430,YDR312W,4.1745783393128875,-0.13545536248337056
1431,YDR313C,313.40517380069184,0.6884365840521877
1432,YDR314C,19.266142601849683,-0.3236867984729532
1433,YDR315C,207.4278074335718,0.7560096459089466
1434,YDR316W,136.27863762326317,0.4223192091326591
1435,YDR316W-A,-8.27371985942778,-0.1381613221304689
1436,YDR316W-B,10725.915978963098,-2.027755492456232
1437,YDR317W,31.95063362482138,0.38268641185184565
1438,YDR318W,99.81577405844583,0.43385217920800223
1439,YDR319C,436.59963235241,0.6513782782732424
1440,YDR320C,258.7010962495809,0.5298756099573129
1441,YDR320C-A,268.1553692326402,0.7099581886588898
1442,YDR320W-B,-7.015216929458022,-0.06339356962446066
1443,YDR321W,-3.332080360697248,-0.026355209006593206
1444,YDR322C-A,152.41062107897528,0.34775405493247374
1445,YDR322W,-3.3877033010760504,-0.051960089755807806
1446,YDR323C,61.66478212714254,0.4280173738788133
1447,YDR324C,568.3242074825183,-0.8465662097718539
1448,YDR325W,4.309336548641016,0.11572079497178167
1449,YDR326C,90.66232377704338,0.22599392296496387
1450,YDR327W,267.3846163896497,0.47487161921674553
1451,YDR328C,284.06700594171616,0.26000816037545516
1452,YDR329C,777.9548983950067,0.6115831437747627
1453,YDR330W,47.31801350108972,0.15587197394665242
1454,YDR331W,27.43609714150409,0.17527183975907615
1455,YDR332W,89.45880103213985,0.3725258258347496
1456,YDR333C,47.732301235796456,0.18204513566357228
1457,YDR334W,260.22681315158775,0.31778629348056875
1458,YDR335W,2106.8301818951986,0.6872743217314781
1459,YDR336W,31.77390866947453,0.2458937105577512
1460,YDR337W,140.69052443818313,0.3707637020698304
1461,YDR338C,91.45906364717602,0.33201651094637746
1462,YDR339C,-3.5503877072051817,-0.04799386276099407
1463,YDR340W,-6.844317100955023,-0.01760240828130276
1464,YDR341C,205.54412403711848,-0.18987825832810373
1465,YDR342C,151255.89962184118,-2.6436442638995215
1466,YDR343C,77833.94683753993,-2.4337684234573382
1467,YDR344C,208.2402532525801,1.1642106777093275
1468,YDR345C,61981.6414313666,-0.9828361343562038
1469,YDR346C,65.41263628421594,-0.10828841949157661
1470,YDR347W,-5.726092990261415,-0.0055773210936141465
1471,YDR348C,1047.264708505735,0.5087782419222572
1472,YDR349C,639.8671944037849,0.43545690811424076
1473,YDR350C,269.9906235028552,0.46078160002374596
1474,YDR351W,293.02096528343986,0.42203507615039465
1475,YDR352W,-5.070896352385656,0.02749053520717984
1476,YDR353W,471.8578391598236,0.18562615870976532
1477,YDR354C-A,-8.27371985942778,-0.1381613221304689
1478,YDR354W,657.419371543535,0.5476251541248566
1479,YDR355C,-7.369508716359272,-0.22062349222768254
1480,YDR356W,273.00331698794173,0.5699813858421859
1481,YDR357C,81.75680557264727,0.4912950675810108
1482,YDR358W,377.57427715901514,0.41662362947772524
1483,YDR359C,889.5176296175018,0.7713645057790184
1484,YDR360W,-2.685684503501912,0.4339011661471268
1485,YDR361C,418.70172594733395,-0.6290172087445425
1486,YDR362C,34.91546664662168,0.2162588477673235
1487,YDR363W,42.948213957256975,0.25828926235008887
1488,YDR363W-A,550.4024830873577,0.5190984204569417
1489,YDR364C,-3.816706276878842,-0.05962225113499275
1490,YDR365C,1313.1237608241347,-0.5473305861717104
1491,YDR365W-A,-8.27371985942778,-0.1381613221304689
1492,YDR365W-B,11426.443754291024,-2.0935294288659314
1493,YDR366C,-4.9460286538339036,0.08696305173470775
1494,YDR367W,271.2528291166809,0.5378343278908637
1495,YDR368W,315.6128517751171,0.3503943770939296
1496,YDR369C,71.89788023355383,0.38500185906506273
1497,YDR370C,51.17711271056974,0.3026864620497775
1498,YDR371C-A,-8.27371985942778,-0.1381613221304689
1499,YDR371W,133.19075264827308,0.4281412858988112
1500,YDR372C,168.05176722863507,0.2179042383223663
1501,YDR373W,534.2963450107691,0.612613881935742
1502,YDR374C,0.03080381163115236,0.8923411697932685
1503,YDR374W-A,430.49191185012955,1.1225260808768551
1504,YDR375C,30.970809548820093,0.17220928585094916
1505,YDR376W,169.18992065545504,0.41164406029072526
1506,YDR377W,455.5837098465121,0.5066195677595248
1507,YDR378C,239.30992980501858,0.3672669554095774
1508,YDR379C-A,300.0722243609424,1.34495767568114
1509,YDR379W,632.8177808922798,0.5400418233270136
1510,YDR380W,30.883064399719206,0.19687091133721088
1511,YDR381C-A,544.8902061245566,0.9076815398793888
1512,YDR381W,134.77595674800975,-0.17936502420424358
1513,YDR382W,39.89106660231538,-0.0377311181284047
1514,YDR383C,488.89614586599646,0.890614782910512
1515,YDR384C,477.12064165608194,-0.5885085443665217
1516,YDR385W,1660.2941866400924,-0.20944233970641024
1517,YDR386W,303.6203560542364,0.7605156858576939
1518,YDR387C,103.38664688554212,0.27595954964876784
1519,YDR388W,274.3954374428787,0.18456560713872125
1520,YDR389W,-3.4971280521902828,0.04116828957196927
1521,YDR390C,105.49685197105894,0.23979884256461245
1522,YDR391C,30.96087057951102,-0.14214875508629862
1523,YDR392W,259.15648758857867,0.44859844771192064
1524,YDR393W,16.654520511483536,0.16661711324255998
1525,YDR394W,43.000742592526464,0.08366970883894564
1526,YDR395W,434.98095914524754,-0.48332428425993884
1527,YDR396W,0.289379861132146,-0.2731078428843259
1528,YDR397C,32.109549033962864,-0.6734425157396865
1529,YDR398W,728.6821795122496,-0.6050570545284669
1530,YDR399W,8133.272519683319,-1.6042591200994236
1531,YDR400W,42.83877429582499,0.2689225608854241
1532,YDR401W,-5.826957300185462,1.1419466654253745
1533,YDR402C,-5.855493425410179,0.16478769954711278
1534,YDR403W,52.869804048463706,0.659519523148652
1535,YDR404C,4.413254008222858,0.07589448847622854
1536,YDR405W,-4.096172019231502,0.02593925391517329
1537,YDR406W,8262.849926636025,-1.7298562566128761
1538,YDR406W-A,-1.3384859711007653,-0.43438565960191133
1539,YDR407C,181.6742091852508,0.36333730176773193
1540,YDR408C,2.105490111702837,-0.049501441427176544
1541,YDR409W,21.9522790051881,0.1598015042909872
1542,YDR410C,160.18783329307652,0.44663645452103967
1543,YDR411C,112.15871733187042,0.25495633904026377
1544,YDR412W,66.88449753267321,-0.7349543744966833
1545,YDR413C,-6.973806549125,-0.20325638594872436
1546,YDR414C,-2.6606592262284,0.0710548654325898
1547,YDR415C,80.21098873395798,0.2930572506348947
1548,YDR416W,21.64560980226998,0.18193963152968262
1549,YDR417C,-4.746119154062623,-0.374861859740292
1550,YDR418W,26.799965829928922,0.07622393143169402
1551,YDR419W,24.873430594428047,0.22990587623855532
1552,YDR420W,-5.235907596435293,0.015033666598987982
1553,YDR421W,593.0926201530792,0.7015949413794705
1554,YDR422C,-0.981459655023728,0.06369569056026833
1555,YDR423C,509.1666992436472,0.6098858905007492
1556,YDR424C,413.4452342430647,0.5956645211823929
1557,YDR425W,6.058356581954113,0.13889354367229703
1558,YDR426C,-2.2445192894587644,1.3092978515317073
1559,YDR427W,183.72341740336523,0.2563248135179892
1560,YDR428C,3.734695801656082,-0.12419844187861168
1561,YDR429C,-4.185271936370478,-0.012083568678315853
1562,YDR430C,37.3659512763256,-0.15310272337485603
1563,YDR431W,-7.011847196164365,-0.15862545407506243
1564,YDR432W,6.232785762542445,-0.0415263058859755
1565,YDR433W,0.7663617544121988,0.4037945292819867
1566,YDR434W,150.13620120888214,0.28198852139359076
1567,YDR435C,182.40251690952803,0.32808996952360997
1568,YDR436W,674.5354483962318,0.5778051415698204
1569,YDR437W,11.419415587153965,-0.3308713788591956
1570,YDR438W,64.25969720646607,0.33377773632095425
1571,YDR439W,2.8871088487561316,0.13347850677076012
1572,YDR440W,-2.3414508602552213,0.06317350285555166
1573,YDR441C,10.593627104633892,-0.14340996605090575
1574,YDR442W,7.069469597008829,0.9744085632876747
1575,YDR443C,54.804879996808786,0.2621252366052999
1576,YDR444W,17.041061801553294,0.16731561179655988
1577,YDR445C,-7.177295349189509,0.4182320497697247
1578,YDR446W,-6.461088608722527,0.20976208558082607
1579,YDR447C,122.64180141155857,-0.10573568035475008
1580,YDR448W,59.77893259286008,0.31999772493146167
1581,YDR449C,214.0635582011893,-0.7305348821029399
1582,YDR450W,1080.569010118534,-0.21080379605496954
1583,YDR451C,2.1398704052135664,-0.11076013648807272
1584,YDR452W,3915.5743349880418,0.8573562786669848
1585,YDR453C,-5.9806059016783815,-0.0058174405567864365
1586,YDR454C,7.015029076239408,0.05544898016788086
1587,YDR455C,-6.948359165018967,-0.26822190192992246
1588,YDR456W,1398.3622564716406,0.7775678984528324
1589,YDR457W,167.5844157439217,0.1982004721798356
1590,YDR458C,245.74724909386882,0.4490629093755847
1591,YDR459C,253.1436998369072,0.5441339026944372
1592,YDR460W,577.3523423416609,0.7272471136968129
1593,YDR461C-A,537.6745910286346,0.9416627654257136
1594,YDR461W,758.3881314815613,-0.7844139421166773
1595,YDR462W,11.75684643229918,0.13711995201384491
1596,YDR463W,405.6330614755868,0.5153404813292968
1597,YDR464C-A,-8.27371985942778,-0.1381613221304689
1598,YDR464W,14.764729683208282,0.13510187131875934
1599,YDR465C,157.20042770689966,-0.26353102763214137
1600,YDR466W,64.7045531634446,0.2104941034967551
1601,YDR467C,37.52666296458087,0.6574836278250862
1602,YDR468C,93.89096505085337,0.2683504568518518
1603,YDR469W,204.6861963646811,0.46465124202236585
1604,YDR470C,27.2595196326328,0.18760837970563723
1605,YDR471W,304.43328314516776,-0.147923367833542
1606,YDR472W,18.882952405694986,0.16087911499388122
1607,YDR473C,291.73438461349144,0.6223366311971953
1608,YDR475C,282.81601205848995,0.34510968561826105
1609,YDR476C,1320.807074069658,0.5523349268516131
1610,YDR477W,1.671883989469197,-0.051052606522326974
1611,YDR478W,0.18555062093034438,0.19224136017101265
1612,YDR479C,887.7576753511696,0.610457387915554
1613,YDR480W,440.94269769651106,0.7835550946671087
1614,YDR481C,1837.8786567798713,-0.6068637629999111
1615,YDR482C,29.092810711010255,0.1486318906630237
1616,YDR483W,180.34224357893865,0.16659478747373874
1617,YDR484W,88.17444614129157,0.39121596870408093
1618,YDR485C,384.7275174256691,0.5127926708887816
1619,YDR486C,198.8950865196808,0.35724175834141986
1620,YDR487C,455.9316375553556,0.2844008685787747
1621,YDR488C,5.502605550860677,-0.13645915221876698
1622,YDR489W,70.72775080196087,0.3554645834575799
1623,YDR490C,348.81323758503623,0.47096385265884516
1624,YDR491C,11.004598536166988,-0.4113766161610694
1625,YDR492W,324.37798809533916,-0.4127949120518427
1626,YDR493W,-2.4512301455915884,0.09610907122116044
1627,YDR494W,49.08910950236311,0.20026442918999138
1628,YDR495C,23.25101696838694,0.2116423002455851
1629,YDR496C,861.0976879984845,-0.7609308546699796
1630,YDR497C,51.92697329915942,0.06444148733382235
1631,YDR498C,390.5160295619764,0.5688290150410674
1632,YDR499W,249.69164277605677,0.5989891967844789
1633,YDR500C,0.09031220880742051,0.017004843630623594
1634,YDR501W,5.478670349111649,-0.25427187076495633
1635,YDR502C,244.44371539263483,-0.23621191051846835
1636,YDR503C,292.7147885351831,0.7200885684014656
1637,YDR504C,73.84567675381999,0.8589221127370515
1638,YDR505C,0.0002555462792723716,0.059600316614996304
1639,YDR506C,510.32223023163317,0.851975181272997
1640,YDR507C,1110.3894352240459,0.8127965034567433
1641,YDR508C,32.05082930342179,0.0860316927359085
1642,YDR509W,-6.995657093339549,-0.30043278622148245
1643,YDR510C-A,181.33337961600878,0.8508168700301918
1644,YDR510W,1613.4006226694337,0.6700563396418605
1645,YDR511W,126.36811885716376,0.46076177081514574
1646,YDR512C,588.8613739086184,0.8827370493451671
1647,YDR513W,152.7949697239843,0.24104536826260345
1648,YDR514C,20.448963198903698,0.18455440940331755
1649,YDR515W,4.16612170409379,-0.14672876866331977
1650,YDR516C,5337.440700303369,-0.5318378163921513
1651,YDR517W,1959.718505094365,0.5903227148925598
1652,YDR518W,902.6102926598484,0.7151490432108667
1653,YDR519W,303.4634862578556,0.47037441575349126
1654,YDR520C,113.9243607127765,0.4910507066886414
1655,YDR521W,-7.132618305568821,-0.020804374524362425
1656,YDR522C,15.395755867654904,0.4320768891359746
1657,YDR523C,12.770130089689928,-0.4037787871673447
1658,YDR524C,-5.699109042707323,-0.012931222916767975
1659,YDR524C-A,44.08540248500471,2.7404016485479095
1660,YDR524C-B,2758.8085569066543,0.1900630452552609
1661,YDR524W-C,2433.13441654572,0.5990171320723647
1662,YDR525W,0.02080993808570503,0.9354961055893547
1663,YDR525W-A,1827.741665611592,1.5212768373821721
1664,YDR526C,-4.703981354690749,0.5957640135615182
1665,YDR527W,179.80286904684428,0.38794217316553015
1666,YDR528W,519.7899879403984,1.211973271632457
1667,YDR529C,293.9901922652735,0.3981080609558419
1668,YDR530C,570.800369750271,0.5222770880864428
1669,YDR531W,207.42122162905522,0.35995783235027695
1670,YDR532C,174.97217460006087,0.6090075261419434
1671,YDR533C,-5.790738743758448,0.0219135752321482
1672,YDR534C,131.7273898667597,0.25361278989401614
1673,YDR535C,34.93835854030347,0.9023951692484629
1674,YDR536W,183.2707211043014,0.7908817169284343
1675,YDR537C,-2.5934995314066747,0.641817504116581
1676,YDR538W,17.469627822210814,0.41979886068605043
1677,YDR539W,2.0607351362642405,-0.08212846550830093
1678,YDR540C,4.730055600405353,0.2861993742729125
1679,YDR541C,391.1232655060966,0.6924332131792195
1680,YDR542W,3.6014447769475195,0.4868003193860961
1681,YDR543C,-6.554556751845872,0.8160350375991511
1682,YDR544C,-5.131991693619771,0.6359574246562656
1683,YDR545C-A,-8.27371985942778,-0.1381613221304689
1684,YDR545W,1962.359845518891,0.6711364050511637
1685,YEL001C,1055.380243284818,0.5141790534939066
1686,YEL002C,1253.2392341892967,0.5160573934400637
1687,YEL003W,-0.9533847692206847,0.07808067083724148
1688,YEL004W,-5.206010752637892,0.049159676345757373
1689,YEL005C,76.1865784173713,0.4197779547962602
1690,YEL006W,-0.7270900483273901,0.06717597362682316
1691,YEL007W,4.339756910261757,0.06171893791408375
1692,YEL008C-A,-8.27371985942778,-0.1381613221304689
1693,YEL008W,61.75905840959488,1.2801740860117172
1694,YEL009C,415.67000938184714,0.1460678586522881
1695,YEL009C-A,-4.4953342594386925,0.9773160360219457
1696,YEL010W,-5.963196783954112,0.8326924111584089
1697,YEL011W,128.14657020101995,-0.10961789718772287
1698,YEL012W,1195.2511053102003,0.7632421355925082
1699,YEL013W,39.61140744000741,0.156083035738147
1700,YEL014C,1.9889775753743613,0.31668924357929606
1701,YEL015W,11.992363598898404,0.08177570800947442
1702,YEL016C,5.260619791409467,0.10949364077365278
1703,YEL017C-A,223.76894040146286,0.2205037164358586
1704,YEL017W,215.5287006947967,0.4283534936511726
1705,YEL018C-A,-7.537815394909928,0.539910592483177
1706,YEL018W,179.89572677823259,0.6714385588213718
1707,YEL019C,-6.396262072214476,0.0033065060219881937
1708,YEL020C,317.90776670531324,0.5044726865965087
1709,YEL020C-B,-5.532424422944996,0.3812130199083654
1710,YEL020W-A,38.40499209345974,0.4501439109909606
1711,YEL021W,-8.27371985942778,-0.1381613221304689
1712,YEL022W,78.46639996424608,0.18181170089011395
1713,YEL023C,97.98433931462866,0.43590484769136456
1714,YEL024W,-0.5504326035859215,0.07078171216415471
1715,YEL025C,298.92143692487946,0.4447497846246105
1716,YEL026W,126.43781465244875,-0.15173707004649162
1717,YEL027W,550.2492994528659,0.18519746545382662
1718,YEL028W,3.494027948624069,0.21304548031401943
1719,YEL029C,2.25055176477401,-0.13200286891775873
1720,YEL030C-A,-6.298134174554975,-0.6181543372180285
1721,YEL030W,3.803877605154073,0.16988912276358212
1722,YEL031W,158.29298289697698,0.13539479423250383
1723,YEL032C-A,-8.27371985942778,-0.1381613221304689
1724,YEL032W,161.36357563095262,0.27839428063869287
1725,YEL033W,23.83927042130517,-0.21944267969206802
1726,YEL034C-A,1.0556310306876742,-0.3656929734660344
1727,YEL034W,-8.27371985942778,-0.1381613221304689
1728,YEL035C,63.72103193719932,1.476220220374781
1729,YEL036C,84.39200004703044,0.15863831768476264
1730,YEL037C,542.683869250378,0.3052643688860066
1731,YEL038W,1001.9534436079041,0.5954809321753384
1732,YEL039C,29.035576213787614,-0.1763059583256242
1733,YEL040W,12247.800325853608,-1.1726171922386681
1734,YEL041W,117.44455171312725,0.5633659986093154
1735,YEL042W,172.24329487165406,0.2311498847783413
1736,YEL043W,392.64095651539714,0.3839331017991165
1737,YEL044W,4992.26073771028,1.315225611696514
1738,YEL045C,91.30686160860297,-0.6493495893747759
1739,YEL046C,777.4999862570545,-0.34014253782876314
1740,YEL047C,197.1597947472636,0.22969827605201784
1741,YEL048C,4.063684093548966,-0.308492992974962
1742,YEL049W,14.505395354875578,0.5145660636087043
1743,YEL050C,20.588097586492427,0.14366391700827433
1744,YEL050W-A,8.569918843281599,0.5055055123709932
1745,YEL051W,509.38235835205194,0.29850944390987244
1746,YEL052W,452.07226457587467,0.4063308798678327
1747,YEL053C,11.825231362148354,0.12405650907410375
1748,YEL053W-A,-6.630405889756768,-0.14495056936873982
1749,YEL054C,199.09584732142153,-0.20654324223196802
1750,YEL055C,181.40250384911323,-0.31424577285334987
1751,YEL056W,142.29108409432828,0.28238798080445227
1752,YEL057C,63.65070888583437,0.8146690824877814
1753,YEL058W,2406.249726562737,0.6185704986225637
1754,YEL059C-A,89.92674106022899,0.6317481300306261
1755,YEL059W,45.18203220375681,0.6291445748377295
1756,YEL060C,1215.6300480002324,0.3204737294112636
1757,YEL061C,73.00163804236983,0.30585519589630694
1758,YEL062W,72.84269571182129,0.3730360430981097
1759,YEL063C,398.2676875623259,0.4267298083641724
1760,YEL064C,132.9713233003542,0.5112781579924187
1761,YEL065W,2000.0485202686,-1.0622558086596077
1762,YEL066W,1797.0288749697384,1.599716335959538
1763,YEL067C,90.49549927268474,0.6743941597119704
1764,YEL068C,170.84545258227925,0.6242612061928774
1765,YEL069C,38.70821287122191,-0.6456486491213911
1766,YEL070W,60.78955434435636,0.4395579222991142
1767,YEL071W,14111.759579474625,1.3289950000558317
1768,YEL072W,214.12494563608172,0.8470269080653805
1769,YEL073C,5.811432193922606,-0.2659973072703891
1770,YEL074W,-2.0060362214106515,0.3054460889146167
1771,YEL075C,-6.734853186919186,0.026552848774870283
1772,YEL075W-A,-5.872198365575321,-0.19074850666079393
1773,YEL076C,-5.721900977539162,-0.2727036475471193
1774,YEL076C-A,-6.017105117012057,-0.14056004272808192
1775,YEL077C,1448.2887990005138,0.7944048267768692
1776,YEL077W-A,-8.27371985942778,-0.1381613221304689
1777,YER001W,5035.411784589271,-2.0793311057570167
1778,YER002W,32.645565845334275,-0.12545497932171296
1779,YER003C,104.46675941545428,0.1860293404008203
1780,YER004W,3154.5800725548024,0.8726196358271141
1781,YER005W,-4.51671628893773,-0.03093665933002408
1782,YER006C-A,-3.9485341945929475,-0.33121020338243556
1783,YER006W,415.50042605452865,-0.37661114197205026
1784,YER007C-A,72.4233032641615,0.1844096622676163
1785,YER007W,12.433733854926597,0.29803137787656003
1786,YER008C,467.3582622811433,0.4169918668493501
1787,YER009W,3.96420245349874,0.03875673026898559
1788,YER010C,638.5080336204171,0.6853694868723126
1789,YER011W,27205.958392833334,-3.9772480271133364
1790,YER012W,583.5947042557805,0.35978456341110093
1791,YER013W,275.60999755049914,0.5201084741012238
1792,YER014C-A,-8.27371985942778,-0.1381613221304689
1793,YER014W,183.64624863965736,0.4876751708434039
1794,YER015W,30.634222793329915,-0.25239895152345454
1795,YER016W,319.25301740474356,0.3759725899111308
1796,YER017C,406.18340378891526,0.36962817922497365
1797,YER018C,385.64063688179687,0.4555278270470914
1798,YER019C-A,1091.0326793078052,0.43593941999887115
1799,YER019W,271.3828006998347,0.28837794314691506
1800,YER020W,15.932271760495556,-0.07484331362425715
1801,YER021W,628.1461526145173,0.3623634074942839
1802,YER022W,191.9218568625609,0.38625293222298096
1803,YER023C-A,-8.27371985942778,-0.1381613221304689
1804,YER023W,241.62493141828136,0.21237937717313587
1805,YER024W,756.8601366143423,0.8744007496240417
1806,YER025W,600.6307127021419,-0.29854366289582096
1807,YER026C,118.82931102702449,0.16533091008797138
1808,YER027C,32.592696757809414,0.13336883325084065
1809,YER028C,34.47155459559204,-0.1771187802452306
1810,YER029C,322.39699748017466,0.48106391111914876
1811,YER030W,1188.434817515997,0.7227271198143331
1812,YER031C,186.827067140151,0.20485493145366301
1813,YER032W,65.7523007777957,0.33176410707278364
1814,YER033C,47.324022773319804,0.2582913673875941
1815,YER034W,125.84967592614213,0.466966659704003
1816,YER035W,50.528705237377665,0.20652882235570225
1817,YER036C,402.9194229911524,-0.20178208415004384
1818,YER037W,1993.8003491290135,-1.58812155586036
1819,YER038C,33.28518285785977,-0.40967937809413485
1820,YER038W-A,-4.221006841295925,1.906232886081616
1821,YER039C,129.0481068253064,0.8456210516926325
