,genes,BF_21,FC
252,YBL063W,12.897349476691774,0.16765845057436013
253,YBL064C,167.76506873964556,0.26642086987416264
254,YBL065W,-6.089153171064561,0.42315002338051017
255,YBL066C,418.5352282274394,0.7224103013616546
256,YBL067C,248.33130946186793,0.37306787165536376
257,YBL068W,68.33772668239573,-0.2600406919310651
258,YBL068W-A,-8.27371985942778,-0.1381613221304689
259,YBL069W,-4.828478193719599,-0.04478753897780209
260,YBL070C,-4.834218672317175,0.44680141271642
261,YBL071C,9.629483712803193,0.33502459895140463
262,YBL071C-B,-6.707050400960252,-0.17796239847756962
263,YBL071W-A,1.88145803152861,0.19513870448375137
264,YBL072C,164.37997308747438,-0.06880085448458853
265,YBL073W,-6.564583606155867,-0.4011957979443075
266,YBL074C,5.823403522376558,-0.301194401773473
267,YBL075C,238.54211139539697,0.5203355998527892
268,YBL076C,500.39135639674754,-0.23005167446237645
269,YBL077W,8.840953215120242,0.3746746965671908
270,YBL078C,470.12523248712847,0.6858013631877612
271,YBL079W,-5.494265298955154,0.012542232817187289
272,YBL080C,150.50600649562477,0.47245145376672
273,YBL081W,252.091785617095,-0.4168334143874866
274,YBL082C,276.5332862575102,0.44726740700082723
275,YBL083C,-2.3004714250831486,0.7463617798636442
276,YBL084C,744.8198168776187,0.8542207246361886
277,YBL085W,2855.6329041490603,0.8318690640133162
278,YBL086C,651.2852763458509,0.5316537574994731
279,YBL087C,1291.390342089738,-0.28299624831506
280,YBL088C,69.84588337184404,0.2386566542608121
281,YBL089W,17.846186240369224,0.17011680722689163
282,YBL090W,14.454713528130032,0.17586500422215345
283,YBL091C,1302.4979332316107,0.41387445312198506
284,YBL091C-A,329.5904546013887,0.553308803317622
285,YBL092W,302.1371840872368,-0.08730226309388657
286,YBL093C,5.834635133399748,0.07264222172572789
287,YBL094C,-6.238296455267351,0.6828686102778486
288,YBL095W,167.6082618979397,0.6623769206708295
289,YBL096C,-1.1492590609778488,0.6691940373413368
290,YBL097W,-6.045698964708015,-0.015641447455473377
291,YBL098W,101.10744287432762,0.4800582200001579
292,YBL099W,1336.3506015406356,0.3870285054224823
293,YBL100C,-4.637146925431387,-0.14728140966712386
294,YBL100W-A,-8.27371985942778,-0.1381613221304689
295,YBL100W-B,923.7921870240593,-0.9839424854991556
296,YBL100W-C,-6.833909278554526,-0.0953482809503715
297,YBL101C,19.118110482141653,-0.10358361883895806
298,YBL102W,205.3882316949015,0.3387113931502272
299,YBL103C,76.97261019430408,0.256343476723154
300,YBL104C,77.8098498008587,0.2941848352098237
301,YBL105C,391.75072274031874,0.32926617933134245
302,YBL106C,153.95258152964786,0.48510248185562127
303,YBL107C,42.260376977117204,0.2199706189406881
304,YBL107W-A,-3.1104053532545275,0.3753485341149145
305,YBL108C-A,-4.710030215311643,0.223405399794757
306,YBL108W,17.132300590398806,1.6600052112853643
307,YBL109W,7.630660430149309,0.9141949020576253
308,YBL111C,10.304328836073896,0.19923583833191802
309,YBL112C,1.9319965535535264,0.2895540372556119
310,YBL113C,1311.5195804458285,0.7468854285195309
311,YBL113W-A,-8.27371985942778,-0.1381613221304689
312,YBR001C,478.8396662718303,0.5063489184987275
313,YBR002C,-5.813724655277181,-0.008083875543221233
314,YBR003W,109.32992397837404,0.2537143558524043
315,YBR004C,54.658050228557364,0.21651953443370567
316,YBR005W,60.42816841703845,0.16415287386224642
317,YBR006W,486.88699338817537,0.6114397283645215
318,YBR007C,508.05231700508097,0.6703719883579545
319,YBR008C,337.3828939774956,0.6141135877085451
320,YBR009C,4046.1699149398346,0.5264089308638601
321,YBR010W,4180.107224712964,0.5920000221453605
322,YBR011C,10612.404648134054,0.6590832381636007
323,YBR012C,15.450935226080544,-0.46838949947804753
324,YBR012W-A,-8.27371985942778,-0.1381613221304689
325,YBR012W-B,6894.684574580535,-1.7718189446382238
326,YBR013C,23.947480809873493,0.3919337079009345
327,YBR014C,860.0079657687803,0.850917794499809
328,YBR015C,296.8656590550927,0.26458824498936057
329,YBR016W,896.8976371792867,0.4769865484125309
330,YBR017C,171.02110606562533,-0.26700353916069464
331,YBR018C,212.25639745467453,1.2118893776568094
332,YBR019C,30.416733029245457,0.3540088225260402
333,YBR020W,161.05368952697924,0.6817217544656357
334,YBR021W,-4.9542073772971,0.049952381599952335
335,YBR022W,8.074427033037264,-0.16888179559966482
336,YBR023C,1110.970350729752,0.5595829749239413
337,YBR024W,54.68585300106141,0.30576891645761617
338,YBR025C,1502.7086701565775,-0.35267569073662275
339,YBR026C,165.5657562818309,0.3073802423078447
340,YBR027C,-1.7832590929806638,0.3190463957764439
341,YBR028C,0.6003444780897047,-0.08177326854944263
342,YBR029C,-3.5225787220687397,-0.03541616739621787
343,YBR030W,-0.13851436687548838,-0.08487101989773205
344,YBR031W,466.2013284807621,-0.09359213304519727
345,YBR032W,-6.076770410203984,0.01470281955200284
346,YBR033W,85.9848096513478,0.40230936010574153
347,YBR034C,2458.678785345992,-1.01586164748938
348,YBR035C,1448.1190814803356,0.7299494978840119
349,YBR036C,879.5837368574466,0.36441552955022133
350,YBR037C,262.4464748797318,0.4899912678699993
351,YBR038W,30.30265832986965,-0.17943829564476416
352,YBR039W,903.1637607556236,0.494850276181126
353,YBR040W,-6.369240212416638,0.31994499833243295
354,YBR041W,-5.23542425363479,0.014066700710161755
355,YBR042C,29.171270045554767,0.1714801577782168
356,YBR043C,853.5578468004898,0.7241532311597307
357,YBR044C,80.33896481958581,0.2618113985264217
358,YBR045C,15.791017622732893,0.3439990683318631
359,YBR046C,295.4984326181714,0.4476910418985973
360,YBR047W,-5.264589249335799,-0.06812688008585165
361,YBR048W,630.306804689275,-0.16831483667394487
362,YBR049C,11.070639646900437,0.10556592415040277
363,YBR050C,42.77130386546469,-0.30934725956824183
364,YBR051W,-5.6680094332778195,0.19526267444510223
365,YBR052C,2071.604866420398,0.6333195290104165
366,YBR053C,297.1896548755912,0.42008717491871933
367,YBR054W,1683.747298055308,-1.6409681310236917
368,YBR055C,376.6518992239135,0.5929514797472429
369,YBR056C-B,-8.27371985942778,-0.1381613221304689
370,YBR056W,152.5085793815617,0.24003389290235555
371,YBR056W-A,-0.5518014535907759,-0.4776994708191046
372,YBR057C,452.1840223775418,0.5043943502385658
373,YBR058C,124.30021682816609,0.2745523269270727
374,YBR058C-A,295.49729280721425,0.4682871079882992
375,YBR059C,2104.811227540157,0.6605399039782586
376,YBR060C,-3.09449438750975,0.053973990692976974
377,YBR061C,70.61842959471993,-0.3919704525416332
378,YBR062C,162.27108052409534,0.41813919465520166
379,YBR063C,69.55841782984122,0.4709453867219634
380,YBR064W,-7.335847084146451,-0.3080863371350784
381,YBR065C,-1.1486378652535163,-0.15578994732736584
382,YBR066C,54.20293141703412,0.28008069427333265
383,YBR067C,43726.046097349215,-2.6342216305503348
384,YBR068C,2710.848857586451,-0.555518216290454
385,YBR069C,3173.3393881915113,-0.9675902252774002
386,YBR070C,2759.60347233374,1.8373247413554448
387,YBR071W,576.8065418767903,0.6633800107660095
388,YBR072C-A,15.621729465993473,1.6947294126954826
389,YBR072W,56.77936432915142,0.40079682859809446
390,YBR073W,752.8840725888953,0.577505761572817
391,YBR074W,68.86414580506441,0.21445440930326393
392,YBR076C-A,335.8210883080688,0.9140904787120936
393,YBR076W,50.30650546958512,0.5509213341531833
394,YBR077C,1146.9888164156862,0.983890480514359
395,YBR078W,163.13168749779788,0.08481806905861068
396,YBR079C,978.5284253022132,-0.34417928744681764
397,YBR080C,98.85001041208594,0.1934092015221269
398,YBR081C,363.22739794810565,0.4765673486888456
399,YBR082C,1483.7434554569597,0.3926966185855646
400,YBR083W,59.79170079496285,0.21503604367669923
401,YBR084C-A,16.560667516385195,0.03123660374173723
402,YBR084W,25.940663094854294,-0.0829395480214321
403,YBR085C-A,452.67096974736245,0.3933189182685998
404,YBR085W,243.03739078916036,-0.7413637011084231
405,YBR086C,215.91897122100676,0.18308142188678
406,YBR087W,48.55255136362215,0.22913836026080814
407,YBR088C,51.32190390704388,0.5228513969761377
408,YBR089C-A,958.595769131313,0.7027940608419456
409,YBR089W,-6.808596958468265,0.5723321041549934
410,YBR090C,28.822050109172583,0.8468014480032225
411,YBR091C,25.71770745678676,0.28019938903022124
412,YBR092C,12515.751306107188,-2.477448980040022
413,YBR093C,8741.009705197956,-2.0220279087212525
414,YBR094W,-5.890856143190656,0.0017898643299724304
415,YBR095C,125.1453829253086,0.3813138882485451
416,YBR096W,405.31478417612226,0.5274097736140982
417,YBR097W,-0.8583700118640607,0.0868895645177301
418,YBR098W,94.35545168368064,0.48700570351433403
419,YBR099C,-8.27371985942778,-0.1381613221304689
420,YBR101C,-5.668249655063845,-0.0069023400549901885
421,YBR102C,87.35718097624499,0.31809136059759313
422,YBR103C-A,-3.808180351607234,1.0901078249279523
423,YBR103W,509.01820117650936,0.6239144390162584
424,YBR104W,46.45491774684884,-0.24891547859588248
425,YBR105C,430.650409770374,0.47410610322180907
426,YBR106W,674.1601204934635,0.21259673552125002
427,YBR107C,42.886778892182825,0.28536812120947014
428,YBR108W,65.87225925422716,0.18830096748211744
429,YBR109C,1583.9449035219927,0.5326989677823342
430,YBR109W-A,31.1885503032534,-1.1085950717315274
431,YBR110W,172.486445292592,0.3289753614920433
432,YBR111C,1221.5541123202881,0.5565844492581291
433,YBR111W-A,298.0441444772599,0.7086775445830741
434,YBR112C,131.32713191270787,-0.15923566296905806
435,YBR113W,14.696333984796285,-0.7057954901462677
436,YBR114W,296.5725118536749,0.4495570443983378
437,YBR115C,47.4398995502663,-0.13598089596554863
438,YBR116C,-3.7006604580908755,0.6436587661666755
439,YBR117C,-3.009415286058256,-0.1081113761927059
440,YBR118W,13072.442840697833,-0.20715185425252158
441,YBR119W,33.604184964437366,0.23847531938031077
442,YBR120C,2.976794410042419,0.15059234842228328
443,YBR121C,483.0889966608485,-0.21494031041656636
444,YBR121C-A,-8.27371985942778,-0.1381613221304689
445,YBR122C,88.84772319614521,0.28995218746349805
446,YBR123C,183.74728757956183,0.4049988841240434
447,YBR124W,-5.3291269394690834,0.7733021235098275
448,YBR125C,-0.8177066761222744,0.06145152050046947
449,YBR126C,5.782217911337912,-0.02341477567700786
450,YBR126W-A,27.29953933965823,0.15078616566710407
451,YBR126W-B,29.4082977101775,0.43160301229088693
452,YBR127C,79.172935725375,0.08130068956144826
453,YBR128C,39.70851254107796,0.3774213438058791
454,YBR129C,121.34547270720338,0.3687632625370681
455,YBR130C,36.02813047106684,0.1636808046163086
456,YBR131C-A,-8.27371985942778,-0.1381613221304689
457,YBR131W,6.986590958528874,0.20355330372466357
458,YBR132C,216.42069430154552,0.40301382683294285
459,YBR133C,2.6514690862109367,0.07987972446438653
460,YBR134W,-6.750762843922791,-0.10356271766700006
461,YBR135W,49.978259380175956,0.21755674243124573
462,YBR136W,159.88219124538142,0.44815518768301604
463,YBR137W,111.95446213149401,0.4407633391361116
464,YBR138C,127.21532062685509,0.5005761109332779
465,YBR139W,430.7516392310053,0.34926138626495723
466,YBR140C,51.337829783106415,0.1483270078844089
467,YBR141C,16.994730060012284,0.29204228072925004
468,YBR141W-A,-8.27371985942778,-0.1381613221304689
469,YBR142W,432.832021610138,-0.70697602343106
470,YBR143C,547.7911389087475,-0.29049884379787483
471,YBR144C,-5.718236986777407,0.29378975315602734
472,YBR145W,6.807823289649815,-0.05616876962349865
473,YBR146W,68.66609329687338,-0.20741862602085814
474,YBR147W,333.8340643984956,0.9096368675450448
475,YBR148W,230.0163469730889,1.219474386813647
476,YBR149W,69.43381727448255,0.10361108283294139
477,YBR150C,411.58315382615854,0.5333836584780802
478,YBR151W,-5.630594061753301,-0.0005592062905563401
479,YBR152W,0.7070393985285979,0.1450055635686358
480,YBR153W,76.87051842029602,0.32290519266871753
481,YBR154C,101.48040542085451,-0.2552228083162141
482,YBR155W,-0.7718019495146989,0.06473931119177864
483,YBR156C,203.90630888118918,0.6782664086281697
484,YBR157C,11.583986148478893,-0.16363488016684694
485,YBR158W,471.8631534455762,-0.38528726326282803
486,YBR159W,623.3221089978028,0.39001457529092604
487,YBR160W,352.48764310268126,0.4601950400186884
488,YBR161W,-5.713784522956039,-0.01826717845523648
489,YBR162C,5986.100457728533,0.5472201345279595
490,YBR162W-A,1580.5777458104299,0.859544405068525
491,YBR163W,115.32477586031474,0.3320522520349458
492,YBR164C,160.00863819508854,0.296071790398683
493,YBR165W,97.89707046734489,0.4019103577603218
494,YBR166C,16.394451021650497,0.1355977515862838
495,YBR167C,185.37783105635793,0.5504944264381959
496,YBR168W,283.54040748105893,0.7035208864376
497,YBR169C,66.62468358911944,0.2022479676305271
498,YBR170C,20.4101984436225,0.12043652059440445
499,YBR171W,433.4561960894015,0.5124731339957089
500,YBR172C,110.46201221927235,-0.2508047822560972
501,YBR173C,502.98407427507993,0.3868311769846122
502,YBR174C,-6.894752378116327,-0.36557186110733153
503,YBR175W,195.2339076964095,0.5167131028772753
504,YBR176W,4.438907624092958,0.14018455865568663
505,YBR177C,985.232497216654,0.5898700261681633
506,YBR178W,4.0378102819671495,1.635246632901056
507,YBR179C,118.20944811464469,0.3472838194978075
508,YBR180W,7.297498005092884,-0.4311518665278413
509,YBR181C,399.7796679199269,-0.13796864056581948
510,YBR182C,-5.64420304010716,0.053309321807490845
511,YBR182C-A,5.961817037305381,1.0098293700745276
512,YBR183W,1052.3616125940373,0.8808718318868834
513,YBR184W,85.36017626563792,1.1230204628845253
514,YBR185C,5.123338424977081,0.1285339986152151
515,YBR186W,-2.6709709534813078,0.13785663640169835
516,YBR187W,163.73537644299475,-0.2164412691097547
517,YBR188C,153.08483996890035,0.5745338921677623
518,YBR189W,1357.4710923171099,-0.21292834121882406
519,YBR190W,-6.162852230524391,0.06845251823618907
520,YBR191W,417.04637584355123,-0.12529062083679454
521,YBR191W-A,-2.07396514404187,0.2429297659836389
522,YBR192W,-3.7202808377925556,0.050723067688289165
523,YBR193C,56.29325607887985,0.27972108143524954
524,YBR194W,47.46337543139343,0.4476080352928527
525,YBR195C,-2.9307182147806805,0.07650457740906277
526,YBR196C,5655.923061368013,-0.3667335362201118
527,YBR196C-A,-6.418739376227623,-0.106933068506821
528,YBR196C-B,-4.6063745146414705,-0.1973654004191118
529,YBR197C,-5.721439314420402,-0.020396040196321755
530,YBR198C,306.8590236883845,0.3038765152328274
531,YBR199W,2092.0066827803903,0.6077414458391879
532,YBR200W,219.9503960137454,0.4245614740777932
533,YBR200W-A,3.289957400568299,1.4212664718346621
534,YBR201C-A,265.8781052194356,0.863450728739545
535,YBR201W,259.47403883840377,0.5843881647720367
536,YBR202W,810.5393721125752,0.6393321100090368
537,YBR203W,836.4201479161732,0.658587030140191
538,YBR204C,108.28418511516472,0.32701311082271045
539,YBR205W,11.855882833694272,0.09685606641875256
