,locus_name,BF_21,FC
0,15S_rRNA,-6.250979870693201,0.036300364585018764
1,21S_rRNA,-5.727730018898082,-0.04510679656296888
2,HRA1,-6.557272134856485,-0.2928234146883888
3,ICR1,11.654048489075317,0.4406525166842055
4,LSR1,-4.082524108381286,0.11248908056478547
5,NME1,-3.55589209950912,0.40378574875850065
6,PWR1,,
7,Q0010,,
8,Q0017,,
9,Q0032,,
10,Q0045,-3.4182324087190192,1.877102027708075
11,Q0050,-6.412387166689211,0.00934949180410056
12,Q0055,-5.559737765931769,0.46922434432843263
13,Q0060,-6.8283764252655725,1.0994941524446522
14,Q0065,-7.087674927184878,-0.38593274425674795
15,Q0070,-7.39869495870167,-1.122898333727294
16,Q0075,-7.309964650533574,0.4620641933976272
17,Q0080,,
18,Q0085,-6.786381508942335,0.5775414565816077
19,Q0092,,
20,Q0105,-6.4265084209389896,0.9766374527709958
21,Q0110,,
22,Q0115,,
23,Q0120,-6.8283764252655725,1.0994941524446522
24,Q0130,-4.816314760356326,0.9009487978178472
25,Q0140,,
26,Q0142,,
27,Q0143,,
28,Q0144,,
29,Q0160,-6.649627436067975,-0.41240501400623736
30,Q0182,,
31,Q0250,-6.566773290200874,0.39167494881692644
32,Q0255,,
33,Q0275,-6.8665630139831775,-0.12289833696022255
34,Q0297,,
35,RDN18-1,,
36,RDN18-2,,
37,RDN25-1,,
38,RDN25-2,,
39,RDN37-1,,
40,RDN37-2,,
41,RDN5-1,-1.3048991342910339,0.27231471328755275
42,RDN5-2,-5.6913222317350876,-0.5379361217148068
43,RDN5-3,,
44,RDN5-4,,
45,RDN5-5,,
46,RDN5-6,1.9459360439509186,0.517208600488991
47,RDN58-1,,
48,RDN58-2,,
49,RNA170,-0.36795578607797563,0.7472228722526015
50,RPM1,,
51,RPR1,15.784431196953106,-0.847688560048892
52,RUF20,10.480433770707505,0.4453406267760214
53,RUF21,-4.628861241147086,0.24780075469643803
54,RUF22,-7.291072784625831,-0.12289832169932663
55,RUF23,-2.6904545208122035,0.9121494022339474
56,RUF5-1,-5.491439793740898,0.03036740456353529
57,RUF5-2,-5.636787020814597,0.031188850678558883
58,SCR1,40.53496090870249,0.3742289315441398
59,SRG1,128.27083579194854,-1.0938134028660167
60,TLC1,198.6544628798827,0.4547275203879157
61,YAL001C,127.8012093447952,0.6149858431260693
62,YAL002W,-3.897139364735948,0.07402588143056692
63,YAL003W,1483.2974811226059,-0.5322709975526503
64,YAL004W,,
65,YAL005C,1047.6745646662089,-0.3775573428003151
