,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-4.445422785801956,0.577506300632356,0.6983454666378947,-0.3476277616571237
1,21S_rRNA,-2.1071284346379207,0.3796859821368647,53.80548426496654,11.990286068738804
2,HRA1,-6.289665664848891,0.5368625688198816,-6.115123453195034,-6.0910323938736335
3,ICR1,-5.577382114578018,-0.01532044208434209,-5.307586586939824,-5.371272546974915
4,LSR1,-1.1646795292523497,-0.32746444965294785,44.75476746425534,5.2291668190978955
5,NME1,-5.838050968121582,-0.1420006601225148,-4.166282611272878,-5.5892516270470685
6,PWR1,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
7,Q0010,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
8,Q0017,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
9,Q0032,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
10,Q0045,-6.448347112119663,-0.46313769983564623,-5.779525200253126,-6.172390554087068
11,Q0050,-5.938276596787343,0.21493466395759475,-2.0766146083083235,-5.282392408178483
12,Q0055,-6.109880738108849,0.03693604981454405,0.09743751714389205,-5.689549367549083
13,Q0060,-6.793639766491626,-0.20010320829418207,-6.341661990733283,-6.361027614235961
14,Q0065,-6.432372684321352,-1.7850658244716688,-6.11310329341381,-6.632385372465847
15,Q0070,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
16,Q0075,-6.824801823237053,0.7998968534310522,-6.57022066848989,-6.2995062043549295
17,Q0080,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
18,Q0085,-6.793639766491626,-0.20010320829418207,-6.182155087088911,-6.2995062043549295
19,Q0092,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
20,Q0105,-6.10018060339695,-2.200103385475752,-5.4060238019471685,-6.632385372465847
21,Q0110,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
22,Q0115,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
23,Q0120,-6.764564755311902,-1.2001032620252756,-6.57022066848989,-6.632385372465847
24,Q0130,-5.964435872728399,0.5161042133556374,-3.1521199075219446,-4.6672471023995445
25,Q0140,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
26,Q0142,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
27,Q0143,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
28,Q0144,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
29,Q0160,-6.525266673219252,-0.2001032322766079,-5.794089464908009,-6.2020628200339925
30,Q0182,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
31,Q0250,-6.369735148724038,0.3848594216437219,-6.115123453195034,-5.720868570924753
32,Q0255,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
33,Q0275,-6.38224354042828,0.12182494609054013,-4.858366099391191,-6.025147176129974
34,Q0297,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
35,RDN18-1,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
36,RDN18-2,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
37,RDN25-1,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
38,RDN25-2,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
39,RDN37-1,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
40,RDN37-2,-7.096756816368609,-0.20010320030004147,-6.57022066848989,-6.632385372465847
