"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"15S_rRNA",15.5431725665283,-0.265783241258743,0.662410152886265,-0.401236665985066,0.688245887947143,0.76583240204031
"21S_rRNA",96.284986031669,-0.267520841601698,0.583630745372692,-0.458373455687065,0.646684158786787,0.73011013489979
"HRA1",3.16922028121548,-1.14618921138869,0.433428235424481,-2.64447287396069,0.00818182643463898,0.0159413351123
"ICR1",134.057813240372,0.211378151732702,0.0749626663400165,2.8197789920376,0.00480567352808784,0.00975619891783789
"LSR1",175.839261262304,-0.305696829594256,0.254162934469606,-1.20275928601545,0.229069484271271,0.310579703363653
"NME1",25.1986249296626,-0.0130419668201069,0.238562451087559,-0.0546689839941331,0.956402179582278,0.971964936942345
"PWR1",0,NA,NA,NA,NA,NA
"Q0010",0,NA,NA,NA,NA,NA
"Q0017",0,NA,NA,NA,NA,NA
"Q0032",0,NA,NA,NA,NA,NA
"Q0045",1.44509544168505,-0.0490816701182865,0.781860909255736,-0.0627754496193038,0.949945315666884,0.968656349085406
"Q0050",8.20854460278226,0.00976106535738568,0.641060277538731,0.0152264392279335,0.987851528651789,0.991314636552408
"Q0055",5.10334134604229,0.458314119068494,0.532507750077987,0.86067126535036,0.389419123358172,0.485978088550525
"Q0060",0.170329189141166,-0.782163955336463,1.72581372683325,-0.453214586936725,0.650394229716333,0.732977182980431
"Q0065",0.0799966190420698,0.179621843098172,2.86703393119772,0.0626507559410481,0.950044611373722,0.968656349085406
"Q0070",0,NA,NA,NA,NA,NA
"Q0075",0.0617028802003022,-0.782165068277234,3.00317535619469,-0.260446019798295,0.794519748718654,0.85513875508337
"Q0080",0,NA,NA,NA,NA,NA
"Q0085",0.641300553520151,0.149195317465517,1.37645391060039,0.108391073843104,0.913685481461203,0.94419663923563
"Q0092",0,NA,NA,NA,NA,NA
"Q0105",0.655697590484192,0.833756393284168,0.865454339969744,0.963374212570609,0.335359762629775,0.430237454578255
"Q0110",0,NA,NA,NA,NA,NA
"Q0115",0,NA,NA,NA,NA,NA
"Q0120",0.160203996822494,0.676551091388966,1.7534201944105,0.385846526431973,0.699610335293568,0.775587114082281
"Q0130",3.47729274659887,-0.253476250934317,0.582411171865705,-0.435218730647503,0.663403668074554,0.744459849668766
"Q0140",0,NA,NA,NA,NA,NA
"Q0142",0,NA,NA,NA,NA,NA
"Q0143",0,NA,NA,NA,NA,NA
"Q0144",0,NA,NA,NA,NA,NA
"Q0160",0.988907487843105,0.215720397468656,1.00082541841839,0.215542484731812,0.829344392348224,0.881162384075518
"Q0182",0,NA,NA,NA,NA,NA
"Q0250",1.51331852533966,0.157605789498845,0.729587969406459,0.216020269121298,0.828971948084259,0.880942395389942
"Q0255",0.110415255906514,-0.0608232032809263,2.64901493005437,-0.0229606872316412,0.981681631719661,0.987864773680105
"Q0275",1.45860832326527,-0.659011102856418,0.696314992396162,-0.946426703507598,0.343930990646861,0.439931575198865
"Q0297",0,NA,NA,NA,NA,NA
"RDN18-1",0,NA,NA,NA,NA,NA
"RDN18-2",0,NA,NA,NA,NA,NA
"RDN25-1",0,NA,NA,NA,NA,NA
"RDN25-2",0,NA,NA,NA,NA,NA
"RDN37-1",0,NA,NA,NA,NA,NA
"RDN37-2",0,NA,NA,NA,NA,NA
"RDN5-1",77.7236317262806,-0.33288276223163,0.39955570632898,-0.833132294092544,0.404770122120831,0.502306853137664
"RDN5-2",4.36478838079414,-0.448695886418431,0.360269968759774,-1.24544348773522,0.21296877631278,0.292385190501359
"RDN5-3",0,NA,NA,NA,NA,NA
"RDN5-4",0,NA,NA,NA,NA,NA
"RDN5-5",0,NA,NA,NA,NA,NA
"RDN5-6",33.7836814466374,-0.225135839480278,0.51259951207574,-0.439204162658298,0.660513609115125,0.74206516674095
"RDN58-1",0,NA,NA,NA,NA,NA
"RDN58-2",0,NA,NA,NA,NA,NA
"RNA170",13.5302150629891,0.449855299184222,0.203196468445221,2.21389329561846,0.0268361200510014,0.0467099429314364
"RPM1",0,NA,NA,NA,NA,NA
"RPR1",55.2758447768182,-1.59194700816984,0.29101123713548,-5.47039703291152,4.49028521697015e-08,1.89835442711292e-07
"RUF20",116.499471788838,0.350022658469531,0.15091050466968,2.31940552604788,0.0203730583033786,0.0365247678873202
"RUF21",34.0484092937092,0.261899180311726,0.491641723921179,0.532703323515549,0.594238965142395,0.684855173717204
"RUF22",0.231059078898355,-0.301266429340165,1.31131768154699,-0.229743283095789,0.818291259314399,0.872793192282242
"RUF23",7.79101765418586,0.36788290320873,0.259343721080173,1.41851478677212,0.15604052471072,0.224784735743897
"RUF5-1",280.509182698188,0.054835744940451,0.145318223624186,0.377349403074622,0.705913962730685,0.780938635098198
"RUF5-2",185.795392752471,0.0981301757802032,0.153011461648063,0.641325654452667,0.521311124659916,0.616899210140484
"SCR1",377.857545281232,-0.244611012766773,0.489504689221585,-0.499711275811791,0.617278391675563,0.705607745559254
"SRG1",186.509861849519,-1.25527535237687,0.135144644207591,-9.28838401060634,1.56648506786819e-20,2.04985760309609e-19
"TLC1",1446.22278603926,0.298731132563397,0.0683957038325491,4.36768855094715,1.25568380255302e-05,3.91226654128765e-05
"YAL001C",539.173472445416,0.379106155971328,0.0708211023260945,5.35301122857055,8.65024791060726e-08,3.52683698195086e-07
"YAL002W",460.257486227401,-0.110387978302498,0.0706173218293575,-1.56318556754735,0.11800895377875,0.175785236873376
"YAL003W",8274.23031876837,-0.771827201771451,0.0837290655334379,-9.21815138929522,3.02266190447979e-20,3.86698087221158e-19
"YAL004W",0,NA,NA,NA,NA,NA
"YAL005C",11082.895619926,-0.586977179160746,0.10639400294468,-5.51701376877367,3.448084293287e-08,1.48052119343011e-07
"YAL007C",1058.86095025416,0.274148074387871,0.046490089840103,5.89691427421995,3.70362148523829e-09,1.79434976047864e-08
"YAL008W",423.49858718223,0.283427744827567,0.0691359884579188,4.09956885190238,4.13920518803735e-05,0.000119241337125191
"YAL009W",343.178333406578,0.260108840296353,0.0516779258732753,5.03326780053427,4.82188780399899e-07,1.80230518027601e-06
"YAL010C",320.077747465474,0.00625589563485508,0.0609823046421143,0.102585424928903,0.918292011025511,0.947374792844533
"YAL011W",418.21524981114,0.339151545344311,0.0655452659355548,5.17431031064501,2.28754373934741e-07,8.85875168507144e-07
"YAL012W",5797.71268615165,0.334405376509962,0.0926045458080902,3.61111189080252,0.000304887080753897,0.000767805808203546
"YAL013W",1245.25855816985,0.328588686703307,0.0610623607177611,5.38119854589459,7.39915296539392e-08,3.03656994457922e-07
"YAL014C",1146.91273320328,0.273941600500318,0.0853598597500233,3.20925551310132,0.00133079170997611,0.00299362771694036
"YAL015C",483.127600633204,0.494784768950456,0.0586064608383254,8.44249527906816,3.10633974367681e-17,3.27309111028523e-16
"YAL016C-A",25.328960800779,-0.917620379048129,0.223067163551192,-4.11365063526055,3.89450704241314e-05,0.000112653740553172
"YAL016C-B",49.2035391902691,0.990815159741243,0.181110815113543,5.4707674918258,4.48090838766202e-08,1.89555668862303e-07
"YAL016W",1619.65235354635,-0.0240869496400112,0.0290770183873555,-0.828384441593424,0.40745281483402,0.505362129971063
"YAL017W",1133.89278774717,-0.00228414234325612,0.0817148969974269,-0.0279525818080397,0.977699970588143,0.985012288889946
"YAL018C",2.06317285522876,0.446849427014144,0.506051111564236,0.883012440448762,0.377229550008502,0.474211712453506
"YAL019W",636.393692787527,-0.604990659532605,0.104460698118257,-5.79156247690121,6.97346088141069e-09,3.25018156413104e-08
"YAL019W-A",0.930754259426965,-0.269691358026362,0.800893745574667,-0.336737999911399,0.73631441482545,0.805384867271344
"YAL020C",458.932320764612,0.247607151777358,0.104514538978904,2.3691168156742,0.0178306207683378,0.0323893084818827
"YAL021C",1124.56343870584,-0.280333095495669,0.0553406643328039,-5.0655896324233,4.07138148731614e-07,1.53430558518167e-06
