,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-6.095959678520902,0.1663147559496331,-5.835151960840645,1.5681731879660723
1,21S_rRNA,-4.948522922197515,-0.14057081991853052,-5.4558282212039595,38.66674041129679
2,HRA1,-5.550609476011838,-0.7647384859345198,-5.989042049913337,-5.850584085310548
3,ICR1,-4.090280890560837,-0.1728671764811979,-4.973210434900894,-3.849787043007883
4,LSR1,1.59214671644058,-0.2838817013250711,-4.894285832433263,4.50656397394924
5,NME1,-3.034852288145439,-0.5371104670034892,-5.666408696768738,-5.274506252647052
6,PWR1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
7,Q0010,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
8,Q0017,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
9,Q0032,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
10,Q0045,-6.39128851782761,-0.8025703651970125,-6.116775550362388,-6.136012307794286
11,Q0050,-5.592478111239419,-0.42817516562296504,-5.8459792069477805,-1.277558139827217
12,Q0055,-6.380340181256994,-0.2401275038442336,-6.116775550362388,-3.5679526504302976
13,Q0060,-7.051139166980374,-1.4699949372997538,-6.62550442883815,-6.136012307794286
14,Q0065,-7.050449865224518,-0.8850324351980999,-6.62550442883815,-6.136012307794286
15,Q0070,-7.335209469652536,-0.8850324199362047,-6.62550442883815,-6.502877796230223
16,Q0075,-6.482998554420513,-2.2069605647507475,-6.62550442883815,-6.502877796230223
17,Q0080,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
18,Q0085,-6.991079314685472,-0.46999493315825946,-6.62550442883815,-6.502877796230223
19,Q0092,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
20,Q0105,-6.98997414432169,0.37800202608486955,-6.62550442883815,-5.769146774981156
21,Q0110,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
22,Q0115,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
23,Q0120,-7.317560472100679,0.11496759808668712,-6.62550442883815,-6.502877796230223
24,Q0130,-6.639938676128872,-0.03187380427680602,-5.505220152188568,-5.7237602946257695
25,Q0140,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
26,Q0142,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
27,Q0143,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
28,Q0144,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
29,Q0160,-6.685818353770249,-0.4256008540635049,-6.147516344003239,-5.769146774981156
30,Q0182,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
31,Q0250,-6.447773673169089,-0.8850325115075841,-6.62550442883815,-5.035415576223251
32,Q0255,-7.335209469652536,-0.8850324199362047,-6.62550442883815,-6.502877796230223
33,Q0275,-6.851601394596195,-0.14806682998790718,-6.62550442883815,-6.502877796230223
34,Q0297,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
35,RDN18-1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
36,RDN18-2,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
37,RDN25-1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
38,RDN25-2,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
39,RDN37-1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
40,RDN37-2,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
41,RDN5-1,6.176628535777482,0.5955547450485346,-4.403941000456756,-5.480312419040648
42,RDN5-2,-4.61975890910778,-0.908116507548744,-5.437386984634551,-5.804116655733876
43,RDN5-3,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
44,RDN5-4,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
45,RDN5-5,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
46,RDN5-6,11.7578169490235,1.114971359596663,-5.831058766845366,-5.779034017142243
47,RDN58-1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
48,RDN58-2,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
49,RNA170,-6.344309658599825,-0.027476706428046588,-5.124431654134229,-5.394788480166528
50,RPM1,-7.619279769919528,0.11496759670618885,-6.62550442883815,-6.502877796230223
51,RPR1,3.701374658425205,-0.5187348844895597,-5.431269970083395,-5.423980461989513
52,RUF20,-1.7058308483263473,-0.2772016234825909,-5.333386976250308,1.594196477427662
53,RUF21,1.6319647200008511,-0.7314896219229479,-5.561834548999526,3.586810869563928
