,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-4.965708513022455,0.4699929554646194,-5.687014988877557,-5.55558274013605
1,21S_rRNA,-1.577553864202747,0.32225793149218984,-5.11970196414724,0.9232409603425092
2,HRA1,-6.610186367604353,-0.10610051558996955,-6.225567648397821,-5.905618251648778
3,ICR1,-5.036424629634814,0.11699763352281037,-2.9372243164007656,-5.1995157690412
4,LSR1,12.206978156709429,0.44072065957315365,1.755197137218797,-3.0160345352458755
5,NME1,-6.178303668559519,0.015205861945986977,-4.899035713475542,-4.657404565904372
6,PWR1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
7,Q0010,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
8,Q0017,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
9,Q0032,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
10,Q0045,-6.202955537676089,-0.8852586606465852,-5.460251430658512,-6.629507473232003
11,Q0050,-3.2347892681806036,0.9032382312829684,-5.953010589748801,-5.891449412775146
12,Q0055,-5.083639810925285,0.7470101626914789,-5.348202325931592,-6.218977512350226
13,Q0060,-7.173635804843017,0.6257034313365741,-6.685902988232755,-6.629507473232003
14,Q0065,-5.8075245740469645,2.210666040829984,-6.685902988232755,-6.629507473232003
15,Q0070,-7.298661119782037,1.040740930110634,-6.685902988232755,-6.629507473232003
16,Q0075,-6.721043013083093,-1.9592591408898465,-6.240002825189516,-6.629507473232003
17,Q0080,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
18,Q0085,-6.9632538321064725,0.7777065434151169,-6.685902988232755,-6.629507473232003
19,Q0092,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
20,Q0105,-6.905088728302521,0.5261677774287211,-6.4629529139266095,-6.629507473232003
21,Q0110,-7.298661119782037,1.040740930110634,-6.685902988232755,-6.629507473232003
22,Q0115,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
23,Q0120,-6.9914557125243855,1.6257034489604985,-6.685902988232755,-6.629507473232003
24,Q0130,-6.401742015158235,0.4737004557499164,-6.225567648397821,-5.774582821126109
25,Q0140,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
26,Q0142,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
27,Q0143,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
28,Q0144,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
29,Q0160,-4.980673922453596,1.8887380562292442,-6.685902988232755,-6.629507473232003
30,Q0182,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
31,Q0250,-6.437021829512275,0.8480959463452775,-6.4629529139266095,-6.344532612794638
32,Q0255,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
33,Q0275,-6.821870927097102,-0.22229352455666554,-6.4629529139266095,-6.327861111884948
34,Q0297,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
35,RDN18-1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
36,RDN18-2,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
37,RDN25-1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
38,RDN25-2,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
39,RDN37-1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
40,RDN37-2,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
41,RDN5-1,-5.784036659472198,0.0660156079180771,-4.535195718702821,-5.323647238296422
42,RDN5-2,-4.876013628976624,0.8359215899692535,-5.999350317554358,-6.139179902321934
43,RDN5-3,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
44,RDN5-4,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
45,RDN5-5,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
46,RDN5-6,-3.6628900928651245,0.37432091143631807,-3.6095136015322047,-5.184067916212684
47,RDN58-1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
48,RDN58-2,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
49,RNA170,-5.569739877808291,0.3570007609841614,-5.799528179636637,-5.440981285244065
50,RPM1,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
51,RPR1,-5.808826719439084,-0.06858937234524601,-4.596208124157704,9.225660367847546
52,RUF20,-1.9036176629385124,0.2675690807044148,5.9862268520261805,-5.298761607334492
53,RUF21,-1.8804009521262228,0.5075239697632531,-3.0543951266644,-5.415653644901549
54,RUF22,-7.015897607990932,-0.9592591227611388,-6.4629529139266095,-6.311805951213447
55,RUF23,-5.736247815655203,-0.5118004589390068,-5.064190358568638,-5.908906713647068
56,RUF5-1,3.4872921090351285,0.2459481803444121,8.407667470573537,-3.893796030139891
57,RUF5-2,-1.9035076993450815,0.1972802928889465,-0.11821144537241653,-2.685810084821754
58,SCR1,36.64537682976867,0.45326064426551493,-5.038296437532668,39.59996174555471
59,SRG1,-3.216053134502869,0.13990742700577674,9.060079270091272,-5.2101625383820975
60,TLC1,5.949687701114876,0.13286544535778733,32.17987973439288,-4.7545957248766
61,YAL001C,0.2686266661531013,0.16187875237367333,2.3817169822846025,-3.7826792880067517
62,YAL002W,7.334843691590682,0.2363686988927493,0.6791210969479329,-3.2056543462670026
63,YAL003W,10.550092807917476,-0.055221945885301896,17.560318962765514,-4.198096188066156
64,YAL004W,-7.605866524272517,0.04074091198192624,-6.685902988232755,-6.629507473232003
65,YAL005C,-4.40739301081932,0.008044488737119257,123.30944464426668,-2.2674568164172633
66,YAL007C,-0.16704360319451514,0.1073106241872467,-1.4277332246999366,-4.264397096849175
67,YAL008W,-4.801208050899743,0.06642038296156762,-4.4005077574212255,-2.296035624365626
68,YAL009W,-0.2400828301479411,0.191084686094289,0.24383045179724705,-5.119495795352542
69,YAL010C,-5.1912068779863,0.05445145398897736,-2.478815210630555,-4.150581056540332
70,YAL011W,-3.561074677454882,0.10750120932741696,0.9339559521529177,-3.779561226050015
71,YAL012W,-4.0718434543078565,-0.019946238324373245,30.639768842628374,-4.3539353540327275
72,YAL013W,0.5871248246994039,-0.10735591541758677,-4.176927672139866,0.6852167830117686
73,YAL014C,-0.8649545738541291,-0.09763729024721442,7.211479094146992,8.57057768000434
74,YAL015C,-5.558979080776937,-0.012314999259574865,-5.004292318913589,-5.0760709186242225
75,YAL016C-A,-6.0061427200594135,0.1119999318262179,-5.776675576675906,-5.32723771917503
76,YAL016C-B,-3.972525620665171,0.351871041567314,-5.595758356401886,-5.530742433557851
77,YAL016W,-1.1985796639366793,0.07314677630425237,0.591555654710626,-4.770041694500922
78,YAL017W,4.661369979148153,0.13941729718249296,-4.399682648652462,-2.2320295908037284
79,YAL018C,-6.0731741766240415,0.6484236987146934,-6.4629529139266095,-6.344532612794638
80,YAL019W,-0.32630712683798996,0.1184407949528222,12.417812114147505,0.6615608390889955
81,YAL019W-A,-6.904447921139545,-0.12918410355082507,-6.320830882352158,-6.202306009449023
82,YAL020C,-4.067458992537391,-0.0873575433209314,-3.236275369442682,-3.76116072907383
83,YAL021C,-1.738695570163775,-0.08002703352849522,-3.9849423560330512,-3.3298102777622876
84,YAL022C,-1.8457324960161352,-0.08585263749066979,2.01125275527536,-4.298179896910594
