,locus_name,BF_21,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-3.6703822169045535,0.5805888810105603,-5.613068782309058,-5.521415868967195
1,21S_rRNA,-2.459405969826332,0.2838730731203426,-4.718909193046894,-0.9674208725233456
2,HRA1,-6.206925666926234,-0.5688165424152691,-5.850957858853014,-5.970807181735701
3,ICR1,-5.846286925460737,0.003576952654681698,-4.252481500885019,-5.173719870946221
4,LSR1,-5.727178958404449,-0.01938817071679689,5.064641344658292,-3.1087923662109382
5,NME1,-6.178846963262656,-0.04212467307607447,-5.125594044127242,-3.993674282053759
6,PWR1,,,-6.650531470191759,-6.6803986944444995
7,Q0010,,,-6.650531470191759,-6.6803986944444995
8,Q0017,,,-6.650531470191759,-6.6803986944444995
9,Q0032,,,-6.650531470191759,-6.6803986944444995
10,Q0045,-6.812502023112903,-0.22159428055091032,-6.344838880463896,-6.146297603718237
11,Q0050,-6.002478882229515,0.34564237660020225,-4.76030651462895,-5.84946261670365
12,Q0055,-6.57332203083083,0.055939754025181566,-6.392209872756867,-6.001721861406575
13,Q0060,-7.0832279026371125,-0.19559905004966532,-6.650531470191759,-6.6803986944444995
14,Q0065,-6.764964397101239,1.4482572058445862,-6.650531470191759,-6.6803986944444995
15,Q0070,,,-6.650531470191759,-6.6803986944444995
16,Q0075,-6.764964397101239,1.4482572058445862,-6.650531470191759,-6.6803986944444995
17,Q0080,,,-6.650531470191759,-6.6803986944444995
18,Q0085,-7.017207654372308,0.1263290639555879,-6.650531470191759,-6.6803986944444995
19,Q0092,,,-6.650531470191759,-6.6803986944444995
20,Q0105,-7.035711640993892,-0.6106365669675374,-6.650531470191759,-6.6803986944444995
21,Q0110,-7.184036712791361,0.7112915764003234,-6.650531470191759,-6.6803986944444995
22,Q0115,,,-6.650531470191759,-6.6803986944444995
23,Q0120,-7.347836512293778,-0.873670959598889,-6.650531470191759,-6.6803986944444995
24,Q0130,-6.269094123590297,-0.551743014375017,-5.95372941668901,-5.5020221289069875
25,Q0140,,,-6.650531470191759,-6.6803986944444995
26,Q0142,,,-6.650531470191759,-6.6803986944444995
27,Q0143,,,-6.650531470191759,-6.6803986944444995
28,Q0144,,,-6.650531470191759,-6.6803986944444995
29,Q0160,-6.439572129510987,-0.7216679659652572,-6.133888255803271,-6.342503268911837
30,Q0182,,,-6.650531470191759,-6.6803986944444995
31,Q0250,-6.078174805134599,1.1263292080255534,-6.650531470191759,-6.6803986944444995
32,Q0255,,,-6.650531470191759,-6.6803986944444995
33,Q0275,-6.777545782462335,0.12632907874421218,-6.650531470191759,-6.6803986944444995
34,Q0297,,,-6.650531470191759,-6.6803986944444995
35,RDN18-1,,,-6.650531470191759,-6.6803986944444995
36,RDN18-2,,,-6.650531470191759,-6.6803986944444995
37,RDN25-1,,,-6.650531470191759,-6.6803986944444995
38,RDN25-2,,,-6.650531470191759,-6.6803986944444995
39,RDN37-1,,,-6.650531470191759,-6.6803986944444995
40,RDN37-2,,,-6.650531470191759,-6.6803986944444995
41,RDN5-1,-5.1720814962392,0.14437672664774923,4.724286362288023,-5.577000231830351
42,RDN5-2,-6.435756358185469,-0.22416831060911874,-5.707271418947295,-5.852487453994948
43,RDN5-3,,,-6.650531470191759,-6.6803986944444995
44,RDN5-4,,,-6.650531470191759,-6.6803986944444995
45,RDN5-5,,,-6.650531470191759,-6.6803986944444995
46,RDN5-6,-1.4051312603348443,0.5224601228829603,-1.1649556678194222,-4.794161361440078
47,RDN58-1,,,-6.650531470191759,-6.6803986944444995
48,RDN58-2,,,-6.650531470191759,-6.6803986944444995
49,RNA170,-6.081508163670105,-0.19559932665745072,-5.883307335352094,-5.08047725403792
50,RPM1,,,-6.650531470191759,-6.6803986944444995
51,RPR1,-1.836365192431478,-0.35870625100341197,-5.509189465701538,-5.462443716926172
52,RUF20,3.294012145051654,0.4123296081572189,6.833159122901305,-4.54301769469359
53,RUF21,-4.740114784151314,0.29570034289751385,2.8767729761340677,-5.2996393811058065
54,RUF22,-7.184036712791361,0.7112915764003234,-6.650531470191759,-6.413348158643721
55,RUF23,-5.893559950564605,-0.44836541236240873,-5.524642005968787,-6.057069535121332
56,RUF5-1,39.18062350958409,0.5469031358256875,12.372480354034256,-2.4516587007401394
57,RUF5-2,31.241610636312224,0.6210770574812092,4.836866645298137,-4.241871742007331
