genes,logFC,logCPM,F,PValue,FDR
YHR215W,-4.43703867622472,7.27635154853895,3047.85320578912,1.0836899671147e-19,6.61050879939968e-16
YAR071W,-4.25001657718292,7.63304480421317,2415.23647461788,6.89760244672521e-19,2.10376874625119e-15
YGR234W,-4.22080791525799,8.56250456168882,2229.40811699519,1.30312291285543e-18,2.64968325613938e-15
YIL121W,-2.79091879190552,6.65674514196904,1995.05192667171,3.1495908127501e-18,4.80312598944391e-15
YML123C,-4.59885942096417,9.15007959528247,1781.01143480232,7.75173589462636e-18,9.45711779144416e-15
YDR033W,-3.85378192926792,8.979954995311,1575.55458967669,2.04887734369385e-17,2.08302529942208e-14
YPL019C,-2.46451492696744,8.02558709641578,1292.27473902057,9.84059801673406e-17,8.5753782717254e-14
YOR290C,-7.67771429101171,6.60879333660736,1226.23983685123,1.59861922975601e-16,1.21894716268896e-13
YER011W,-4.21129930771151,7.5913587617346,1156.46536214911,2.36727425600114e-16,1.60448588462299e-13
YER081W,3.19357963469965,9.05681967142232,1132.84701535874,2.78557194793416e-16,1.69919888823984e-13
YOR153W,-2.77259385847602,9.8540351973587,1090.68400012358,3.75788755552621e-16,1.87003381854851e-13
YBR093C,-2.39020085283885,7.12465432184122,1080.6578942027,4.04204531555321e-16,1.87003381854851e-13
YPR149W,-2.16148558813843,8.37305554809069,1075.49406361491,4.19767761554154e-16,1.87003381854851e-13
YER001W,-2.28225554054332,6.28550760496079,1072.26037948817,4.2991342681744e-16,1.87003381854851e-13
YML039W,-2.57996985826837,7.65950200975639,1063.13655671683,4.5984438161029e-16,1.87003381854851e-13
YDR365W-B,-2.37918122587705,7.50215642285299,989.629389138479,8.09034324308954e-16,3.08444336142789e-13
YPR137C-B,-2.41951273518622,7.43718553960321,939.715541358132,1.21627284061724e-15,4.3642731339795e-13
YPR158C-D,-2.53060431323664,7.85601854366269,914.387909125103,1.50816602962187e-15,5.02248061817309e-13
YPL257W-B,-2.58283306641799,7.42834137249457,910.14718731758,1.56437920893916e-15,5.02248061817309e-13
YHR136C,-4.77619363818382,5.71843675096534,870.004571168383,2.23729562597293e-15,6.28440086031515e-13
YHR214C-B,-2.32381136812575,7.63247614125379,865.487988083136,2.32405071962226e-15,6.28440086031515e-13
YOL103W-B,-2.56198300676311,7.84188627894907,856.79866016721,2.51596551525101e-15,6.28440086031515e-13
YDR316W-B,-2.35873459940072,7.51648528415289,855.298783238729,2.55086961980682e-15,6.28440086031515e-13
YML045W,-2.38914711784212,7.6763859759443,851.164481811739,2.64991677962684e-15,6.28440086031515e-13
YER138C,-2.55475861365959,7.62374398365725,846.959981304307,2.75511609909432e-15,6.28440086031515e-13
YDR261C-D,-2.67482545476541,7.59743438588111,846.703269074534,2.76169435485017e-15,6.28440086031515e-13
