,locus_name,BF_21,FC
0,15S_rRNA,-2.4432444279082,0.4985297299319291
1,21S_rRNA,-1.1522681134509591,0.22108644636832042
2,HRA1,-5.892820285569656,-0.579354235763667
3,ICR1,20.96176713058613,0.4150393989879482
4,LSR1,-5.8556787689433625,-0.015461720638783769
5,NME1,-5.323457875966656,0.18939699208803382
6,PWR1,-7.953977977865729,-0.07120715854307982
7,Q0010,-7.953977977865729,-0.07120715854307982
8,Q0017,-7.953977977865729,-0.07120715854307982
9,Q0032,-7.953977977865729,-0.07120715854307982
10,Q0045,-5.716370697722299,0.7498228688402059
11,Q0050,-5.465178665855382,0.35102618209352343
12,Q0055,-4.966272105112783,0.513755694097368
13,Q0060,-7.286010454541557,0.414219682688094
14,Q0065,-6.882284852356486,-1.6561696925309284
15,Q0070,-7.953977977865729,-0.07120715854307982
16,Q0075,-6.746231659255698,-1.4862446997021066
17,Q0080,-7.953977977865729,-0.07120715854307982
18,Q0085,-7.195550778636632,0.21829947112981357
19,Q0092,-7.953977977865729,-0.07120715854307982
20,Q0105,-7.054594652165901,0.34383036767036124
21,Q0110,-7.663533491946126,0.928792849278898
22,Q0115,-7.953977977865729,-0.07120715854307982
23,Q0120,-6.245317072066773,1.8032620211573747
24,Q0130,-5.598597068882586,0.5287059168367926
25,Q0140,-7.953977977865729,-0.07120715854307982
26,Q0142,-7.953977977865729,-0.07120715854307982
27,Q0143,-7.953977977865729,-0.07120715854307982
28,Q0144,-7.953977977865729,-0.07120715854307982
29,Q0160,-6.9737313884838175,0.08079594807824958
30,Q0182,-7.953977977865729,-0.07120715854307982
31,Q0250,-6.690774610866893,0.4496250742715178
32,Q0255,-6.792200027297655,2.2507209676321946
33,Q0275,-6.561055879742899,-0.5476452851523173
34,Q0297,-7.953977977865729,-0.07120715854307982
35,RDN18-1,-7.953977977865729,-0.07120715854307982
36,RDN18-2,-7.953977977865729,-0.07120715854307982
37,RDN25-1,-7.953977977865729,-0.07120715854307982
38,RDN25-2,-7.953977977865729,-0.07120715854307982
39,RDN37-1,-7.953977977865729,-0.07120715854307982
40,RDN37-2,-7.953977977865729,-0.07120715854307982
41,RDN5-1,10.648043758888901,0.4525983366196731
42,RDN5-2,-6.720631604563764,0.02190225755798939
43,RDN5-3,-7.953977977865729,-0.07120715854307982
44,RDN5-4,-7.953977977865729,-0.07120715854307982
45,RDN5-5,-7.953977977865729,-0.07120715854307982
46,RDN5-6,1.7216809302736316,0.45115761091161244
47,RDN58-1,-7.953977977865729,-0.07120715854307982
48,RDN58-2,-7.953977977865729,-0.07120715854307982
49,RNA170,3.7757911224372216,0.7754712290451573
50,RPM1,-7.953977977865729,-0.07120715854307982
51,RPR1,45.55893480175003,-0.957705334983554
52,RUF20,18.200517930687838,0.4120849234319259
53,RUF21,-0.9887553563355316,0.34886051988940137
54,RUF22,-7.114983586838354,-1.3931352784794004
55,RUF23,-1.8447185176661922,0.7603959830803215
56,RUF5-1,-5.459259186274278,-0.030578312067582273
57,RUF5-2,-5.871369186238038,0.008251921674021298
58,SCR1,-1.7342153303105188,0.09261355208944975
59,SRG1,244.7778427740467,-1.1260460981284517
60,TLC1,297.7437761261191,0.4233892807594219
61,YAL001C,197.06584628471407,0.5748108910826509
62,YAL002W,-1.7312475558143663,0.08587060645537227
63,YAL003W,3017.893130168919,-0.5783842728569044
64,YAL004W,-7.953977977865729,-0.07120715854307982
65,YAL005C,2343.795964971677,-0.4324670315610724
66,YAL007C,317.0098980191941,0.5149065550076504
67,YAL008W,116.78821733517181,0.4943820863418613
68,YAL009W,85.71352325372158,0.48151148100830066
69,YAL010C,28.120749733364793,0.30161865959277917
70,YAL011W,154.03401982142685,0.5770629200256717
