,locus_name,BF_21,FC
0,15S_rRNA,-3.148582393510946,0.3964117451803139
1,21S_rRNA,-2.2738452015964055,0.18102520962310936
2,HRA1,-5.419654525277457,-0.7327477285907433
3,ICR1,32.24478499472234,0.5001862147420367
4,LSR1,-5.796581103264795,0.017531478116595098
5,NME1,-1.8163256218271278,0.3959775464201887
6,PWR1,-7.92665668063636,0.04169278912674731
7,Q0010,-7.92665668063636,0.04169278912674731
8,Q0017,-7.92665668063636,0.04169278912674731
9,Q0032,-7.92665668063636,0.04169278912674731
10,Q0045,-4.326675732222655,1.1905564230625751
11,Q0050,-3.993040250560162,0.4784854399660803
12,Q0055,-1.9638808052195236,0.7457086676398497
13,Q0060,-7.31730390196741,0.04169279036074423
14,Q0065,-7.15216813419626,-0.6363791402502644
15,Q0070,-7.4942765487416345,0.6266552987586923
16,Q0075,-7.1601748166139085,-0.9583072356312248
17,Q0080,-7.92665668063636,0.04169278912674731
18,Q0085,-7.07102097696089,0.24814368688374644
19,Q0092,-7.92665668063636,0.04169278912674731
20,Q0105,-7.093641449338404,0.14122847455004384
21,Q0110,-7.283745165063929,0.7786584011145312
22,Q0115,-7.92665668063636,0.04169278912674731
23,Q0120,-6.9832563247163275,0.8896897313248538
24,Q0130,-4.048887702814575,0.7831601636279977
25,Q0140,-7.92665668063636,0.04169278912674731
26,Q0142,-7.92665668063636,0.04169278912674731
27,Q0143,-7.92665668063636,0.04169278912674731
28,Q0144,-7.92665668063636,0.04169278912674731
29,Q0160,-6.934991463069719,0.041692796530729444
30,Q0182,-7.92665668063636,0.04169278912674731
31,Q0250,-6.906730153035985,-0.0875902454190126
32,Q0255,-6.082552324660297,2.849047763168289
33,Q0275,-6.597389764809505,0.34125315833995873
34,Q0297,-7.92665668063636,0.04169278912674731
35,RDN18-1,-7.92665668063636,0.04169278912674731
36,RDN18-2,-7.92665668063636,0.04169278912674731
37,RDN25-1,-7.92665668063636,0.04169278912674731
38,RDN25-2,-7.92665668063636,0.04169278912674731
39,RDN37-1,-7.92665668063636,0.04169278912674731
40,RDN37-2,-7.92665668063636,0.04169278912674731
41,RDN5-1,16.076037251360923,0.47021684002102804
42,RDN5-2,-6.692910855114464,-0.1123408896072606
43,RDN5-3,-7.92665668063636,0.04169278912674731
44,RDN5-4,-7.92665668063636,0.04169278912674731
45,RDN5-5,-7.92665668063636,0.04169278912674731
46,RDN5-6,17.922530173582476,0.6832896169464504
47,RDN58-1,-7.92665668063636,0.04169278912674731
48,RDN58-2,-7.92665668063636,0.04169278912674731
49,RNA170,0.8148923536463332,0.6843322113022298
50,RPM1,-7.92665668063636,0.04169278912674731
51,RPR1,32.11716862051031,-0.841339519960383
52,RUF20,5.821518195531748,0.28816399003668697
53,RUF21,-4.4328422310835505,0.19026952029505928
54,RUF22,-6.45879633032443,-1.9583072611295955
55,RUF23,-4.229210831419149,0.5333053139466161
56,RUF5-1,-2.037028973562923,-0.10309871263066278
57,RUF5-2,-2.1916176984152353,-0.12589487925741097
58,SCR1,2.259526119359543,0.12035720834945686
59,SRG1,205.94744129845046,-1.0361586902571425
60,TLC1,216.6599168891942,0.3670390178879941
61,YAL001C,207.98954371471672,0.5936251384549179
62,YAL002W,-0.33440177267607624,0.10069748143849502
63,YAL003W,2869.017223153962,-0.5849490941385667
64,YAL004W,-7.92665668063636,0.04169278912674731
65,YAL005C,1769.4830718519602,-0.39226965900662136
66,YAL007C,295.18753613308246,0.5085734517252474
67,YAL008W,108.69139521195679,0.4941084302349972
68,YAL009W,80.27262674502377,0.476365617342902
69,YAL010C,31.25333397718965,0.31857505630384775
70,YAL011W,114.24157751589088,0.5093836279799626
71,YAL012W,1598.688942861353,0.5142057099165155
72,YAL013W,393.90525392255097,0.5494495070573607
73,YAL014C,256.8450779122802,0.46591365199446466
74,YAL015C,293.9495452894637,0.765684309113472
75,YAL016C-A,-4.976928216500217,-0.24047412458236617
76,YAL016C-B,52.22932596508795,1.0319710749482884
77,YAL016W,89.42597928100983,0.2312262367369862
78,YAL017W,114.99287653596828,0.3093455396739862
79,YAL018C,-6.805654067251731,-0.10415810806989605
80,YAL019W,87.33327580221922,-0.36886110568373326
81,YAL019W-A,-7.012483130814362,0.041692794309534806
82,YAL020C,104.34020581555767,0.4788657766948929
83,YAL021C,-2.4728478283687063,-0.05043155104787425
84,YAL022C,151.94802784941496,0.37243368134351207
85,YAL023C,81.87417814438726,0.14906268301602354
