genes,logFC,logCPM,F,PValue,FDR
YML123C,-4.73551281756898,9.24116567515045,1386.37418292524,1.10123279941668e-11,6.70871021404644e-08
YHR215W,-4.57253575513379,7.30931443679282,1157.72950448025,2.59535128836576e-11,7.61112503685036e-08
YAR071W,-4.44731690497885,7.66371066999831,1071.5120616932,3.74809177783176e-11,7.61112503685036e-08
YOR290C,-6.96196158163028,6.6127235987736,750.26919566523,2.053360936991e-10,2.91354207768841e-07
YGR234W,-4.14823068738005,8.51617041915522,724.777055971968,2.39128535594912e-10,2.91354207768841e-07
YIL121W,-2.94161610958667,6.74908153103647,685.632172670451,3.10963292533657e-10,3.15731396352507e-07
YLR227W-B,-2.56555902455059,7.53316426469216,571.70115666206,7.33365594786003e-10,6.00636828782725e-07
YDR033W,-3.85532338150594,9.00569540817919,551.546416042772,8.68567726784059e-10,6.00636828782725e-07
YBR067C,-3.07577918719475,8.94292453830691,535.776491381457,9.95789130289854e-10,6.00636828782725e-07
YOL103W-B,-2.64690470197863,7.85943374634716,510.233746336404,1.25334287264721e-09,6.00636828782725e-07
YER081W,3.22465168234948,9.1099237526021,507.487961105376,1.28558197318152e-09,6.00636828782725e-07
YPL257W-B,-2.55880670128309,7.40810439432022,484.393977119134,1.6005445031023e-09,6.00636828782725e-07
YML039W,-2.54673799365896,7.66810921733799,482.101104184248,1.63665621198637e-09,6.00636828782725e-07
YMR050C,-2.4789684151855,7.9030770503094,480.224120831935,1.66695339967245e-09,6.00636828782725e-07
YJR027W,-2.48013105540045,7.89048938934018,477.473818012231,1.7125855193593e-09,6.00636828782725e-07
YER011W,-4.22218378288912,7.48062443912155,473.340426945269,1.78430755776851e-09,6.00636828782725e-07
YDR210C-D,-2.28429025957703,7.45232398758964,471.426625981039,1.81834582282563e-09,6.00636828782725e-07
YPR158C-D,-2.52577552414561,7.87021802630439,469.948212066769,1.84538935849469e-09,6.00636828782725e-07
YDR365W-B,-2.46665955174408,7.54849861999079,464.003932331917,1.9591662547289e-09,6.00636828782725e-07
YER160C,-2.43573959907282,7.4416194070898,453.492780731952,2.18185591928017e-09,6.00636828782725e-07
YDR261C-D,-2.66052428128455,7.61879325368215,448.502758775609,2.29824125349643e-09,6.00636828782725e-07
YPR158W-B,-2.49268269321065,7.55568286615376,448.179068223068,2.30604571716006e-09,6.00636828782725e-07
YML045W,-2.38396220761252,7.70049891832812,446.212688214491,2.35415589685346e-09,6.00636828782725e-07
YER138C,-2.57742212539728,7.6258580420265,444.075027387475,2.40784721133114e-09,6.00636828782725e-07
YOR153W,-2.71593768950458,9.76280858753262,441.043373484418,2.48653854169486e-09,6.00636828782725e-07
YGR038C-B,-2.37415641642346,7.65319317257018,437.350100577224,2.58667089874101e-09,6.00636828782725e-07
YDR055W,-2.32481693810111,7.60805575175261,434.681880836817,2.66204766532068e-09,6.00636828782725e-07
YOR273C,-2.37600908415819,7.9381778049229,431.111850449985,2.76709484264898e-09,6.0204077790777e-07
YLR157C-B,-2.54754776001118,7.9562472338148,421.864441807216,3.06341876153196e-09,6.43529210181127e-07
YHR092C,-2.68730948567941,9.99523884772133,418.658795557316,3.17499354303581e-09,6.44735355472472e-07
YDR316W-B,-2.36715654018709,7.50625755004134,410.348022061258,3.48799625064016e-09,6.54280114473557e-07
YPR137C-B,-2.42165452445327,7.42718542199809,409.006566971484,3.5419532358389e-09,6.54280114473557e-07
YGR027W-B,-2.49463269056771,7.83529380571285,408.95115459922,3.54419628654422e-09,6.54280114473557e-07
YOR142W-B,-2.32749752445987,7.3000668179048,397.985063096,4.02568457197748e-09,7.21307953308436e-07
YJR029W,-2.46066170663021,7.75174576267871,376.437585202971,5.22425554921932e-09,9.09318994452688e-07
YHR214C-B,-2.26313479232569,7.63604154000716,370.374908224812,5.63655471374753e-09,9.17856215773076e-07
YMR120C,-2.15567798520518,7.54839523778055,370.178379271412,5.65056585080137e-09,9.17856215773076e-07
YGR161C-D,-2.18276074634795,7.57427052060991,369.139934304152,5.72530141158517e-09,9.17856215773076e-07
YBR092C,-2.88818273585948,7.30046802655771,355.426717301424,6.83383816878053e-09,1.06748056728746e-06
