genes,logFC,logCPM,F,PValue,FDR
YDR033W,-3.80118517488657,8.98068041870602,6733.44289832546,6.16359905871314e-49,3.75424818666217e-45
YIL121W,-2.79290472198165,6.6777349644203,6028.52501361306,6.56747426736748e-48,2.00012428812677e-44
YHR215W,-4.51374598528881,7.28092496842863,5040.55005060473,3.01101432978983e-46,6.11336276091663e-43
YGR234W,-4.22142326841145,8.51246850663553,4750.93479903069,1.06188127185069e-45,1.55908541308488e-42
YAR071W,-4.35554551420632,7.6501346730322,4709.88220072445,1.27982713272442e-45,1.55908541308488e-42
YOR290C,-7.48859369747153,6.53626810208803,4546.12465863347,4.00466664834444e-45,4.06540409251099e-42
YML123C,-4.63749820835918,9.17439536191046,4304.88033797595,8.6946518595801e-45,7.56558921095748e-42
YER081W,3.16055978635243,9.13312712350889,3737.0799883197,1.76941531726878e-43,1.34718858718552e-40
YGR038C-B,-2.26661421650079,7.59509353968344,3420.12743799034,1.16615029303034e-42,7.89224603871976e-40
YDR365W-B,-2.33009422098264,7.46537439765451,3386.73549370654,1.43669407134176e-42,8.75090358854267e-40
YDR261C-D,-2.59459945727397,7.56366475837997,3215.07905585774,4.34031135938816e-42,2.40334877182121e-39
YPL257W-B,-2.45917789565806,7.35583478514073,3136.45205602096,7.34467396461489e-42,3.66732017694325e-39
YOR153W,-2.81220838841842,9.80493293672289,3127.06153460899,7.82714862916799e-42,3.66732017694325e-39
YOL103W-B,-2.48219699641266,7.79091115061086,3079.37138345154,1.08485868964612e-41,4.71991019902465e-39
YAR009C,-2.43544876369804,7.20886318314203,3038.06059113514,1.44526051665493e-41,5.25241233917839e-39
YPR158C-D,-2.41227942642039,7.79796019137672,3031.25317665006,1.51568818740627e-41,5.25241233917839e-39
YPR137C-B,-2.26886999764076,7.38608046172564,3028.66131900708,1.54349669608222e-41,5.25241233917839e-39
YML039W,-2.44671003655744,7.60481972715855,3027.86011112551,1.55218227064868e-41,5.25241233917839e-39
YJR027W,-2.40043139113328,7.83752217686309,2944.78248026968,2.80167565352024e-41,8.98158231873252e-39
YLR227W-B,-2.35230694846998,7.45325050608471,2906.2610928396,3.70495480172136e-41,1.12834398486424e-38
YER138C,-2.444155033793,7.56120088848314,2894.64522964239,4.03354681958371e-41,1.16992065133735e-38
YPL019C,-2.4162969730397,7.91648323964633,2869.60776081936,4.84980945934321e-41,1.34273588258452e-38
YML045W,-2.31655490343465,7.63196223727849,2842.91395103732,5.91334269567997e-41,1.56600740692986e-38
YJR029W,-2.26537006815677,7.67693508543613,2822.12866601879,6.90923413816801e-41,1.75350604731589e-38
YLR157C-B,-2.40225028925295,7.87054365962944,2776.36837503787,9.77230666383071e-41,2.38092479557571e-38
YDR316W-B,-2.25674148788617,7.43673799897564,2750.68632230693,1.1900998320654e-40,2.78803772196552e-38
YER001W,-2.32729797847766,6.2740588567257,2655.30599245364,2.51687088312277e-40,5.67787427744473e-38
YBL005W-B,-2.14136571915078,7.40370804361851,2484.4940086221,1.0281169233152e-39,2.23652149282604e-37
YGR161C-D,-2.06652513193749,7.52188893268157,2398.49094119041,2.16675891572773e-39,4.51840598602642e-37
YPR158W-B,-2.31036801142379,7.44482507204894,2395.46437059117,2.22545032967973e-39,4.51840598602642e-37
YDR098C-B,-2.13697980373341,7.36648259321116,2358.67743205541,3.08733105916304e-39,6.06610757463292e-37
YOR273C,-2.36137654877418,7.99240600942397,2319.15351358591,4.41332828767212e-39,8.40049456256591e-37
YGR027W-B,-2.35203261285521,7.742889175489,2308.48887935848,4.86508897929309e-39,8.97977484026492e-37
YOR142W-B,-2.14485238413841,7.24887388076271,2293.54286288848,5.58128162354013e-39,9.99870187323028e-37
YMR045C,-2.23664427683579,7.49253267872175,2275.34597193951,6.6046730074766e-39,1.149401808244e-36
YJL012C,-1.43296425421004,8.17219454062555,2221.96686214868,1.09067465549026e-38,1.8453609240531e-36
YMR050C,-2.31099678631183,7.8112063660437,2208.20484303822,1.24366991749496e-38,2.04734958580049e-36
YNL284C-B,-2.13420332385165,7.94001896213805,2186.16199546892,1.53720019530986e-38,2.43273793732328e-36
YDR406W,-1.97165987891901,7.4123580733833,2184.7957322627,1.55765522173055e-38,2.43273793732328e-36
YHR214C-B,-2.16713167958667,7.54691180468508,2102.30311408531,3.51050638131136e-38,5.34562359214188e-36
