,locus_name,BF,FC,BF_k1_1,BF_k1_2
0,15S_rRNA,-5.532987924685944,-0.7213592520234815,-5.935919503280058,-5.959193685611503
1,21S_rRNA,7.1522892679497065,-1.13224606318445,2.1023580648517144,-5.539782849134541
2,HRA1,-6.074451629683812,-0.6218232519330601,-6.028210323091826,-6.043369262599286
3,ICR1,-5.486430237607398,0.07376776458760644,-4.786900028442846,-4.71043406230343
4,LSR1,-3.6704828874353566,-0.23346677956790035,-4.773761236346091,-4.119048031871725
5,NME1,-4.086894643500795,-0.651572175534455,-5.653509958199215,-5.760488401177644
6,PWR1,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
7,Q0010,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
8,Q0017,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
9,Q0032,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
10,Q0045,-5.8336630772046325,-2.528713770201783,-6.338150245431123,-6.7628914873673205
11,Q0050,-3.1530152027114395,-1.547823691975509,-5.88628146485347,-5.868240507658162
12,Q0055,-5.852643987220616,-0.7542736602921464,-3.257168737612138,-6.096270232197837
13,Q0060,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
14,Q0065,-6.736311652424726,-0.2067854787672109,-5.936961603516263,-6.442737138511647
15,Q0070,-6.8334690500851085,-1.2067855173576896,-6.290951917110235,-6.7628914873673205
16,Q0075,-6.895717679745268,0.7932145809159097,-6.644942200142412,-6.5437692161985055
17,Q0080,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
18,Q0085,-6.500200400950211,-1.7917480707310875,-5.936961603516263,-6.7628914873673205
19,Q0092,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
20,Q0105,-6.895717679745268,0.7932145809159097,-6.644942200142412,-6.5437692161985055
21,Q0110,-6.895717679745268,0.7932145809159097,-6.644942200142412,-6.360829396081188
22,Q0115,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
23,Q0120,-6.863479042124262,-0.20678547173633022,-6.290951917110235,-6.5437692161985055
24,Q0130,-6.5019796309488,0.20825209066172196,-6.644942200142412,-6.183310316864358
25,Q0140,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
26,Q0142,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
27,Q0143,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
28,Q0144,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
29,Q0160,-6.099978376387062,-1.2067856964070867,-5.8974089353466965,-6.3997061325640034
30,Q0182,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
31,Q0250,-6.5646711577758765,-0.5287136333377004,-5.936961603516263,-6.216766296885931
32,Q0255,-6.8334690500851085,-1.2067855173576896,-6.644942200142412,-6.7628914873673205
33,Q0275,-6.687140393023371,0.20825206613299527,-6.644942200142412,-6.216766296885931
34,Q0297,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
35,RDN18-1,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
36,RDN18-2,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
37,RDN25-1,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
38,RDN25-2,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
39,RDN37-1,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
40,RDN37-2,-7.166737690728062,-0.20678546470544973,-6.644942200142412,-6.7628914873673205
41,RDN5-1,-5.48119995182202,0.17864669003162015,-4.466852672350392,-1.5051117229946305
