genes,#R3,#R6,#R12,#R20
YDL141W,0,0,0,0
YDL142C,0,0,0,0
YDL143W,0,0,0,0
YDL144C,0,0,0,0
YDL145C,0,0,0,0
YDL146W,0,0,0,0
YDL147W,0,0,0,0
YDL148C,29,15,3,0
YDL149W,0,0,0,0
YDL150W,8,3,1,0
YDL151C,9,34,14,7
YDL152W,0,0,0,0
YDL153C,2,0,0,0
YDL154W,100,100,100,100
YDL155W,0,0,0,0
YDL156W,0,0,0,0
YDL157C,0,0,0,0
YDL158C,15,5,0,0
YDL159C-B,0,0,0,0
YDL159W,0,0,0,0
YDL159W-A,4,9,22,30
YDL160C,0,0,0,0
YDL160C-A,0,0,0,0
YDL161W,0,0,0,0
YDL162C,0,2,0,2
YDL163W,0,0,0,0
YDL164C,0,0,0,0
YDL165W,0,0,0,0
YDL166C,0,0,0,0
YDL167C,71,81,85,95
YDL168W,0,0,0,0
YDL169C,64,67,72,82
YDL170W,0,0,0,0
YDL171C,0,0,0,0
YDL172C,0,0,0,0
YDL173W,0,0,0,0
YDL174C,0,0,0,0
YDL175C,0,0,0,0
YDL176W,0,0,0,0
YDL177C,0,0,0,0
YDL178W,0,0,0,0
YDL179W,0,0,0,0
YDL180W,0,0,0,0
YDL181W,3,2,0,0
YDL182W,76,84,94,99
YDL183C,5,0,0,0
YDL184C,0,0,0,0
YDL185C-A,59,64,72,81
YDL185W,0,0,0,0
YDL186W,0,0,0,0
YDL187C,0,0,4,1
YDL188C,0,0,0,0
YDL189W,0,0,0,0
YDL190C,0,0,0,0
YDL191W,0,0,0,0
YDL192W,0,0,0,0
YDL193W,0,0,0,0
YDL194W,0,0,0,0
YDL195W,0,0,0,0
YDL196W,0,0,0,0
YDL197C,0,0,0,0
YDL198C,0,0,0,0
YDL199C,0,0,0,0
YDL200C,0,0,0,0
YDL201W,2,1,0,0
YDL202W,0,0,0,0
YDL203C,0,0,0,0
YDL204W,40,34,42,34
YDL205C,0,0,0,0
YDL206W,0,0,0,0
YDL207W,0,0,0,0
YDL208W,0,0,0,0
YDL209C,0,0,0,0
YDL210W,0,0,0,0
YDL211C,0,0,0,0
YDL212W,0,0,0,0
YDL213C,0,0,0,0
YDL214C,69,75,77,95
YDL215C,0,0,0,0
YDL216C,0,0,0,0
YDL217C,0,0,0,0
YDL218W,1,0,0,0
YDL219W,1,0,0,0
YDL220C,0,0,0,0
YDL221W,0,0,0,0
YDL222C,0,0,0,0
YDL223C,0,0,0,0
YDL224C,0,0,0,0
YDL225W,0,0,0,0
YDL226C,0,0,0,0
YDL227C,100,100,100,100
YDL228C,15,7,3,0
YDL229W,68,73,76,95
YDL230W,0,0,0,0
YDL231C,0,0,0,0
YDL232W,1,0,0,0
YDL233W,0,0,0,0
YDL234C,1,1,0,0
YDL235C,0,0,0,0
YDL236W,0,0,0,0
YDL237W,0,0,0,0
YDL238C,4,0,0,0
YDL239C,0,0,0,0
YDL240C-A,0,0,4,1
YDL240W,0,0,0,0
YDL241W,100,100,100,100
YDL242W,7,2,0,0
YDL243C,0,0,0,0
YDL244W,95,98,100,100
YDL245C,0,0,0,0
YDL246C,0,0,0,0
YDL247W,0,0,0,0
YDL247W-A,0,0,0,0
YDL248W,0,0,0,0
YDR001C,0,0,0,0
YDR002W,0,0,0,0
YDR003W,0,0,0,0
YDR003W-A,4,1,0,0
YDR004W,0,0,0,0
YDR005C,0,0,0,0
YDR006C,0,0,0,0
YDR007W,0,0,0,0
YDR008C,3,1,0,0
YDR009W,2,0,0,0
YDR010C,100,100,100,100
YDR011W,100,100,100,100
YDR012W,0,0,0,0
YDR013W,0,0,0,0
YDR014W,0,0,0,0
YDR014W-A,7,20,20,12
YDR015C,0,0,0,0
YDR016C,0,0,0,0
YDR017C,0,0,0,0
YDR018C,93,96,100,100
YDR019C,100,100,100,100
YDR020C,0,0,0,0
YDR021W,50,53,46,45
YDR022C,16,12,2,0
YDR023W,0,0,0,0
YDR024W,7,8,0,0
YDR025W,0,0,0,0
YDR026C,0,0,0,0
YDR027C,0,0,0,0
YDR028C,0,0,0,0
YDR029W,7,3,0,0
YDR030C,0,0,0,0
YDR031W,0,0,0,0
YDR032C,0,0,0,0
YDR033W,100,100,100,100
YDR034C,0,0,0,0
YDR034C-A,0,0,0,0
YDR034C-C,0,0,0,0
YDR034C-D,100,100,100,100
YDR034W-B,8,4,2,0
YDR035W,0,0,0,0
YDR036C,0,0,0,0
YDR037W,0,0,0,0
YDR038C,0,0,0,0
YDR039C,1,0,0,0
YDR040C,0,0,0,0
YDR041W,0,0,0,0
YDR042C,24,15,2,0
YDR043C,0,0,0,0
YDR044W,100,100,100,100
YDR045C,0,0,0,0
YDR046C,0,0,0,0
YDR047W,0,0,0,0
YDR048C,0,0,1,2
YDR049W,0,0,0,0
YDR050C,0,0,0,0
YDR051C,0,0,0,0
YDR052C,0,0,0,0
YDR053W,0,1,6,7
YDR054C,0,0,0,0
YDR055W,100,100,100,100
YDR056C,0,0,0,0
YDR057W,0,0,0,0
YDR058C,0,0,0,0
YDR059C,53,52,39,44
YDR060W,37,35,10,3
YDR061W,0,0,0,0
YDR062W,0,0,0,0
YDR063W,0,0,0,0
YDR064W,0,0,0,0
YDR065W,0,0,0,0
YDR066C,0,0,0,0
YDR067C,0,0,0,0
YDR068W,0,0,0,0
YDR069C,0,0,0,0
YDR070C,8,3,0,0
YDR071C,0,0,0,0
YDR072C,0,0,0,0
YDR073W,0,0,0,0
YDR074W,12,1,0,0
YDR075W,0,0,0,0
YDR076W,17,6,0,0
YDR077W,100,100,100,100
YDR078C,54,59,63,66
YDR079C-A,0,0,0,0
YDR079W,5,1,0,0
YDR080W,0,0,0,0
YDR081C,0,0,0,0
YDR082W,0,0,0,0
YDR083W,41,38,18,7
YDR084C,0,0,0,0
YDR085C,14,3,0,0
YDR086C,0,0,0,0
YDR087C,0,0,0,0
YDR088C,0,0,0,0
YDR089W,100,100,100,100
YDR090C,0,0,0,0
YDR091C,61,58,51,58
YDR092W,0,0,0,0
YDR093W,0,0,0,0
YDR094W,0,0,0,0
YDR095C,0,0,2,0
YDR096W,0,0,0,0
YDR097C,0,0,0,0
YDR098C,0,0,0,0
YDR098C-A,0,0,0,0
YDR098C-B,100,100,100,100
YDR099W,0,0,0,0
YDR100W,0,0,0,0
YDR101C,74,90,97,100
YDR102C,1,1,0,0
YDR103W,0,0,0,0
YDR104C,0,0,0,0
YDR105C,0,0,0,0
YDR106W,0,0,0,0
YDR107C,0,0,0,0
YDR108W,0,0,0,0
YDR109C,0,0,0,0
YDR110W,0,0,0,0
YDR111C,43,32,34,27
YDR112W,1,1,0,0
YDR113C,0,0,0,0
YDR114C,3,3,6,1
YDR115W,0,0,0,0
YDR116C,0,0,0,0
YDR117C,0,0,0,0
YDR118W,0,0,0,0
YDR118W-A,0,3,1,0
YDR119W,0,0,0,0
YDR119W-A,100,100,100,100
YDR120C,18,8,1,0
YDR121W,0,0,0,0
YDR122W,0,0,0,0
YDR123C,6,1,0,0
YDR124W,0,0,0,0
YDR125C,0,0,0,0
YDR126W,0,0,0,0
YDR127W,0,0,0,0
YDR128W,0,0,0,0
YDR129C,0,0,0,0
YDR130C,0,0,0,0
YDR131C,0,0,0,0
YDR132C,2,0,0,0
YDR133C,45,58,68,64
YDR134C,99,100,100,100
YDR135C,0,0,0,0
YDR136C,0,1,0,0
YDR137W,0,0,0,0
YDR138W,0,0,0,0
YDR139C,0,0,0,0
YDR140W,0,0,0,0
YDR141C,0,0,0,0
YDR142C,0,0,0,0
YDR143C,0,0,0,0
YDR144C,0,0,0,0
YDR145W,0,0,0,0
YDR146C,0,0,0,0
YDR147W,0,0,0,0
YDR148C,0,0,0,0
YDR149C,0,0,0,0
YDR150W,0,0,0,0
YDR151C,0,0,0,0
YDR152W,0,0,0,0
YDR153C,0,0,0,0
YDR154C,0,0,0,0
YDR155C,1,0,0,0
YDR156W,0,0,0,0
YDR157W,1,0,0,0
YDR158W,0,0,0,0
YDR159W,0,0,0,0
YDR160W,0,0,0,0
YDR161W,2,1,0,0
YDR162C,0,0,0,0
YDR163W,0,0,0,0
YDR164C,0,0,0,0
YDR165W,30,19,4,0
YDR166C,0,0,0,0
YDR167W,0,0,0,0
YDR168W,0,0,0,0
YDR169C,0,0,0,0
YDR169C-A,1,6,0,0
YDR170C,0,0,0,0
YDR170W-A,0,0,0,0
YDR171W,7,1,0,0
YDR172W,0,0,0,0
YDR173C,0,0,0,0
YDR174W,0,0,0,0
YDR175C,0,0,0,0
YDR176W,0,0,0,0
YDR177W,0,0,0,0
YDR178W,0,0,0,0
YDR179C,0,0,0,0
YDR179W-A,0,0,0,0
YDR180W,0,0,0,0
YDR181C,0,0,0,0
YDR182W,0,0,0,0
YDR182W-A,21,9,0,0
YDR183C-A,25,39,49,45
YDR183W,0,0,0,0
YDR184C,76,87,99,100
YDR185C,0,0,0,0
YDR186C,0,0,0,0
YDR187C,22,29,10,3
YDR188W,0,0,0,0
YDR189W,0,0,0,0
YDR190C,0,0,0,0
YDR191W,4,0,0,0
YDR192C,0,0,0,0
YDR193W,0,2,4,0
YDR194C,2,0,0,0
YDR194W-A,0,0,0,0
YDR195W,0,0,0,0
YDR196C,0,0,0,0
YDR197W,0,0,0,0
YDR198C,0,0,0,0
YDR199W,47,31,33,34
YDR200C,0,0,0,0
YDR201W,0,0,0,0
YDR202C,0,0,0,0
YDR203W,0,0,1,0
YDR204W,0,0,0,0
YDR205W,0,0,0,0
YDR206W,0,0,0,0
YDR207C,0,0,0,0
YDR208W,0,0,0,0
YDR209C,0,0,0,0
YDR210C-C,0,0,0,0
YDR210C-D,100,100,100,100
YDR210W,0,0,0,0
YDR210W-A,0,0,0,0
YDR210W-B,99,100,100,100
YDR211W,0,0,0,0
YDR212W,0,0,0,0
YDR213W,29,20,4,0
YDR214W,0,0,0,0
YDR215C,2,0,0,0
YDR216W,16,6,0,0
YDR217C,0,0,0,0
YDR218C,54,59,51,57
YDR219C,0,0,0,0
YDR220C,0,1,0,0
YDR221W,0,0,0,0
YDR222W,1,0,0,0
YDR223W,0,0,0,0
YDR224C,0,0,0,0
YDR225W,0,0,0,0
YDR226W,0,0,0,0
YDR227W,0,0,0,0
YDR228C,0,0,0,0
YDR229W,0,0,0,0
YDR230W,3,1,0,0
YDR231C,0,0,0,0
YDR232W,0,0,0,0
YDR233C,0,0,0,0
YDR234W,1,0,0,0
YDR235W,0,0,0,0
YDR236C,0,0,0,0
YDR237W,0,0,0,0
YDR238C,0,0,0,0
YDR239C,0,0,0,0
YDR240C,0,0,0,0
YDR241W,0,0,0,0
YDR242W,0,0,0,0
YDR243C,0,0,0,0
YDR244W,0,0,0,0
YDR245W,0,0,0,0
YDR246W,0,0,0,0
YDR246W-A,2,0,0,0
YDR247W,29,12,7,0
YDR248C,0,0,0,0
YDR249C,0,0,0,0
YDR250C,2,0,0,0
YDR251W,0,0,0,0
YDR252W,0,0,0,0
YDR253C,0,0,0,0
YDR254W,0,0,0,0
YDR255C,0,0,0,0
YDR256C,0,0,0,0
YDR257C,0,0,0,0
YDR258C,2,1,0,0
YDR259C,59,67,67,79
YDR260C,4,1,0,0
YDR261C,0,0,0,0
YDR261C-C,0,0,0,0
YDR261C-D,100,100,100,100
YDR261W-A,0,0,0,0
YDR261W-B,100,100,100,100
YDR262W,0,0,0,0
YDR263C,3,0,0,0
YDR264C,0,0,0,0
YDR265W,0,0,0,0
YDR266C,0,0,0,0
YDR267C,0,0,0,0
YDR268W,0,0,0,0
YDR269C,0,0,0,0
YDR270W,0,0,0,0
YDR271C,0,0,0,1
YDR272W,0,0,0,0
YDR273W,10,0,0,0
YDR274C,73,81,92,99
YDR275W,0,0,0,0
YDR276C,0,0,0,0
YDR277C,100,100,100,100
YDR278C,0,0,1,1
YDR279W,0,0,0,0
YDR280W,0,0,0,0
YDR281C,100,100,100,100
YDR282C,0,0,0,0
YDR283C,0,0,0,0
YDR284C,0,0,0,0
YDR285W,0,0,0,0
YDR286C,0,0,0,0
YDR287W,0,0,0,0
YDR288W,0,0,0,0
YDR289C,0,0,0,0
YDR290W,1,3,2,4
YDR291W,0,0,0,0
YDR292C,0,0,0,0
YDR293C,0,0,0,0
YDR294C,0,0,0,0
YDR295C,0,0,0,0
YDR296W,0,0,0,0
YDR297W,0,0,0,0
YDR298C,0,0,0,0
YDR299W,70,89,97,100
YDR300C,0,0,0,0
YDR301W,0,0,0,0
YDR302W,0,0,0,0
YDR303C,0,0,0,0
YDR304C,0,0,0,0
YDR305C,0,0,0,0
YDR306C,0,0,0,0
YDR307W,0,0,0,0
YDR308C,0,0,0,0
YDR309C,0,0,0,0
YDR310C,0,0,0,0
YDR311W,0,0,0,0
YDR312W,0,0,0,0
YDR313C,0,0,0,0
YDR314C,0,0,0,0
YDR315C,0,0,0,0
YDR316W,0,0,0,0
YDR316W-A,0,0,0,0
YDR316W-B,100,100,100,100
YDR317W,0,0,0,0
YDR318W,0,0,0,0
YDR319C,0,0,0,0
YDR320C,0,0,0,0
YDR320C-A,0,0,0,0
YDR320W-B,0,4,1,0
YDR321W,0,0,0,0
YDR322C-A,0,0,0,0
YDR322W,0,0,0,0
YDR323C,0,0,0,0
YDR324C,60,64,75,78
YDR325W,0,0,0,0
YDR326C,0,0,0,0
YDR327W,0,0,0,0
YDR328C,0,0,0,0
YDR329C,0,0,0,0
YDR330W,0,0,0,0
YDR331W,0,0,0,0
YDR332W,0,0,0,0
YDR333C,0,0,0,0
YDR334W,0,0,0,0
YDR335W,0,0,0,0
YDR336W,0,0,0,0
YDR337W,0,0,0,0
YDR338C,0,0,0,0
YDR339C,0,0,0,0
YDR340W,3,5,1,0
YDR341C,0,0,0,0
YDR342C,100,100,100,100
YDR343C,100,100,100,100
YDR344C,38,27,14,5
YDR345C,98,99,100,100
YDR346C,0,0,0,0
YDR347W,0,0,0,0
YDR348C,0,0,0,0
YDR349C,0,0,0,0
YDR350C,0,0,0,0
YDR351W,0,0,0,0
YDR352W,0,0,0,0
YDR353W,0,0,0,0
YDR354C-A,0,0,0,0
YDR354W,0,0,0,0
YDR355C,0,0,0,0
YDR356W,0,0,0,0
YDR357C,0,0,0,0
YDR358W,0,0,0,0
YDR359C,0,0,0,0
YDR360W,0,0,0,0
YDR361C,38,28,9,1
YDR362C,0,0,0,0
YDR363W,0,0,0,0
YDR363W-A,0,0,0,0
YDR364C,0,0,0,0
YDR365C,30,16,3,0
YDR365W-A,0,0,0,0
YDR365W-B,100,100,100,100
YDR366C,0,0,0,0
YDR367W,0,0,0,0
YDR368W,0,0,0,0
YDR369C,0,0,0,0
YDR370C,0,0,0,0
YDR371C-A,0,0,0,0
YDR371W,0,0,0,0
YDR372C,0,0,0,0
YDR373W,0,0,0,0
YDR374C,0,10,6,3
YDR374W-A,25,11,9,1
YDR375C,0,0,0,0
YDR376W,0,0,0,0
YDR377W,0,0,0,0
YDR378C,0,0,0,0
YDR379C-A,70,68,62,82
YDR379W,0,0,0,0
YDR380W,0,0,0,0
YDR381C-A,6,1,0,0
YDR381W,0,0,0,0
YDR382W,0,0,0,0
YDR383C,0,0,0,0
YDR384C,18,9,0,0
YDR385W,0,0,0,0
YDR386W,0,0,0,0
YDR387C,0,0,0,0
YDR388W,0,0,0,0
YDR389W,0,0,0,0
YDR390C,0,0,0,0
YDR391C,0,0,0,0
YDR392W,0,0,0,0
YDR393W,0,0,0,0
YDR394W,0,0,0,0
YDR395W,3,1,0,0
YDR396W,4,1,0,0
YDR397C,51,41,32,31
YDR398W,33,26,7,3
YDR399W,100,100,100,100
YDR400W,0,0,0,0
YDR401W,0,0,0,3
YDR402C,1,0,0,0
YDR403W,0,0,0,0
YDR404C,0,0,0,0
YDR405W,0,0,0,0
YDR406W,100,100,100,100
YDR406W-A,14,19,17,5
YDR407C,0,0,0,0
YDR408C,0,0,0,0
YDR409W,0,0,0,0
YDR410C,0,0,0,0
YDR411C,0,0,0,0
YDR412W,56,56,49,51
YDR413C,1,2,3,8
YDR414C,0,0,0,0
YDR415C,0,0,0,0
YDR416W,0,0,0,0
YDR417C,8,14,6,1
YDR418W,0,0,0,0
YDR419W,0,0,0,0
YDR420W,0,0,0,0
YDR421W,0,0,0,0
YDR422C,0,0,0,0
YDR423C,0,0,0,0
YDR424C,0,0,0,0
YDR425W,0,0,0,0
YDR426C,4,4,20,43
YDR427W,0,0,0,0
YDR428C,0,0,0,0
YDR429C,0,0,0,0
YDR430C,0,0,0,0
YDR431W,2,1,5,1
YDR432W,0,0,0,0
YDR433W,8,0,0,0
YDR434W,0,0,0,0
YDR435C,0,0,0,0
YDR436W,0,0,0,0
YDR437W,4,1,0,0
YDR438W,0,0,0,0
YDR439W,0,0,0,0
YDR440W,0,0,0,0
YDR441C,0,0,0,0
YDR442W,6,22,16,6
YDR443C,0,0,0,0
YDR444W,0,0,0,0
YDR445C,0,0,0,0
YDR446W,0,2,0,0
YDR447C,0,0,0,0
YDR448W,0,0,0,0
YDR449C,50,50,34,35
YDR450W,0,0,0,0
YDR451C,0,0,0,0
YDR452W,0,0,0,0
YDR453C,0,0,0,0
YDR454C,0,0,0,0
YDR455C,0,2,1,6
YDR456W,0,0,0,0
YDR457W,0,0,0,0
YDR458C,0,0,0,0
YDR459C,0,0,0,0
YDR460W,0,0,0,0
YDR461C-A,14,9,2,0
YDR461W,64,67,82,90
YDR462W,0,0,0,0
YDR463W,0,0,0,0
YDR464C-A,0,0,0,0
YDR464W,0,0,0,0
YDR465C,0,0,0,0
YDR466W,0,0,0,0
YDR467C,4,0,0,0
YDR468C,0,0,0,0
YDR469W,0,0,0,0
YDR470C,0,0,0,0
YDR471W,0,0,0,0
YDR472W,0,0,0,0
YDR473C,0,0,0,0
YDR475C,0,0,0,0
YDR476C,1,0,0,0
YDR477W,0,0,0,0
YDR478W,0,0,0,0
YDR479C,0,0,0,0
YDR480W,0,0,0,0
YDR481C,21,12,0,0
YDR482C,0,0,0,0
YDR483W,0,0,0,0
YDR484W,0,0,0,0
YDR485C,0,0,0,0
YDR486C,0,0,0,0
YDR487C,0,0,0,0
YDR488C,0,0,0,0
YDR489W,0,0,0,0
YDR490C,0,0,0,0
YDR491C,22,5,4,2
YDR492W,8,3,1,0
YDR493W,0,0,0,0
YDR494W,0,0,0,0
YDR495C,0,0,0,0
YDR496C,50,59,48,43
YDR497C,0,0,0,0
YDR498C,0,0,0,0
YDR499W,0,0,0,0
YDR500C,0,0,0,0
YDR501W,0,0,0,0
YDR502C,1,0,0,0
YDR503C,0,0,0,0
YDR504C,22,17,5,1
YDR505C,0,0,0,0
YDR506C,0,0,0,0
YDR507C,0,0,0,0
YDR508C,0,0,0,0
YDR509W,0,1,6,12
YDR510C-A,8,4,0,0
YDR510W,0,0,0,0
YDR511W,0,0,0,0
YDR512C,2,0,0,0
YDR513W,0,0,0,0
YDR514C,0,0,0,0
YDR515W,0,0,0,0
YDR516C,33,18,7,0
YDR517W,0,0,0,0
YDR518W,0,0,0,0
YDR519W,0,0,0,0
YDR520C,0,0,0,0
YDR521W,1,1,4,1
YDR522C,0,0,0,0
YDR523C,18,13,3,0
YDR524C,0,0,0,0
YDR524C-A,65,99,100,100
YDR524C-B,0,0,0,0
YDR524W-C,9,6,0,0
YDR525W,1,8,7,3
YDR525W-A,86,98,99,100
YDR526C,1,3,6,0
YDR527W,0,0,0,0
YDR528W,47,31,31,30
YDR529C,0,0,0,0
YDR530C,0,0,0,0
YDR531W,0,0,0,0
YDR532C,0,0,0,0
YDR533C,0,0,0,0
YDR534C,0,0,0,0
YDR535C,6,3,0,0
YDR536W,0,0,0,0
YDR537C,1,6,0,0
YDR538W,0,0,0,0
YDR539W,0,0,0,0
YDR540C,0,0,0,0
YDR541C,0,0,0,0
YDR542W,1,0,0,0
YDR543C,0,0,0,0
YDR544C,0,0,1,0
YDR545C-A,0,0,0,0
YDR545W,0,0,0,0
YEL001C,0,0,0,0
YEL002C,0,0,0,0
YEL003W,0,0,0,0
YEL004W,0,0,0,0
YEL005C,0,0,0,0
YEL006W,0,0,0,0
YEL007W,0,0,0,0
YEL008C-A,0,0,0,0
YEL008W,50,51,59,52
YEL009C,0,0,0,0
YEL009C-A,0,0,13,20
YEL010W,0,0,5,9
YEL011W,1,0,0,0
YEL012W,0,0,0,0
YEL013W,0,0,0,0
YEL014C,0,0,0,0
YEL015W,0,0,0,0
YEL016C,0,0,0,0
YEL017C-A,0,0,0,0
YEL017W,0,0,0,0
YEL018C-A,0,0,0,0
YEL018W,0,0,0,0
YEL019C,1,0,0,0
YEL020C,0,0,0,0
YEL020C-B,0,1,0,0
YEL020W-A,0,0,0,0
YEL021W,0,0,0,0
YEL022W,0,0,0,0
YEL023C,0,0,0,0
YEL024W,0,0,0,0
YEL025C,0,0,0,0
YEL026W,0,0,0,0
YEL027W,0,0,0,0
YEL028W,0,0,0,0
YEL029C,0,0,0,0
YEL030C-A,0,9,16,29
YEL030W,0,0,0,0
YEL031W,0,0,0,0
YEL032C-A,0,0,0,0
YEL032W,0,0,0,0
YEL033W,7,4,0,0
YEL034C-A,34,10,1,0
YEL034W,0,0,0,0
YEL035C,69,84,92,100
YEL036C,0,0,0,0
YEL037C,0,0,0,0
YEL038W,0,0,0,0
YEL039C,4,0,0,0
YEL040W,100,100,100,100
YEL041W,0,0,0,0
YEL042W,0,0,0,0
YEL043W,0,0,0,0
YEL044W,59,60,75,72
YEL045C,47,40,30,30
YEL046C,1,0,0,0
YEL047C,0,0,0,0
YEL048C,3,1,0,0
YEL049W,0,0,0,0
YEL050C,0,0,0,0
YEL050W-A,1,0,0,0
YEL051W,0,0,0,0
YEL052W,0,0,0,0
YEL053C,0,0,0,0
YEL053W-A,4,2,0,0
YEL054C,0,0,0,0
YEL055C,0,0,0,0
YEL056W,0,0,0,0
YEL057C,5,0,0,0
YEL058W,0,0,0,0
YEL059C-A,0,0,0,0
YEL059W,0,0,0,0
YEL060C,0,0,0,0
YEL061C,0,0,0,0
YEL062W,0,0,0,0
YEL063C,0,0,0,0
YEL064C,0,0,0,0
YEL065W,94,99,100,100
YEL066W,93,99,100,100
YEL067C,0,0,0,0
YEL068C,0,0,0,0
YEL069C,38,31,19,10
YEL070W,0,0,0,0
YEL071W,72,73,85,95
YEL072W,0,0,0,0
YEL073C,7,1,0,0
YEL074W,1,0,0,0
YEL075C,1,0,0,0
YEL075W-A,2,0,0,0
YEL076C,3,8,2,0
YEL076C-A,11,0,0,0
YEL077C,0,0,0,0
YEL077W-A,0,0,0,0
YER001W,100,100,100,100
YER002W,0,0,0,0
YER003C,0,0,0,0
YER004W,1,0,0,0
YER005W,0,0,0,0
YER006C-A,12,14,3,0
YER006W,4,2,0,0
YER007C-A,0,0,0,0
YER007W,0,0,0,0
YER008C,0,0,0,0
YER009W,0,0,0,0
YER010C,0,0,0,0
YER011W,100,100,100,100
YER012W,0,0,0,0
YER013W,0,0,0,0
YER014C-A,0,0,0,0
YER014W,0,0,0,0
YER015W,0,0,0,0
YER016W,0,0,0,0
YER017C,0,0,0,0
YER018C,1,0,0,0
YER019C-A,0,0,0,0
YER019W,0,0,0,0
YER020W,0,0,0,0
YER021W,0,0,0,0
YER022W,0,0,0,0
YER023C-A,0,0,0,0
YER023W,0,0,0,0
YER024W,3,0,0,0
YER025W,0,0,0,0
YER026C,0,0,0,0
YER027C,0,0,0,0
YER028C,0,0,0,0
YER029C,0,0,0,0
YER030W,0,0,0,0
YER031C,0,0,0,0
YER032W,0,0,0,0
YER033C,0,0,0,0
YER034W,0,0,0,0
YER035W,0,0,0,0
YER036C,0,0,0,0
YER037W,100,100,100,100
YER038C,5,0,0,0
YER038W-A,0,0,4,17
YER039C,1,0,0,0
YER039C-A,2,0,0,0
YER040W,0,0,0,0
YER041W,0,0,0,0
YER042W,89,90,95,100
YER043C,0,0,0,0
YER044C,2,0,0,0
YER044C-A,0,0,0,0
YER045C,0,0,0,0
YER046W,0,0,0,0
YER046W-A,11,16,28,43
YER047C,0,0,0,0
YER048C,0,0,0,0
YER048W-A,0,0,0,0
YER049W,0,0,0,0
YER050C,0,0,0,0
YER051W,0,0,0,0
YER052C,0,0,0,0
YER053C,100,100,100,100
YER053C-A,1,6,2,0
YER054C,0,0,0,0
YER055C,35,32,20,15
YER056C,96,100,100,100
YER056C-A,0,0,0,0
YER057C,0,0,0,0
YER058W,0,0,0,0
YER059W,0,0,0,0
YER060W,0,0,0,0
YER060W-A,15,9,0,1
YER061C,1,0,0,0
YER062C,1,0,0,0
YER063W,0,0,0,0
YER064C,5,0,0,0
YER065C,0,0,0,0
YER066C-A,36,25,29,14
YER066W,0,0,0,0
YER067C-A,99,100,100,100
YER067W,0,0,0,0
YER068C-A,2,19,56,71
YER068W,0,0,0,0
YER069W,7,3,1,0
YER070W,13,5,1,0
YER071C,0,0,0,0
YER072W,82,90,98,100
YER073W,4,0,0,0
YER074W,0,0,0,0
YER074W-A,0,0,0,0
YER075C,0,0,0,0
YER076C,0,0,0,0
YER076W-A,1,0,0,0
YER077C,0,0,0,0
YER078C,0,0,0,0
YER078W-A,6,20,15,3
YER079C-A,0,0,2,0
YER079W,0,0,0,0
YER080W,0,0,0,0
YER081W,100,100,100,100
YER082C,22,15,2,0
YER083C,0,0,0,0
YER084W,66,76,84,95
YER084W-A,4,17,53,82
YER085C,0,0,0,0
YER086W,0,0,0,0
YER087C-A,0,0,0,0
YER087C-B,0,0,0,0
YER087W,0,0,0,0
YER088C,0,0,0,0
YER088C-A,0,0,0,0
YER088W-B,0,0,0,0
YER089C,0,0,0,0
YER090C-A,0,0,0,0
YER090W,0,0,0,0
YER091C,55,48,44,28
YER091C-A,7,39,92,100
YER092W,2,0,0,0
YER093C,0,0,0,0
YER093C-A,0,0,0,0
YER094C,0,0,0,0
YER095W,0,0,0,0
YER096W,0,0,0,0
YER097W,4,2,0,0
YER098W,0,0,0,0
YER099C,0,0,0,0
YER100W,0,0,0,0
YER101C,0,0,0,0
YER102W,0,0,0,0
YER103W,4,2,0,0
YER104W,0,0,0,0
YER105C,0,0,0,0
YER106W,0,4,0,0
YER107C,0,0,0,0
YER107W-A,7,5,0,0
YER109C,0,0,0,0
YER110C,13,7,1,0
YER111C,1,0,0,0
YER112W,0,0,0,0
YER113C,0,0,0,0
YER114C,0,0,0,0
YER115C,0,0,0,0
YER116C,0,0,0,0
YER117W,0,0,0,0
YER118C,0,0,0,0
YER119C,0,0,0,0
YER119C-A,0,0,0,0
YER120W,0,0,0,0
YER121W,0,0,0,0
YER122C,0,0,0,0
YER123W,0,0,0,0
YER124C,100,100,100,100
YER125W,0,0,0,0
YER126C,15,6,1,0
YER127W,63,73,78,89
YER128W,0,0,0,0
YER129W,0,0,0,0
YER130C,0,0,0,0
YER131W,0,0,0,0
YER132C,0,0,0,0
YER133W,0,0,0,0
YER133W-A,0,0,0,0
YER134C,0,0,0,0
YER135C,1,1,0,0
YER136W,0,0,0,0
YER137C,9,1,0,0
YER137C-A,0,0,0,0
YER137W-A,0,3,26,62
YER138C,100,100,100,100
YER138W-A,21,26,20,7
YER139C,0,0,0,0
YER140W,0,0,0,0
YER141W,0,0,0,0
YER142C,0,0,0,0
YER143W,0,0,0,0
YER144C,0,0,0,0
YER145C,0,0,0,0
YER145C-A,7,1,0,0
YER146W,12,3,1,0
YER147C,0,0,0,0
YER147C-A,0,0,0,0
YER148W,0,0,0,0
YER148W-A,4,1,0,0
YER149C,0,0,0,0
YER150W,74,89,98,100
YER151C,0,0,0,0
YER152C,0,0,0,0
YER152W-A,0,0,0,1
YER153C,0,0,0,0
YER154W,0,0,0,0
YER155C,0,0,0,0
YER156C,0,0,0,0
YER157W,0,0,0,0
YER158C,0,0,0,0
YER158W-A,0,0,0,0
YER159C,0,0,0,0
YER159C-A,0,0,0,0
YER160C,100,100,100,100
