genes,#R3,#R6,#R12,#R20
YHR131C,0,0,0,0
YHR131W-A,21,67,78,85
YHR132C,0,0,0,0
YHR132W-A,0,0,0,0
YHR133C,0,0,0,0
YHR134W,0,0,0,0
YHR135C,0,0,0,0
YHR136C,100,100,100,100
YHR137C-A,0,0,0,0
YHR137W,18,12,3,0
YHR138C,1,0,0,0
YHR139C,0,0,0,0
YHR139C-A,40,38,38,38
YHR140W,4,0,0,0
YHR141C,0,0,0,0
YHR142W,0,0,0,0
YHR143W,92,99,100,100
YHR143W-A,0,0,0,0
YHR144C,0,0,0,0
YHR145C,3,0,0,0
YHR146W,1,0,0,0
YHR147C,0,0,0,0
YHR148W,68,76,80,94
YHR149C,0,0,0,0
YHR150W,0,0,0,0
YHR151C,0,0,0,0
YHR152W,0,0,0,0
YHR153C,4,1,0,0
YHR154W,0,0,0,0
YHR155W,0,0,0,0
YHR156C,0,0,0,0
YHR157W,3,0,0,0
YHR158C,0,0,0,0
YHR159W,0,0,0,0
YHR160C,0,0,0,0
YHR161C,0,0,0,0
YHR162W,0,0,0,0
YHR163W,4,0,0,0
YHR164C,0,0,0,0
YHR165C,0,0,0,0
YHR165W-A,0,2,9,23
YHR166C,0,0,0,0
YHR167W,0,0,0,0
YHR168W,0,0,0,0
YHR169W,73,87,95,98
YHR170W,3,0,0,0
YHR171W,0,0,0,0
YHR172W,0,0,0,0
YHR173C,0,0,0,0
YHR174W,72,83,87,99
YHR175W,5,0,0,0
YHR175W-A,23,21,2,0
YHR176W,27,26,3,0
YHR177W,0,0,0,0
YHR178W,0,0,0,0
YHR179W,0,0,0,0
YHR180C-B,0,0,0,0
YHR180W,11,2,0,0
YHR180W-A,0,0,0,0
YHR181W,0,0,0,0
YHR182C-A,34,31,9,7
YHR182W,0,0,0,0
YHR183W,0,0,0,0
YHR184W,16,6,0,0
YHR185C,0,1,7,1
YHR186C,0,0,0,0
YHR187W,0,0,0,0
YHR188C,0,0,0,0
YHR189W,0,0,0,0
YHR190W,0,0,0,0
YHR191C,0,0,0,0
YHR192W,0,0,0,0
YHR193C,0,0,0,0
YHR193C-A,0,0,0,1
YHR194W,0,0,0,0
YHR195W,0,0,0,0
YHR196W,67,80,87,93
YHR197W,78,93,100,100
YHR198C,0,0,0,0
YHR199C,0,0,0,0
YHR199C-A,0,0,0,0
YHR200W,0,0,0,0
YHR201C,0,0,0,0
YHR202W,0,0,0,0
YHR203C,3,0,0,0
YHR204W,0,0,0,0
YHR205W,0,0,0,0
YHR206W,0,0,0,0
YHR207C,0,0,0,0
YHR208W,0,0,0,0
YHR209W,12,2,0,0
YHR210C,0,0,0,0
YHR211W,0,0,0,0
YHR212C,4,3,0,0
YHR212W-A,1,0,0,0
YHR213W,8,1,0,0
YHR213W-A,2,0,0,0
YHR213W-B,6,1,0,0
YHR214C-B,100,100,100,100
YHR214C-C,0,0,0,0
YHR214C-D,2,1,1,0
YHR214C-E,0,4,1,0
YHR214W,0,0,0,0
YHR214W-A,31,26,19,3
YHR215W,100,100,100,100
YHR216W,100,100,100,100
YHR217C,0,1,0,0
YHR218W,0,0,0,0
YHR218W-A,0,0,0,0
YHR219C-A,0,0,0,0
YHR219W,0,0,0,0
YIL001W,0,0,0,0
YIL002C,0,0,0,0
YIL002W-A,0,0,0,0
YIL003W,0,0,0,0
YIL004C,0,0,0,0
YIL005W,0,0,0,0
YIL006W,0,0,0,0
YIL007C,0,0,0,0
YIL008W,0,0,0,0
YIL009C-A,0,0,0,0
YIL009W,4,1,0,0
YIL010W,0,0,0,0
YIL011W,100,100,100,100
YIL012W,87,98,100,100
YIL013C,0,0,0,0
YIL014C-A,91,95,100,100
YIL014W,0,0,0,0
YIL015W,49,47,27,26
YIL016W,0,0,0,0
YIL017C,0,0,0,0
YIL018W,0,0,0,0
YIL019W,13,6,0,0
YIL020C,0,0,0,0
YIL020C-A,1,0,0,0
YIL021C-A,0,0,0,0
YIL021W,0,0,0,0
YIL022W,0,0,0,0
YIL023C,0,0,0,0
YIL024C,75,92,97,100
YIL025C,4,31,35,43
YIL026C,0,0,0,0
YIL027C,0,0,0,0
YIL028W,0,0,0,0
YIL029C,1,0,0,0
YIL029W-A,0,0,1,0
YIL030C,0,0,0,0
YIL030W-A,23,24,14,7
YIL031W,0,0,0,0
YIL032C,0,0,0,0
YIL033C,0,0,0,0
YIL034C,0,0,0,0
YIL035C,0,0,0,0
YIL036W,0,0,0,0
YIL037C,0,0,0,0
YIL038C,0,0,0,0
YIL039W,0,0,0,0
YIL040W,0,0,0,0
YIL041W,0,0,0,0
YIL042C,1,0,0,0
YIL043C,0,0,0,0
YIL044C,0,0,0,0
YIL045W,0,0,0,0
YIL046W,12,1,0,0
YIL046W-A,97,100,100,100
YIL047C,80,90,98,100
YIL047C-A,13,3,0,0
YIL048W,0,0,0,0
YIL049W,0,0,0,0
YIL050W,0,0,0,0
YIL051C,0,0,0,0
YIL052C,0,0,0,0
YIL053W,0,0,0,0
YIL054W,0,8,0,0
YIL055C,1,0,0,0
YIL056W,100,100,100,100
YIL057C,34,20,17,5
YIL058W,0,0,0,0
YIL059C,0,0,0,0
YIL060W,0,0,0,0
YIL061C,0,0,0,0
YIL062C,0,0,0,0
YIL063C,0,0,0,0
YIL064W,0,0,0,0
YIL065C,0,0,0,0
YIL066C,0,0,0,0
YIL066W-A,0,0,1,0
YIL067C,0,0,0,0
YIL068C,0,0,0,0
YIL068W-A,3,9,0,0
YIL069C,0,0,0,0
YIL070C,0,0,0,0
YIL071C,0,0,0,0
YIL071W-A,2,0,0,0
YIL072W,0,0,0,0
YIL073C,0,0,0,0
YIL074C,0,0,0,0
YIL075C,0,0,0,0
YIL076W,0,0,0,0
YIL077C,0,0,0,0
YIL078W,0,0,0,0
YIL079C,51,62,57,70
YIL080W,6,1,0,0
YIL082W,0,0,0,0
YIL082W-A,0,0,0,0
YIL083C,0,0,0,0
YIL084C,0,0,0,0
YIL085C,0,0,0,0
YIL086C,0,0,0,0
YIL087C,0,0,0,0
YIL088C,0,0,0,0
YIL089W,0,0,0,0
YIL090W,0,0,0,0
YIL091C,74,91,98,99
YIL092W,0,0,0,0
YIL093C,0,0,0,0
YIL094C,93,100,100,100
YIL095W,0,0,0,0
YIL096C,13,12,2,0
YIL097W,0,0,0,0
YIL098C,0,0,0,0
YIL099W,12,4,0,0
YIL100C-A,1,1,0,0
YIL100W,2,10,29,17
YIL101C,73,85,96,100
YIL102C,0,0,0,0
YIL102C-A,0,0,0,0
YIL103W,0,0,0,0
YIL104C,2,1,0,0
YIL105C,0,0,0,0
YIL105W-A,0,0,0,0
YIL106W,0,0,0,0
YIL107C,0,0,0,0
YIL108W,0,0,0,0
YIL109C,0,0,0,0
YIL110W,0,0,0,0
YIL111W,0,0,0,0
YIL112W,0,0,0,0
YIL113W,39,32,23,20
YIL114C,0,0,0,0
YIL115C,0,0,0,0
YIL115W-A,1,0,0,0
YIL116W,0,0,0,0
YIL117C,4,3,0,0
YIL118W,0,0,0,0
YIL119C,100,100,100,100
YIL120W,0,0,0,0
YIL121W,100,100,100,100
YIL122W,0,0,0,0
YIL123W,2,0,0,0
YIL124W,0,0,0,0
YIL125W,0,0,0,0
YIL126W,0,0,0,0
YIL127C,61,59,57,56
YIL128W,0,0,0,0
YIL129C,0,0,0,0
YIL130W,0,0,0,0
YIL131C,0,0,0,0
YIL132C,0,0,0,0
YIL133C,0,0,0,0
YIL134C-A,6,10,2,0
YIL134W,0,0,0,0
YIL135C,0,0,0,0
YIL136W,0,0,0,0
YIL137C,0,0,0,0
YIL138C,0,0,0,0
YIL139C,0,0,0,0
YIL140W,0,0,0,0
YIL141W,2,2,0,0
YIL142C-A,0,0,0,0
YIL142W,0,0,0,0
YIL143C,0,0,0,0
YIL144W,0,0,0,0
YIL145C,0,0,0,0
YIL146C,0,0,0,0
YIL147C,0,0,0,0
YIL148W,0,0,0,0
YIL149C,0,0,0,0
YIL150C,2,0,0,0
YIL151C,0,0,0,0
YIL152W,0,0,0,0
YIL153W,0,0,0,0
YIL154C,0,0,0,0
YIL155C,0,0,0,0
YIL156W,0,0,0,0
YIL156W-A,0,2,0,0
YIL156W-B,4,0,0,0
YIL157C,0,0,0,0
YIL158W,6,0,0,0
YIL159W,1,0,0,0
YIL160C,0,0,0,0
YIL161W,0,0,0,0
YIL162W,2,0,0,0
YIL163C,12,4,1,0
YIL164C,0,0,0,0
YIL165C,0,0,0,0
YIL166C,0,0,0,0
YIL167W,0,0,0,0
YIL168W,0,0,0,0
YIL169C,100,100,100,100
YIL170W,0,0,0,0
YIL171W,17,7,1,0
YIL171W-A,0,1,1,0
YIL172C,0,0,0,0
YIL173W,0,0,0,0
YIL174W,0,13,29,62
YIL175W,0,2,0,0
YIL176C,0,0,0,0
YIL177C,0,0,0,0
YIL177W-A,0,0,0,0
YIR001C,0,0,0,0
YIR002C,0,0,0,0
YIR003W,0,0,0,0
YIR004W,0,0,0,0
YIR005W,2,1,0,0
YIR006C,0,0,0,0
YIR007W,0,0,0,0
YIR008C,0,0,0,0
YIR009W,0,0,0,0
YIR010W,0,0,0,0
YIR011C,0,0,0,0
YIR012W,3,0,0,0
YIR013C,2,2,0,0
YIR014W,0,0,0,0
YIR015W,0,0,0,0
YIR016W,0,0,0,0
YIR017C,32,77,99,100
YIR017W-A,13,61,94,99
YIR018C-A,17,4,0,0
YIR018W,1,0,0,0
YIR019C,0,0,0,0
YIR020C,0,0,0,0
YIR020C-B,0,0,0,0
YIR020W-A,0,0,0,0
YIR021W,0,0,0,0
YIR021W-A,0,2,1,0
YIR022W,0,0,0,0
YIR023C-A,0,0,0,0
YIR023W,0,0,0,0
YIR024C,0,0,0,0
YIR025W,0,0,0,0
YIR026C,0,0,0,0
YIR027C,99,100,100,100
YIR028W,71,89,90,100
YIR029W,0,0,0,0
YIR030C,0,0,0,0
YIR030W-A,5,21,42,33
YIR031C,0,0,0,0
YIR032C,61,57,64,70
YIR033W,0,0,0,0
YIR034C,24,15,6,0
YIR035C,13,5,0,0
YIR036C,2,1,0,0
YIR036W-A,1,0,1,0
YIR037W,0,0,0,0
YIR038C,0,0,0,0
YIR039C,40,40,14,11
YIR040C,39,74,70,82
YIR041W,56,70,65,69
YIR042C,81,97,99,100
YIR043C,50,45,45,44
YIR044C,11,13,1,0
YJL001W,0,0,0,0
YJL002C,0,0,0,0
YJL003W,0,0,0,0
YJL004C,0,0,0,0
YJL005W,0,0,0,0
YJL006C,0,0,0,0
YJL007C,0,0,0,0
YJL008C,0,0,0,0
YJL009W,0,0,0,0
YJL010C,30,21,4,0
YJL011C,14,4,0,0
YJL012C,100,100,100,100
YJL013C,0,0,0,0
YJL014W,0,0,0,0
YJL015C,10,0,0,0
YJL016W,71,69,89,91
YJL019W,0,0,0,0
YJL020C,0,0,0,0
YJL020W-A,0,0,0,0
YJL022W,0,3,1,0
YJL023C,0,0,0,0
YJL024C,0,0,0,0
YJL025W,0,0,0,0
YJL026C-A,0,0,0,0
YJL026W,0,0,0,0
YJL027C,5,4,0,0
YJL028W,1,1,2,0
YJL029C,0,0,0,0
YJL030W,0,0,0,0
YJL031C,0,0,0,0
YJL032W,0,8,3,0
YJL033W,46,49,24,15
YJL034W,0,0,0,0
YJL035C,0,0,0,0
YJL036W,0,0,0,0
YJL037W,96,100,100,100
YJL038C,0,0,0,0
YJL039C,0,0,0,0
YJL041W,0,0,0,0
YJL042W,0,0,0,0
YJL043W,0,0,0,0
YJL044C,0,0,0,0
YJL045W,12,4,0,0
YJL046W,0,0,0,0
YJL047C,0,0,0,0
YJL047C-A,1,0,0,0
YJL048C,0,0,0,0
YJL049W,0,0,0,0
YJL050W,51,54,35,30
YJL051W,0,0,0,0
YJL052C-A,79,99,100,100
YJL052W,7,0,0,0
YJL053W,0,0,0,0
YJL054W,0,0,0,0
YJL055W,0,0,0,0
YJL056C,0,0,0,0
YJL057C,0,0,0,0
YJL058C,0,0,0,0
YJL059W,0,0,0,0
YJL060W,0,0,0,0
YJL061W,0,0,0,0
YJL062W,0,0,0,0
YJL062W-A,0,0,0,0
YJL063C,0,0,0,0
YJL064W,0,3,1,8
YJL065C,0,0,0,0
YJL066C,0,0,0,0
YJL067W,0,0,0,0
YJL068C,0,0,0,0
YJL069C,75,92,99,100
YJL070C,0,0,0,0
YJL071W,0,0,0,0
YJL072C,0,0,0,0
YJL073W,0,0,0,0
YJL074C,0,0,0,0
YJL075C,5,3,0,0
YJL076W,0,0,0,0
YJL077C,100,100,100,100
YJL077W-A,0,0,0,0
YJL077W-B,68,72,79,94
YJL078C,3,1,0,0
YJL079C,0,0,0,0
YJL080C,0,0,0,0
YJL081C,0,0,0,0
YJL082W,85,96,100,100
YJL083W,0,0,0,0
YJL084C,0,0,0,0
YJL085W,0,0,0,0
YJL086C,0,0,1,0
YJL087C,0,0,0,0
YJL088W,2,0,0,0
YJL089W,4,1,0,0
YJL090C,0,0,0,0
YJL091C,0,0,0,0
YJL092W,0,0,0,0
YJL093C,0,0,0,0
YJL094C,0,0,0,0
YJL095W,0,0,0,0
YJL096W,0,0,0,0
YJL097W,0,0,0,0
YJL098W,1,0,0,0
YJL099W,0,0,0,0
YJL100W,0,0,0,0
YJL101C,16,5,0,0
YJL102W,0,0,0,0
YJL103C,7,6,1,0
YJL104W,0,0,0,0
YJL105W,0,0,0,0
YJL106W,2,0,0,0
YJL107C,19,6,2,0
YJL108C,0,0,0,0
YJL109C,39,36,12,6
YJL110C,0,0,0,0
YJL111W,0,0,0,0
YJL112W,0,0,0,0
YJL113W,0,0,0,0
YJL114W,0,7,11,2
YJL115W,0,0,0,0
YJL116C,0,0,0,0
YJL117W,0,0,0,0
YJL118W,0,0,0,0
YJL119C,1,3,10,0
YJL120W,1,4,0,0
YJL121C,0,0,0,0
YJL122W,55,57,46,51
YJL123C,0,0,0,0
YJL124C,0,0,0,0
YJL125C,10,14,2,0
YJL126W,0,0,0,0
YJL127C,0,0,0,0
YJL127C-B,0,0,0,0
YJL127W-A,13,5,0,0
YJL128C,0,0,0,0
YJL129C,0,0,0,0
YJL130C,0,0,0,0
YJL131C,0,0,0,0
YJL132W,0,0,0,0
YJL133C-A,35,22,17,3
YJL133W,0,0,0,0
YJL134W,0,0,0,0
YJL135W,0,3,8,1
YJL136C,0,0,0,0
YJL136W-A,0,0,0,0
YJL137C,0,0,0,0
YJL138C,0,0,0,0
YJL139C,0,0,0,0
YJL140W,0,0,0,0
YJL141C,0,0,0,0
YJL142C,4,0,0,0
YJL143W,0,0,0,0
YJL144W,3,0,0,0
YJL145W,0,0,0,0
YJL146W,0,0,0,0
YJL147C,0,0,0,0
YJL148W,46,38,14,11
YJL149W,0,0,0,0
YJL150W,0,1,0,0
YJL151C,0,0,0,0
YJL152W,0,0,0,0
YJL153C,15,2,0,0
YJL154C,0,0,0,0
YJL155C,0,0,0,0
YJL156C,0,0,0,0
YJL156W-A,2,0,0,0
YJL157C,0,0,0,0
YJL158C,0,0,0,0
YJL159W,2,0,0,0
YJL160C,5,4,0,0
YJL161W,0,0,0,0
YJL162C,0,0,0,0
YJL163C,0,0,0,0
YJL164C,0,0,0,0
YJL165C,0,0,0,0
YJL166W,0,0,0,0
YJL167W,0,0,0,0
YJL168C,0,0,0,0
YJL169W,6,1,0,0
YJL170C,86,97,99,100
YJL171C,0,0,0,0
YJL172W,0,0,0,0
YJL173C,0,0,0,0
YJL174W,0,0,0,0
YJL175W,0,0,1,0
YJL176C,0,0,0,0
YJL177W,0,0,0,0
YJL178C,0,0,0,0
YJL179W,0,0,0,0
YJL180C,0,0,0,0
YJL181W,0,0,0,0
YJL182C,1,1,4,2
YJL183W,0,0,0,0
YJL184W,0,0,0,0
YJL185C,0,0,0,0
YJL186W,0,0,0,0
YJL187C,0,0,0,0
YJL188C,0,0,0,0
YJL189W,5,38,46,41
YJL190C,2,0,0,0
YJL191W,0,0,0,0
YJL192C,0,0,0,0
YJL193W,0,0,0,0
YJL194W,84,95,99,100
YJL195C,0,0,0,1
YJL196C,0,0,0,0
YJL197C-A,0,0,0,0
YJL197W,0,0,0,0
YJL198W,0,0,0,0
YJL199C,0,0,0,0
YJL200C,93,100,100,100
YJL201W,0,0,0,0
YJL202C,0,0,0,0
YJL203W,0,0,0,0
YJL204C,0,0,0,0
YJL205C,0,0,0,0
YJL206C,0,0,0,0
YJL207C,0,0,0,0
YJL208C,22,16,1,0
YJL209W,0,0,0,0
YJL210W,5,3,0,0
YJL211C,35,41,28,9
YJL212C,0,0,0,0
YJL213W,19,8,0,0
YJL214W,1,0,0,0
YJL215C,1,0,0,0
YJL216C,0,0,0,0
YJL217W,0,0,0,0
YJL218W,0,0,0,0
YJL219W,57,65,63,66
YJL220W,0,1,0,0
YJL221C,0,0,0,0
YJL222W,0,0,0,0
YJL222W-A,2,10,20,8
YJL222W-B,1,1,0,0
YJL223C,0,0,0,0
YJL225C,0,0,0,0
YJL225W-A,0,0,0,0
YJR001W,0,0,0,0
YJR002W,11,4,1,0
YJR003C,1,1,0,0
YJR004C,0,0,0,0
YJR005C-A,40,34,38,35
YJR005W,0,0,0,0
YJR006W,0,0,0,0
YJR007W,0,0,0,0
YJR008W,5,0,0,0
YJR009C,0,0,0,0
YJR010C-A,0,0,0,0
YJR010W,97,100,100,100
YJR011C,1,0,0,0
YJR012C,0,0,0,0
YJR013W,0,0,0,0
YJR014W,0,0,0,0
YJR015W,0,0,0,0
YJR016C,1,0,0,0
YJR017C,1,0,0,0
YJR018W,0,15,3,0
YJR019C,0,0,0,0
YJR020W,1,2,1,0
YJR021C,0,0,0,0
YJR022W,0,0,0,0
YJR023C,0,2,0,0
YJR024C,0,0,0,0
YJR025C,16,8,2,0
YJR026W,0,0,0,0
YJR027W,100,100,100,100
YJR028W,0,0,0,0
YJR029W,100,100,100,100
YJR030C,0,0,0,0
YJR031C,0,0,0,0
YJR032W,0,0,0,0
YJR033C,0,0,0,0
YJR034W,0,0,0,0
YJR035W,0,0,0,0
YJR036C,0,0,0,0
YJR037W,2,21,8,2
YJR038C,10,13,0,0
YJR039W,0,0,0,0
YJR040W,0,0,0,0
YJR041C,36,30,6,2
YJR042W,0,0,0,0
YJR043C,0,0,0,0
YJR044C,0,0,0,0
YJR045C,0,0,0,0
YJR046W,0,0,0,0
YJR047C,32,25,8,6
YJR048W,26,14,9,0
YJR049C,0,0,0,0
YJR050W,0,0,0,0
YJR051W,0,0,0,0
YJR052W,0,0,0,0
YJR053W,1,0,0,0
YJR054W,0,0,0,0
YJR055W,0,0,0,0
YJR056C,0,0,0,0
YJR057W,0,0,0,0
YJR058C,0,0,0,0
YJR059W,0,0,0,0
YJR060W,0,0,0,0
YJR061W,0,0,0,0
YJR062C,0,0,0,0
YJR063W,32,20,7,0
YJR064W,0,0,0,0
YJR065C,0,0,0,0
YJR066W,0,0,0,0
YJR067C,0,0,0,0
YJR068W,0,0,0,0
YJR069C,0,0,0,0
YJR070C,92,98,100,100
YJR071W,28,26,13,5
YJR072C,0,0,0,0
YJR073C,2,0,0,0
YJR074W,0,0,0,0
YJR075W,0,0,0,0
YJR076C,0,0,0,0
YJR077C,0,0,0,0
YJR078W,100,100,100,100
YJR079W,23,42,20,18
YJR080C,0,0,0,0
YJR082C,0,0,0,0
YJR083C,0,0,0,0
YJR084W,0,0,0,0
YJR085C,2,0,0,0
YJR086W,0,0,0,0
YJR087W,5,5,1,0
YJR088C,0,0,0,0
YJR089W,0,0,0,0
YJR090C,0,0,0,0
YJR091C,0,0,0,0
YJR092W,0,0,0,0
YJR093C,0,0,0,0
YJR094C,8,3,0,0
YJR094W-A,0,0,0,0
YJR095W,100,100,100,100
YJR096W,0,0,0,0
YJR097W,40,36,19,15
YJR098C,0,0,0,0
YJR099W,0,0,0,0
YJR100C,0,0,0,0
YJR101W,0,0,0,0
YJR102C,0,0,0,0
YJR103W,0,0,0,0
YJR104C,12,5,0,0
YJR105W,0,0,0,0
YJR106W,0,0,0,0
YJR107W,0,0,0,0
YJR108W,1,0,0,0
YJR109C,0,0,0,0
YJR110W,0,0,0,0
YJR111C,0,0,0,0
YJR112W,0,0,0,0
YJR112W-A,6,1,0,0
YJR113C,0,0,0,0
YJR114W,0,0,0,0
YJR115W,24,10,4,0
YJR116W,0,0,0,0
YJR117W,0,0,0,0
YJR118C,0,0,0,0
YJR119C,0,0,0,0
YJR120W,6,1,0,0
YJR121W,0,0,0,0
YJR122W,0,0,0,0
YJR123W,0,0,0,0
YJR124C,0,0,0,0
YJR125C,0,0,0,0
YJR126C,0,0,0,0
YJR127C,0,0,0,0
YJR128W,1,0,0,0
YJR129C,19,4,0,0
YJR130C,0,0,0,0
YJR131W,0,0,0,0
YJR132W,0,0,0,0
YJR133W,0,0,0,0
YJR134C,0,0,0,0
YJR135C,0,0,0,0
YJR135W-A,0,0,0,0
YJR136C,0,0,0,0
YJR137C,0,0,0,0
YJR138W,0,0,0,0
YJR139C,0,0,0,0
YJR140C,0,0,0,0
YJR140W-A,0,0,0,0
YJR141W,0,0,0,0
YJR142W,0,0,0,0
YJR143C,0,0,0,0
YJR144W,0,0,0,0
YJR145C,3,0,0,0
YJR146W,0,0,0,0
YJR147W,99,100,100,100
YJR148W,100,100,100,100
YJR149W,0,0,0,0
YJR150C,100,100,100,100
YJR151C,0,0,0,0
YJR151W-A,0,1,2,2
YJR152W,0,0,0,0
YJR153W,1,0,0,0
YJR154W,0,0,0,0
YJR155W,0,0,0,0
YJR156C,87,94,100,100
YJR157W,1,3,2,2
YJR158W,0,0,0,0
YJR159W,0,0,0,0
YJR160C,0,0,0,0
YJR161C,0,0,0,0
YJR162C,0,0,0,1
YKL001C,3,0,0,0
YKL002W,0,0,0,0
YKL003C,0,0,0,0
YKL004W,0,0,0,0
YKL005C,0,0,0,0
YKL006C-A,0,0,0,0
YKL006W,0,0,0,0
YKL007W,0,0,0,0
YKL008C,0,0,0,0
YKL009W,76,86,93,96
YKL010C,0,0,0,0
YKL011C,0,0,0,0
YKL012W,0,0,0,0
YKL013C,0,0,0,0
YKL014C,4,1,0,0
YKL015W,0,0,0,0
YKL016C,0,0,0,0
YKL017C,0,0,0,0
YKL018C-A,0,0,0,0
YKL018W,0,0,0,0
YKL019W,0,0,0,0
YKL020C,0,0,0,0
YKL021C,0,0,0,0
YKL022C,0,0,0,0
YKL023C-A,2,0,0,0
YKL023W,1,0,0,0
YKL024C,0,0,0,0
YKL025C,0,0,0,0
YKL026C,0,0,0,0
YKL027W,0,0,0,0
YKL028W,0,0,0,0
YKL029C,45,50,34,44
YKL030W,6,6,3,1
YKL031W,0,0,0,0
YKL032C,0,0,0,0
YKL033W,0,0,0,0
YKL033W-A,0,0,0,0
YKL034W,0,0,0,0
YKL035W,0,0,0,0
YKL036C,51,39,34,29
YKL037W,100,100,100,100
YKL038W,0,0,0,0
YKL039W,0,0,0,0
YKL040C,0,0,0,0
YKL041W,0,0,0,0
YKL042W,0,0,0,0
YKL043W,92,99,100,100
YKL044W,30,21,19,5
YKL045W,0,0,0,0
YKL046C,0,0,0,0
YKL047W,0,0,0,0
YKL048C,0,0,0,0
YKL049C,0,0,0,0
YKL050C,0,0,0,0
YKL051W,75,83,90,99
YKL052C,0,0,0,0
YKL053C-A,0,0,0,0
YKL053W,2,8,2,0
YKL054C,16,1,2,0
YKL055C,0,0,0,0
YKL056C,20,14,2,0
YKL057C,0,0,0,0
YKL058W,0,0,0,0
YKL059C,0,0,0,0
YKL060C,0,0,0,0
YKL061W,0,0,0,0
YKL062W,100,100,100,100
YKL063C,0,0,0,0
YKL064W,0,0,0,0
YKL065C,0,0,0,0
YKL065W-A,3,0,0,0
YKL066W,8,2,0,0
YKL067W,0,0,0,0
YKL068W,0,0,0,0
YKL068W-A,0,0,0,0
YKL069W,0,0,0,0
YKL070W,0,0,0,0
YKL071W,0,0,0,0
YKL072W,0,0,0,0
YKL073W,0,0,0,0
YKL074C,0,0,0,0
YKL075C,0,0,0,0
YKL076C,15,5,0,0
YKL077W,0,0,0,0
YKL078W,89,97,100,100
YKL079W,0,0,0,0
YKL080W,0,0,0,0
YKL081W,0,0,0,0
YKL082C,6,3,0,0
YKL083W,4,3,0,0
YKL084W,0,0,0,0
YKL085W,0,0,0,0
YKL086W,1,0,0,0
YKL087C,0,0,0,0
YKL088W,0,0,0,0
YKL089W,0,0,0,0
YKL090W,0,0,0,0
YKL091C,0,0,0,0
YKL092C,0,0,0,0
YKL093W,0,0,0,0
YKL094W,0,0,0,0
YKL095W,0,0,0,0
YKL096C-B,27,54,49,57
YKL096W,86,94,100,100
YKL096W-A,7,1,0,0
YKL097C,75,94,100,100
YKL098W,0,0,0,0
YKL099C,26,13,2,0
YKL100C,0,0,0,0
YKL100W-A,0,0,0,0
YKL101W,0,0,0,0
YKL102C,9,3,1,0
YKL103C,20,9,2,0
YKL104C,0,0,0,0
YKL105C,0,0,0,0
YKL106C-A,0,1,0,0
YKL106W,0,0,0,0
YKL107W,6,3,0,0
YKL108W,44,43,39,34
YKL109W,100,100,100,100
YKL110C,0,0,0,0
YKL111C,2,3,6,6
YKL112W,0,0,0,0
YKL113C,0,0,0,0
YKL114C,0,0,0,0
YKL115C,1,1,0,0
YKL116C,0,0,0,0
YKL117W,0,0,0,0
YKL118W,0,4,4,6
YKL119C,0,0,0,0
YKL120W,0,0,0,0
YKL121W,0,0,0,0
YKL122C,0,0,0,0
YKL123W,17,25,10,4
YKL124W,0,0,0,0
YKL125W,14,5,1,0
YKL126W,0,0,0,0
YKL127W,0,0,0,0
YKL128C,0,0,0,0
YKL129C,0,0,0,0
YKL130C,0,0,0,0
YKL131W,2,10,2,1
YKL132C,0,0,0,0
YKL133C,0,0,0,0
YKL134C,0,0,0,0
YKL135C,0,0,0,0
YKL136W,0,0,0,0
YKL137W,0,0,0,0
YKL138C,0,0,0,0
YKL138C-A,0,0,0,0
YKL139W,0,0,0,0
YKL140W,0,0,0,0
YKL141W,0,0,0,0
YKL142W,0,0,0,0
YKL143W,15,2,0,0
YKL144C,0,0,0,0
YKL145W,0,0,0,0
YKL145W-A,0,0,0,0
YKL146W,0,0,0,0
YKL147C,0,0,0,0
YKL148C,0,0,0,0
YKL149C,0,0,0,0
YKL150W,0,0,0,0
YKL151C,1,1,0,0
YKL152C,10,2,0,0
YKL153W,1,0,0,0
YKL154W,0,0,0,0
YKL155C,0,0,0,0
YKL156C-A,0,0,0,0
YKL156W,0,0,0,0
YKL157W,0,0,0,0
YKL159C,0,0,0,0
YKL160W,0,0,0,0
YKL161C,2,3,0,0
YKL162C,2,0,0,0
YKL162C-A,100,100,100,100
YKL163W,96,97,100,100
YKL164C,0,0,0,0
YKL165C,0,0,0,0
YKL165C-A,0,10,0,0
YKL166C,0,0,0,0
YKL167C,0,0,0,0
YKL168C,0,0,0,0
YKL169C,0,0,0,0
YKL170W,7,0,0,0
YKL171W,0,0,0,0
YKL172W,11,2,0,0
YKL173W,0,0,0,0
YKL174C,0,0,0,0
YKL175W,0,0,0,0
YKL176C,0,0,0,0
YKL177W,0,4,33,83
YKL178C,100,100,100,100
YKL179C,0,0,0,0
YKL180W,0,0,0,0
YKL181W,0,0,0,0
YKL182W,85,96,99,100
YKL183C-A,8,1,0,0
YKL183W,0,0,0,0
YKL184W,0,0,0,0
YKL185W,2,0,0,0
YKL186C,0,0,0,0
YKL187C,0,0,0,0
YKL188C,0,0,0,0
YKL189W,0,0,0,0
YKL190W,0,0,0,0
YKL191W,0,0,0,0
YKL192C,0,0,0,0
YKL193C,0,0,0,0
YKL194C,0,0,0,0
YKL195W,0,0,0,0
YKL196C,0,0,0,0
YKL197C,0,0,0,0
YKL198C,0,0,0,0
YKL201C,0,0,0,0
YKL202W,7,6,1,0
YKL203C,0,0,0,0
YKL204W,0,0,0,0
YKL205W,0,0,0,0
