,locus_name,FC0_bayexpress,FC1_bayexpress,FC2_bayexpress,FC0_edgeR,FC1_edgeR,FC2_edgeR,FC0_DESeq2,FC1_DESeq2,FC2_DESeq2
3246,YIL155C,True,False,False,False,False,False,False,False,False
3247,YIL156W,True,False,False,False,False,False,False,False,False
3248,YIL156W-A,False,False,False,,,,False,False,False
3249,YIL156W-B,True,False,False,True,False,False,True,False,False
3250,YIL157C,True,False,False,False,False,False,False,False,False
3251,YIL158W,True,False,False,True,False,False,True,False,False
3252,YIL159W,True,False,False,True,False,False,True,False,False
3253,YIL160C,False,False,False,True,False,False,True,False,False
3254,YIL161W,True,False,False,False,False,False,False,False,False
3255,YIL162W,True,False,False,True,False,False,True,False,False
3256,YIL163C,True,False,False,True,False,False,True,False,False
3257,YIL164C,True,False,False,False,False,False,False,False,False
3258,YIL165C,True,False,False,False,False,False,False,False,False
3259,YIL166C,True,False,False,False,False,False,False,False,False
3260,YIL167W,True,False,False,True,False,False,True,False,False
3261,YIL168W,True,False,False,True,False,False,True,False,False
3262,YIL169C,True,True,True,True,True,True,True,True,True
3263,YIL170W,True,False,False,True,False,False,True,False,False
3264,YIL171W,True,True,False,True,False,False,True,False,False
3265,YIL171W-A,False,False,False,,,,False,False,False
3266,YIL172C,True,False,False,True,False,False,True,False,False
3267,YIL173W,True,False,False,False,False,False,False,False,False
3268,YIL174W,False,False,False,,,,True,True,False
3269,YIL175W,False,False,False,,,,False,False,False
3270,YIL176C,False,False,False,False,False,False,False,False,False
3271,YIL177C,True,False,False,True,False,False,True,False,False
3272,YIL177W-A,False,False,False,,,,,,
3273,YIR001C,True,False,False,False,False,False,False,False,False
3274,YIR002C,True,False,False,True,False,False,False,False,False
3275,YIR003W,True,False,False,True,False,False,True,False,False
3276,YIR004W,True,False,False,True,False,False,True,False,False
3277,YIR005W,True,False,False,True,False,False,True,False,False
3278,YIR006C,True,False,False,False,False,False,False,False,False
3279,YIR007W,True,False,False,True,False,False,True,False,False
3280,YIR008C,True,False,False,False,False,False,False,False,False
3281,YIR009W,False,False,False,True,False,False,True,False,False
3282,YIR010W,True,False,False,False,False,False,False,False,False
3283,YIR011C,True,False,False,False,False,False,False,False,False
3284,YIR012W,True,False,False,True,False,False,True,False,False
3285,YIR013C,False,False,False,,,,False,False,False
3286,YIR014W,True,False,False,True,False,False,True,False,False
3287,YIR015W,True,False,False,True,False,False,True,False,False
3288,YIR016W,True,False,False,False,False,False,False,False,False
3289,YIR017C,True,True,True,,,,True,True,False
3290,YIR017W-A,True,True,False,,,,True,True,False
3291,YIR018C-A,True,True,False,True,False,False,True,False,False
3292,YIR018W,True,False,False,True,False,False,True,False,False
3293,YIR019C,True,False,False,True,False,False,True,False,False
3294,YIR020C,False,False,False,,,,,,
3295,YIR020C-B,False,False,False,,,,False,False,False
3296,YIR020W-A,False,False,False,,,,,,
3297,YIR021W,True,False,False,False,False,False,False,False,False
3298,YIR021W-A,False,False,False,,,,False,False,False
3299,YIR022W,True,False,False,True,False,False,True,False,False
3300,YIR023C-A,False,False,False,,,,False,False,False
3301,YIR023W,False,False,False,True,False,False,True,False,False
3302,YIR024C,True,False,False,False,False,False,False,False,False
3303,YIR025W,True,False,False,True,False,False,True,False,False
3304,YIR026C,True,False,False,True,False,False,True,False,False
3305,YIR027C,True,True,False,True,True,False,True,True,False
3306,YIR028W,True,True,False,True,True,False,True,True,False
3307,YIR029W,True,False,False,True,False,False,True,False,False
3308,YIR030C,True,False,False,True,False,False,True,False,False
3309,YIR030W-A,True,True,False,,,,True,False,False
3310,YIR031C,True,False,False,False,False,False,False,False,False
3311,YIR032C,True,True,False,True,True,False,True,True,False
3312,YIR033W,True,False,False,True,False,False,True,False,False
3313,YIR034C,True,False,False,True,False,False,True,False,False
3314,YIR035C,True,False,False,True,False,False,True,False,False
3315,YIR036C,True,False,False,True,False,False,True,False,False
3316,YIR036W-A,False,False,False,,,,False,False,False
3317,YIR037W,True,False,False,True,False,False,True,False,False
3318,YIR038C,True,False,False,True,False,False,True,False,False
3319,YIR039C,True,True,False,True,False,False,True,False,False
3320,YIR040C,True,True,False,True,True,False,True,True,False
3321,YIR041W,True,True,False,True,True,False,True,True,False
3322,YIR042C,True,True,False,True,True,False,True,True,False
3323,YIR043C,True,True,False,True,False,False,True,False,False
3324,YIR044C,True,False,False,True,False,False,True,False,False
3325,YJL001W,True,False,False,False,False,False,False,False,False
3326,YJL002C,True,False,False,False,False,False,False,False,False
3327,YJL003W,True,False,False,True,False,False,True,False,False
3328,YJL004C,True,False,False,True,False,False,True,False,False
3329,YJL005W,True,False,False,True,False,False,True,False,False
3330,YJL006C,True,False,False,True,False,False,True,False,False
3331,YJL007C,False,False,False,,,,False,False,False
3332,YJL008C,True,False,False,True,False,False,True,False,False
3333,YJL009W,True,False,False,True,False,False,True,False,False
3334,YJL010C,True,False,False,True,False,False,True,False,False
3335,YJL011C,True,False,False,True,False,False,True,False,False
3336,YJL012C,True,True,False,True,True,False,True,True,False
3337,YJL013C,True,False,False,True,False,False,True,False,False
3338,YJL014W,True,False,False,True,False,False,True,False,False
3339,YJL015C,False,False,False,True,False,False,True,False,False
3340,YJL016W,True,False,False,True,True,False,True,True,False
3341,YJL019W,False,False,False,True,False,False,True,False,False
3342,YJL020C,True,False,False,True,False,False,True,False,False
3343,YJL020W-A,False,False,False,,,,,,
3344,YJL022W,False,False,False,,,,False,False,False
3345,YJL023C,True,False,False,True,False,False,True,False,False
3346,YJL024C,True,False,False,False,False,False,False,False,False
3347,YJL025W,True,False,False,False,False,False,False,False,False
3348,YJL026C-A,False,False,False,,,,,,
3349,YJL026W,True,False,False,True,False,False,True,False,False
3350,YJL027C,True,False,False,True,False,False,True,False,False
3351,YJL028W,False,False,False,,,,False,False,False
3352,YJL029C,True,False,False,True,False,False,True,False,False
3353,YJL030W,True,False,False,True,False,False,True,False,False
3354,YJL031C,True,False,False,True,False,False,True,False,False
3355,YJL032W,False,False,False,,,,False,False,False
3356,YJL033W,True,False,False,True,False,False,True,False,False
3357,YJL034W,True,False,False,True,False,False,True,False,False
3358,YJL035C,True,False,False,False,False,False,False,False,False
3359,YJL036W,True,False,False,True,False,False,True,False,False
3360,YJL037W,True,True,False,True,True,False,True,True,False
3361,YJL038C,True,False,False,False,False,False,False,False,False
3362,YJL039C,True,False,False,True,False,False,True,False,False
3363,YJL041W,True,False,False,True,False,False,True,False,False
3364,YJL042W,True,False,False,True,False,False,True,False,False
3365,YJL043W,False,False,False,False,False,False,False,False,False
3366,YJL044C,True,False,False,True,False,False,True,False,False
3367,YJL045W,True,True,False,True,False,False,True,False,False
3368,YJL046W,False,False,False,True,False,False,True,False,False
3369,YJL047C,True,False,False,True,False,False,True,False,False
3370,YJL047C-A,False,False,False,False,False,False,False,False,False
3371,YJL048C,True,False,False,True,False,False,True,False,False
3372,YJL049W,True,False,False,False,False,False,False,False,False
3373,YJL050W,True,False,False,True,False,False,True,False,False
3374,YJL051W,False,False,False,True,False,False,True,False,False
3375,YJL052C-A,True,True,False,True,True,False,True,True,False
3376,YJL052W,True,False,False,True,False,False,True,False,False
3377,YJL053W,True,False,False,False,False,False,False,False,False
3378,YJL054W,True,False,False,False,False,False,False,False,False
3379,YJL055W,True,False,False,True,False,False,True,False,False
3380,YJL056C,False,False,False,True,False,False,True,False,False
3381,YJL057C,True,False,False,False,False,False,False,False,False
3382,YJL058C,True,False,False,True,False,False,True,False,False
3383,YJL059W,True,False,False,True,False,False,True,False,False
3384,YJL060W,True,False,False,False,False,False,False,False,False
3385,YJL061W,True,False,False,True,False,False,True,False,False
3386,YJL062W,True,False,False,True,False,False,True,False,False
3387,YJL062W-A,True,False,False,False,False,False,False,False,False
3388,YJL063C,True,False,False,True,False,False,True,False,False
3389,YJL064W,False,False,False,,,,False,False,False
3390,YJL065C,True,False,False,False,False,False,False,False,False
3391,YJL066C,True,False,False,False,False,False,False,False,False
3392,YJL067W,True,False,False,True,False,False,True,False,False
3393,YJL068C,True,False,False,True,False,False,True,False,False
3394,YJL069C,True,True,False,True,True,False,True,True,False
3395,YJL070C,True,False,False,True,False,False,True,False,False
3396,YJL071W,True,False,False,True,False,False,True,False,False
3397,YJL072C,True,False,False,False,False,False,False,False,False
3398,YJL073W,True,False,False,True,False,False,True,False,False
3399,YJL074C,True,False,False,True,False,False,True,False,False
3400,YJL075C,False,False,False,False,False,False,False,False,False
3401,YJL076W,True,False,False,True,False,False,True,False,False
3402,YJL077C,True,True,True,True,True,False,True,True,False
3403,YJL077W-A,False,False,False,,,,,,
3404,YJL077W-B,True,True,False,True,True,False,True,True,False
3405,YJL078C,True,False,False,True,False,False,True,False,False
3406,YJL079C,True,False,False,True,False,False,True,False,False
3407,YJL080C,True,False,False,True,False,False,True,False,False
3408,YJL081C,True,False,False,False,False,False,False,False,False
3409,YJL082W,True,False,False,True,True,False,True,True,False
3410,YJL083W,True,False,False,True,False,False,True,False,False
3411,YJL084C,True,False,False,True,False,False,True,False,False
3412,YJL085W,True,False,False,True,False,False,True,False,False
3413,YJL086C,False,False,False,,,,False,False,False
3414,YJL087C,False,False,False,True,False,False,True,False,False
3415,YJL088W,True,False,False,False,False,False,False,False,False
3416,YJL089W,False,False,False,False,False,False,False,False,False
3417,YJL090C,True,False,False,False,False,False,False,False,False
3418,YJL091C,True,False,False,False,False,False,False,False,False
3419,YJL092W,True,False,False,False,False,False,False,False,False
3420,YJL093C,True,False,False,False,False,False,False,False,False
3421,YJL094C,True,False,False,False,False,False,False,False,False
3422,YJL095W,True,False,False,False,False,False,False,False,False
3423,YJL096W,True,False,False,True,False,False,True,False,False
3424,YJL097W,True,False,False,True,False,False,False,False,False
3425,YJL098W,True,False,False,True,False,False,True,False,False
3426,YJL099W,True,False,False,False,False,False,False,False,False
3427,YJL100W,True,False,False,True,False,False,True,False,False
3428,YJL101C,True,False,False,True,False,False,True,False,False
3429,YJL102W,True,False,False,False,False,False,False,False,False
3430,YJL103C,True,True,False,True,False,False,True,False,False
3431,YJL104W,True,False,False,True,False,False,True,False,False
3432,YJL105W,True,False,False,False,False,False,False,False,False
3433,YJL106W,True,False,False,True,False,False,True,False,False
3434,YJL107C,True,False,False,True,False,False,True,False,False
3435,YJL108C,False,False,False,True,False,False,True,False,False
3436,YJL109C,True,False,False,True,False,False,True,False,False
3437,YJL110C,True,False,False,True,False,False,True,False,False
3438,YJL111W,True,False,False,True,False,False,True,False,False
3439,YJL112W,True,False,False,False,False,False,False,False,False
3440,YJL113W,True,False,False,True,False,False,True,False,False
3441,YJL114W,False,False,False,,,,True,False,False
3442,YJL115W,True,False,False,True,False,False,True,False,False
3443,YJL116C,True,False,False,False,False,False,False,False,False
3444,YJL117W,True,False,False,True,False,False,True,False,False
3445,YJL118W,True,False,False,False,False,False,False,False,False
3446,YJL119C,False,False,False,,,,False,False,False
3447,YJL120W,False,False,False,,,,True,False,False
3448,YJL121C,True,False,False,True,False,False,True,False,False
3449,YJL122W,True,False,False,True,True,False,True,True,False
3450,YJL123C,True,False,False,True,False,False,True,False,False
3451,YJL124C,True,False,False,False,False,False,False,False,False
3452,YJL125C,True,False,False,True,False,False,True,False,False
3453,YJL126W,True,False,False,False,False,False,False,False,False
3454,YJL127C,False,False,False,True,False,False,True,False,False
3455,YJL127C-B,True,False,False,True,False,False,True,False,False
3456,YJL127W-A,True,False,False,True,False,False,True,False,False
3457,YJL128C,True,False,False,True,False,False,True,False,False
3458,YJL129C,True,False,False,False,False,False,False,False,False
3459,YJL130C,True,False,False,True,False,False,True,False,False
3460,YJL131C,True,False,False,True,False,False,True,False,False
3461,YJL132W,True,False,False,True,False,False,True,False,False
3462,YJL133C-A,True,False,False,True,False,False,True,False,False
3463,YJL133W,True,False,False,False,False,False,False,False,False
3464,YJL134W,True,False,False,False,False,False,True,False,False
3465,YJL135W,False,False,False,,,,False,False,False
3466,YJL136C,True,False,False,True,False,False,True,False,False
3467,YJL136W-A,False,False,False,,,,False,False,False
3468,YJL137C,True,False,False,True,False,False,True,False,False
3469,YJL138C,True,False,False,True,False,False,True,False,False
3470,YJL139C,True,False,False,False,False,False,False,False,False
3471,YJL140W,True,False,False,False,False,False,False,False,False
3472,YJL141C,True,False,False,True,False,False,True,False,False
3473,YJL142C,True,False,False,False,False,False,False,False,False
3474,YJL143W,True,False,False,True,False,False,True,False,False
3475,YJL144W,False,False,False,True,False,False,True,False,False
3476,YJL145W,True,False,False,True,False,False,True,False,False
3477,YJL146W,True,False,False,True,False,False,True,False,False
3478,YJL147C,True,False,False,True,False,False,True,False,False
3479,YJL148W,True,False,False,True,False,False,True,False,False
3480,YJL149W,True,False,False,True,False,False,True,False,False
3481,YJL150W,False,False,False,,,,False,False,False
3482,YJL151C,True,False,False,False,False,False,False,False,False
3483,YJL152W,False,False,False,False,False,False,False,False,False
3484,YJL153C,True,False,False,True,False,False,True,False,False
3485,YJL154C,True,False,False,True,False,False,True,False,False
3486,YJL155C,True,False,False,True,False,False,True,False,False
3487,YJL156C,True,False,False,True,False,False,True,False,False
3488,YJL156W-A,True,False,False,True,False,False,True,False,False
3489,YJL157C,True,False,False,True,False,False,True,False,False
3490,YJL158C,True,False,False,True,False,False,True,False,False
3491,YJL159W,True,False,False,True,False,False,True,False,False
3492,YJL160C,True,False,False,True,False,False,True,False,False
3493,YJL161W,True,False,False,False,False,False,False,False,False
3494,YJL162C,True,False,False,False,False,False,False,False,False
3495,YJL163C,True,False,False,True,False,False,True,False,False
3496,YJL164C,True,False,False,False,False,False,False,False,False
3497,YJL165C,True,False,False,True,False,False,True,False,False
3498,YJL166W,True,False,False,True,False,False,True,False,False
3499,YJL167W,True,False,False,True,False,False,True,False,False
3500,YJL168C,True,False,False,False,False,False,False,False,False
3501,YJL169W,True,False,False,True,False,False,True,False,False
3502,YJL170C,True,True,False,True,True,False,True,True,False
3503,YJL171C,True,False,False,True,False,False,True,False,False
3504,YJL172W,True,False,False,True,False,False,True,False,False
3505,YJL173C,True,False,False,True,False,False,True,False,False
3506,YJL174W,True,False,False,True,False,False,False,False,False
3507,YJL175W,False,False,False,,,,False,False,False
3508,YJL176C,True,False,False,True,False,False,True,False,False
3509,YJL177W,True,False,False,True,False,False,True,False,False
3510,YJL178C,True,False,False,True,False,False,True,False,False
3511,YJL179W,False,False,False,True,False,False,True,False,False
3512,YJL180C,True,False,False,True,False,False,True,False,False
3513,YJL181W,True,False,False,True,False,False,True,False,False
3514,YJL182C,False,False,False,,,,False,False,False
3515,YJL183W,True,False,False,False,False,False,False,False,False
3516,YJL184W,True,False,False,False,False,False,False,False,False
3517,YJL185C,True,False,False,True,False,False,True,False,False
3518,YJL186W,True,False,False,True,False,False,True,False,False
3519,YJL187C,True,False,False,True,False,False,True,False,False
3520,YJL188C,True,False,False,False,False,False,False,False,False
3521,YJL189W,True,True,False,,,,True,False,False
3522,YJL190C,True,False,False,True,False,False,True,False,False
3523,YJL191W,False,False,False,True,False,False,True,False,False
3524,YJL192C,True,False,False,True,False,False,True,False,False
3525,YJL193W,True,False,False,False,False,False,True,False,False
3526,YJL194W,True,True,False,True,True,False,True,True,False
3527,YJL195C,False,False,False,,,,False,False,False
3528,YJL196C,True,False,False,False,False,False,False,False,False
3529,YJL197C-A,False,False,False,,,,,,
3530,YJL197W,True,False,False,True,False,False,True,False,False
3531,YJL198W,True,False,False,False,False,False,False,False,False
3532,YJL199C,True,False,False,True,False,False,True,False,False
3533,YJL200C,True,True,False,True,True,False,True,True,False
3534,YJL201W,True,False,False,False,False,False,False,False,False
3535,YJL202C,True,False,False,False,False,False,False,False,False
3536,YJL203W,True,False,False,True,False,False,True,False,False
3537,YJL204C,True,False,False,True,False,False,True,False,False
3538,YJL205C,True,False,False,True,False,False,True,False,False
3539,YJL206C,True,False,False,False,False,False,False,False,False
3540,YJL207C,True,False,False,True,False,False,True,False,False
3541,YJL208C,True,False,False,True,False,False,True,False,False
3542,YJL209W,True,False,False,False,False,False,False,False,False
3543,YJL210W,True,True,False,True,False,False,True,False,False
3544,YJL211C,True,True,False,True,False,False,True,False,False
3545,YJL212C,True,False,False,True,False,False,True,False,False
3546,YJL213W,True,False,False,True,False,False,True,False,False
3547,YJL214W,True,False,False,True,False,False,True,False,False
3548,YJL215C,False,False,False,,,,False,False,False
3549,YJL216C,True,False,False,True,False,False,True,False,False
3550,YJL217W,True,False,False,True,False,False,True,False,False
3551,YJL218W,True,False,False,True,False,False,True,False,False
3552,YJL219W,True,True,False,True,True,False,True,True,False
3553,YJL220W,False,False,False,,,,False,False,False
3554,YJL221C,True,False,False,True,False,False,True,False,False
3555,YJL222W,True,False,False,False,False,False,False,False,False
3556,YJL222W-A,False,False,False,,,,True,False,False
3557,YJL222W-B,False,False,False,True,False,False,True,False,False
3558,YJL223C,True,False,False,True,False,False,True,False,False
3559,YJL225C,True,False,False,True,False,False,True,False,False
3560,YJL225W-A,False,False,False,,,,,,
3561,YJR001W,True,False,False,True,False,False,True,False,False
3562,YJR002W,True,False,False,True,False,False,True,False,False
3563,YJR003C,True,False,False,True,False,False,True,False,False
3564,YJR004C,True,False,False,True,False,False,True,False,False
3565,YJR005C-A,True,True,False,True,False,False,True,False,False
3566,YJR005W,False,False,False,True,False,False,True,False,False
3567,YJR006W,True,False,False,True,False,False,True,False,False
3568,YJR007W,False,False,False,True,False,False,True,False,False
3569,YJR008W,True,False,False,True,False,False,True,False,False
3570,YJR009C,True,False,False,True,False,False,True,False,False
3571,YJR010C-A,True,False,False,False,False,False,False,False,False
3572,YJR010W,True,True,False,True,True,False,True,True,False
3573,YJR011C,True,False,False,True,False,False,True,False,False
3574,YJR012C,True,False,False,False,False,False,False,False,False
3575,YJR013W,True,False,False,False,False,False,False,False,False
3576,YJR014W,True,False,False,True,False,False,True,False,False
3577,YJR015W,False,False,False,True,False,False,True,False,False
3578,YJR016C,True,False,False,True,False,False,True,False,False
3579,YJR017C,True,False,False,True,False,False,True,False,False
3580,YJR018W,False,False,False,,,,True,False,False
3581,YJR019C,True,False,False,False,False,False,False,False,False
3582,YJR020W,False,False,False,,,,False,False,False
3583,YJR021C,True,False,False,False,False,False,False,False,False
3584,YJR022W,False,False,False,,,,False,False,False
3585,YJR023C,False,False,False,,,,False,False,False
3586,YJR024C,True,False,False,True,False,False,True,False,False
3587,YJR025C,True,True,False,True,False,False,True,False,False
3588,YJR026W,False,False,False,,,,,,
3589,YJR027W,True,True,True,True,True,True,True,True,True
3590,YJR028W,False,False,False,,,,,,
3591,YJR029W,True,True,True,True,True,True,True,True,True
3592,YJR030C,True,False,False,False,False,False,False,False,False
3593,YJR031C,True,False,False,False,False,False,False,False,False
3594,YJR032W,True,False,False,False,False,False,False,False,False
3595,YJR033C,True,False,False,False,False,False,False,False,False
3596,YJR034W,True,False,False,False,False,False,False,False,False
3597,YJR035W,True,False,False,True,False,False,True,False,False
3598,YJR036C,True,False,False,True,False,False,True,False,False
3599,YJR037W,False,False,False,,,,True,False,False
3600,YJR038C,False,False,False,True,False,False,True,False,False
3601,YJR039W,True,False,False,True,False,False,True,False,False
3602,YJR040W,True,False,False,True,False,False,True,False,False
3603,YJR041C,True,False,False,True,False,False,True,False,False
3604,YJR042W,True,False,False,True,False,False,True,False,False
3605,YJR043C,True,False,False,True,False,False,True,False,False
3606,YJR044C,True,False,False,True,False,False,True,False,False
3607,YJR045C,True,False,False,True,False,False,True,False,False
3608,YJR046W,False,False,False,True,False,False,True,False,False
3609,YJR047C,True,False,False,True,False,False,True,False,False
3610,YJR048W,True,False,False,True,False,False,True,False,False
3611,YJR049C,True,False,False,True,False,False,True,False,False
3612,YJR050W,True,False,False,True,False,False,True,False,False
3613,YJR051W,True,False,False,True,False,False,True,False,False
3614,YJR052W,True,False,False,True,False,False,True,False,False
3615,YJR053W,True,False,False,True,False,False,True,False,False
3616,YJR054W,True,False,False,True,False,False,True,False,False
3617,YJR055W,False,False,False,True,False,False,True,False,False
3618,YJR056C,True,False,False,False,False,False,False,False,False
3619,YJR057W,True,False,False,True,False,False,True,False,False
3620,YJR058C,True,False,False,True,False,False,True,False,False
3621,YJR059W,True,False,False,True,False,False,True,False,False
3622,YJR060W,True,False,False,True,False,False,True,False,False
3623,YJR061W,True,False,False,True,False,False,True,False,False
3624,YJR062C,True,False,False,True,False,False,True,False,False
3625,YJR063W,True,False,False,True,False,False,True,False,False
3626,YJR064W,True,False,False,True,False,False,True,False,False
3627,YJR065C,True,False,False,False,False,False,False,False,False
3628,YJR066W,True,False,False,True,False,False,True,False,False
3629,YJR067C,True,False,False,False,False,False,False,False,False
3630,YJR068W,True,False,False,True,False,False,True,False,False
3631,YJR069C,True,False,False,True,False,False,True,False,False
3632,YJR070C,True,True,False,True,True,False,True,True,False
3633,YJR071W,True,False,False,True,False,False,True,False,False
3634,YJR072C,True,False,False,True,False,False,True,False,False
3635,YJR073C,True,False,False,True,False,False,True,False,False
3636,YJR074W,True,False,False,True,False,False,True,False,False
3637,YJR075W,True,False,False,True,False,False,True,False,False
3638,YJR076C,True,False,False,False,False,False,False,False,False
3639,YJR077C,True,False,False,True,False,False,True,False,False
3640,YJR078W,True,True,True,True,True,False,True,True,False
3641,YJR079W,True,True,False,True,False,False,True,False,False
3642,YJR080C,True,False,False,True,False,False,True,False,False
3643,YJR082C,True,False,False,True,False,False,True,False,False
3644,YJR083C,True,False,False,False,False,False,False,False,False
3645,YJR084W,True,False,False,False,False,False,False,False,False
3646,YJR085C,True,False,False,True,False,False,True,False,False
3647,YJR086W,True,False,False,True,False,False,True,False,False
3648,YJR087W,False,False,False,False,False,False,False,False,False
3649,YJR088C,True,False,False,False,False,False,False,False,False
3650,YJR089W,True,False,False,True,False,False,True,False,False
3651,YJR090C,True,False,False,True,False,False,True,False,False
3652,YJR091C,True,False,False,True,False,False,True,False,False
3653,YJR092W,True,False,False,False,False,False,False,False,False
3654,YJR093C,True,False,False,True,False,False,True,False,False
3655,YJR094C,True,False,False,True,False,False,True,False,False
3656,YJR094W-A,False,False,False,True,False,False,True,False,False
3657,YJR095W,True,True,True,True,True,False,True,True,False
3658,YJR096W,True,False,False,True,False,False,True,False,False
3659,YJR097W,True,False,False,True,False,False,True,False,False
3660,YJR098C,True,False,False,False,False,False,False,False,False
3661,YJR099W,True,False,False,True,False,False,True,False,False
3662,YJR100C,True,False,False,False,False,False,False,False,False
3663,YJR101W,True,False,False,True,False,False,True,False,False
3664,YJR102C,True,False,False,False,False,False,False,False,False
3665,YJR103W,True,False,False,False,False,False,False,False,False
3666,YJR104C,True,False,False,True,False,False,True,False,False
3667,YJR105W,True,False,False,False,False,False,False,False,False
3668,YJR106W,False,False,False,True,False,False,True,False,False
3669,YJR107W,True,False,False,True,False,False,True,False,False
3670,YJR108W,False,False,False,False,False,False,False,False,False
3671,YJR109C,True,False,False,False,False,False,False,False,False
3672,YJR110W,True,False,False,True,False,False,True,False,False
3673,YJR111C,True,False,False,False,False,False,False,False,False
3674,YJR112W,True,False,False,True,False,False,True,False,False
3675,YJR112W-A,True,False,False,True,False,False,True,False,False
3676,YJR113C,True,False,False,True,False,False,True,False,False
3677,YJR114W,False,False,False,True,False,False,True,False,False
3678,YJR115W,True,False,False,True,False,False,True,False,False
3679,YJR116W,True,False,False,True,False,False,True,False,False
3680,YJR117W,True,False,False,True,False,False,True,False,False
3681,YJR118C,True,False,False,True,False,False,True,False,False
3682,YJR119C,True,False,False,True,False,False,True,False,False
3683,YJR120W,True,False,False,True,False,False,True,False,False
3684,YJR121W,True,False,False,False,False,False,False,False,False
3685,YJR122W,True,False,False,False,False,False,True,False,False
3686,YJR123W,True,False,False,True,False,False,True,False,False
3687,YJR124C,True,False,False,True,False,False,True,False,False
3688,YJR125C,True,False,False,False,False,False,False,False,False
3689,YJR126C,True,False,False,False,False,False,True,False,False
3690,YJR127C,True,False,False,False,False,False,False,False,False
3691,YJR128W,False,False,False,,,,False,False,False
3692,YJR129C,True,False,False,True,False,False,True,False,False
3693,YJR130C,True,False,False,True,False,False,True,False,False
3694,YJR131W,True,False,False,True,False,False,True,False,False
3695,YJR132W,True,False,False,True,False,False,True,False,False
3696,YJR133W,False,False,False,True,False,False,True,False,False
3697,YJR134C,True,False,False,True,False,False,True,False,False
3698,YJR135C,True,False,False,False,False,False,False,False,False
3699,YJR135W-A,True,False,False,False,False,False,False,False,False
3700,YJR136C,True,False,False,False,False,False,False,False,False
3701,YJR137C,True,False,False,True,False,False,True,False,False
3702,YJR138W,True,False,False,False,False,False,False,False,False
3703,YJR139C,True,False,False,True,False,False,True,False,False
3704,YJR140C,True,False,False,True,False,False,True,False,False
3705,YJR140W-A,False,False,False,,,,,,
3706,YJR141W,False,False,False,True,False,False,True,False,False
3707,YJR142W,True,False,False,False,False,False,False,False,False
3708,YJR143C,True,False,False,True,False,False,True,False,False
3709,YJR144W,True,False,False,True,False,False,True,False,False
3710,YJR145C,True,False,False,True,False,False,True,False,False
3711,YJR146W,True,False,False,True,False,False,True,False,False
3712,YJR147W,True,True,False,True,True,False,True,True,False
3713,YJR148W,True,True,False,True,True,False,True,True,False
3714,YJR149W,True,False,False,True,False,False,True,False,False
3715,YJR150C,True,True,True,True,True,True,True,True,True
3716,YJR151C,True,False,False,True,False,False,True,False,False
3717,YJR151W-A,False,False,False,,,,False,False,False
3718,YJR152W,True,False,False,True,False,False,True,False,False
3719,YJR153W,True,False,False,True,False,False,True,False,False
3720,YJR154W,True,False,False,False,False,False,False,False,False
3721,YJR155W,True,False,False,True,False,False,True,False,False
3722,YJR156C,True,True,False,True,True,False,True,True,False
3723,YJR157W,False,False,False,,,,False,False,False
3724,YJR158W,False,False,False,False,False,False,False,False,False
3725,YJR159W,True,False,False,True,False,False,True,False,False
3726,YJR160C,True,False,False,False,False,False,False,False,False
3727,YJR161C,True,False,False,False,False,False,False,False,False
3728,YJR162C,False,False,False,,,,False,False,False
3729,YKL001C,True,False,False,True,False,False,True,False,False
3730,YKL002W,True,False,False,True,False,False,True,False,False
3731,YKL003C,True,False,False,False,False,False,False,False,False
3732,YKL004W,True,False,False,True,False,False,True,False,False
3733,YKL005C,True,False,False,True,False,False,True,False,False
3734,YKL006C-A,True,False,False,True,False,False,True,False,False
3735,YKL006W,True,False,False,True,False,False,True,False,False
3736,YKL007W,True,False,False,True,False,False,True,False,False
3737,YKL008C,True,False,False,True,False,False,True,False,False
3738,YKL009W,True,False,False,True,True,False,True,True,False
3739,YKL010C,True,False,False,True,False,False,True,False,False
3740,YKL011C,True,False,False,False,False,False,False,False,False
3741,YKL012W,True,False,False,True,False,False,True,False,False
3742,YKL013C,True,False,False,False,False,False,False,False,False
3743,YKL014C,True,False,False,True,False,False,True,False,False
3744,YKL015W,True,False,False,True,False,False,True,False,False
3745,YKL016C,True,False,False,True,False,False,True,False,False
3746,YKL017C,True,False,False,True,False,False,True,False,False
3747,YKL018C-A,True,False,False,True,False,False,True,False,False
3748,YKL018W,True,False,False,True,False,False,True,False,False
3749,YKL019W,True,False,False,False,False,False,False,False,False
3750,YKL020C,True,False,False,False,False,False,False,False,False
3751,YKL021C,True,False,False,True,False,False,True,False,False
3752,YKL022C,True,False,False,True,False,False,True,False,False
3753,YKL023C-A,True,False,False,True,False,False,True,False,False
3754,YKL023W,True,False,False,True,False,False,True,False,False
3755,YKL024C,True,False,False,False,False,False,False,False,False
3756,YKL025C,True,False,False,True,False,False,True,False,False
3757,YKL026C,True,False,False,True,False,False,True,False,False
3758,YKL027W,False,False,False,True,False,False,True,False,False
3759,YKL028W,True,False,False,False,False,False,False,False,False
3760,YKL029C,True,False,False,True,False,False,True,False,False
3761,YKL030W,False,False,False,,,,False,False,False
3762,YKL031W,True,False,False,False,False,False,False,False,False
3763,YKL032C,True,False,False,True,False,False,True,False,False
3764,YKL033W,False,False,False,True,False,False,True,False,False
