,locus_name,FC0_bayexpress,FC1_bayexpress,FC2_bayexpress,FC0_edgeR,FC1_edgeR,FC2_edgeR,FC0_DESeq2,FC1_DESeq2,FC2_DESeq2
1958,YER147C-A,False,False,False,True,False,False,True,False,False
1959,YER148W,True,False,False,False,False,False,False,False,False
1960,YER148W-A,False,False,False,,,,False,False,False
1961,YER149C,False,False,False,True,False,False,True,False,False
1962,YER150W,True,True,False,True,True,False,True,True,False
1963,YER151C,False,False,False,True,False,False,True,False,False
1964,YER152C,True,False,False,True,False,False,True,False,False
1965,YER152W-A,False,False,False,,,,False,False,False
1966,YER153C,False,False,False,True,False,False,True,False,False
1967,YER154W,True,False,False,False,False,False,False,False,False
1968,YER155C,True,False,False,False,False,False,False,False,False
1969,YER156C,True,False,False,True,False,False,True,False,False
1970,YER157W,True,False,False,False,False,False,False,False,False
1971,YER158C,True,False,False,False,False,False,False,False,False
1972,YER158W-A,False,False,False,False,False,False,False,False,False
1973,YER159C,True,False,False,True,False,False,True,False,False
1974,YER159C-A,False,False,False,,,,,,
1975,YER160C,True,True,False,True,True,True,True,True,True
1976,YER161C,True,False,False,False,False,False,False,False,False
1977,YER162C,True,False,False,True,False,False,True,False,False
1978,YER163C,True,False,False,True,False,False,True,False,False
1979,YER164W,True,False,False,True,False,False,True,False,False
1980,YER165C-A,False,False,False,,,,False,False,False
1981,YER165W,True,False,False,True,False,False,True,False,False
1982,YER166W,True,False,False,False,False,False,False,False,False
1983,YER167W,True,False,False,False,False,False,False,False,False
1984,YER168C,True,False,False,True,False,False,True,False,False
1985,YER169W,True,False,False,True,False,False,True,False,False
1986,YER170W,True,False,False,False,False,False,False,False,False
1987,YER171W,True,False,False,True,False,False,True,False,False
1988,YER172C,False,False,False,True,False,False,True,False,False
1989,YER172C-A,False,False,False,,,,False,False,False
1990,YER173W,True,False,False,True,False,False,True,False,False
1991,YER174C,False,False,False,True,False,False,True,False,False
1992,YER175C,True,False,False,False,False,False,False,False,False
1993,YER175W-A,False,False,False,False,False,False,False,False,False
1994,YER176W,True,False,False,False,False,False,False,False,False
1995,YER177W,True,False,False,False,False,False,False,False,False
1996,YER178W,True,False,False,True,False,False,True,False,False
1997,YER179W,True,False,False,False,False,False,False,False,False
1998,YER180C,True,False,False,False,False,False,False,False,False
1999,YER180C-A,True,False,False,True,False,False,True,False,False
2000,YER181C,False,False,False,,,,False,False,False
2001,YER182W,False,False,False,True,False,False,True,False,False
2002,YER183C,True,False,False,True,False,False,True,False,False
2003,YER184C,False,False,False,True,False,False,True,False,False
2004,YER185W,True,False,False,False,False,False,False,False,False
2005,YER186C,True,False,False,True,False,False,True,False,False
2006,YER187W,True,False,False,True,False,False,True,False,False
2007,YER188C-A,True,False,False,False,False,False,False,False,False
2008,YER188W,True,False,False,False,False,False,False,False,False
2009,YER189W,False,False,False,False,False,False,False,False,False
2010,YER190C-A,False,False,False,,,,,,
2011,YER190C-B,False,False,False,,,,,,
2012,YER190W,True,False,False,True,False,False,True,False,False
2013,YFL001W,False,False,False,True,False,False,True,False,False
2014,YFL002C,True,False,False,False,False,False,False,False,False
2015,YFL002W-A,True,True,False,True,True,False,True,True,False
2016,YFL002W-B,False,False,False,,,,,,
2017,YFL003C,True,False,False,True,False,False,True,False,False
2018,YFL004W,True,False,False,True,False,False,True,False,False
2019,YFL005W,True,False,False,False,False,False,False,False,False
2020,YFL007W,False,False,False,True,False,False,True,False,False
2021,YFL008W,True,False,False,True,False,False,True,False,False
2022,YFL009W,True,False,False,False,False,False,False,False,False
2023,YFL010C,True,False,False,False,False,False,False,False,False
2024,YFL010W-A,True,False,False,True,False,False,True,False,False
2025,YFL011W,False,False,False,False,False,False,False,False,False
2026,YFL012W,True,False,False,True,False,False,True,False,False
2027,YFL012W-A,False,False,False,,,,False,False,False
2028,YFL013C,True,False,False,False,False,False,False,False,False
2029,YFL013W-A,True,False,False,,,,True,False,False
2030,YFL014W,True,True,False,True,True,False,True,True,False
2031,YFL015C,True,True,False,,,,True,True,False
2032,YFL015W-A,False,False,False,,,,False,False,False
2033,YFL016C,False,False,False,True,False,False,True,False,False
2034,YFL017C,True,False,False,True,False,False,True,False,False
2035,YFL017W-A,True,False,False,True,False,False,True,False,False
2036,YFL018C,True,False,False,False,False,False,False,False,False
2037,YFL019C,True,True,False,True,True,False,True,True,False
2038,YFL020C,True,True,False,True,True,False,True,True,False
2039,YFL021C-A,True,True,False,True,True,False,True,True,False
2040,YFL021W,True,False,False,False,False,False,False,False,False
2041,YFL022C,True,False,False,True,False,False,True,False,False
2042,YFL023W,True,False,False,True,False,False,True,False,False
2043,YFL024C,True,False,False,True,False,False,True,False,False
2044,YFL025C,False,False,False,True,False,False,True,False,False
2045,YFL026W,True,False,False,True,False,False,True,False,False
2046,YFL027C,True,False,False,True,False,False,True,False,False
2047,YFL028C,True,False,False,True,False,False,True,False,False
2048,YFL029C,True,False,False,False,False,False,False,False,False
2049,YFL030W,True,False,False,True,False,False,True,False,False
2050,YFL031C-A,True,False,False,False,False,False,False,False,False
2051,YFL031W,False,False,False,True,False,False,True,False,False
2052,YFL032W,False,False,False,,,,True,False,False
2053,YFL033C,True,False,False,True,False,False,True,False,False
2054,YFL034C-A,True,False,False,True,False,False,True,False,False
2055,YFL034C-B,True,False,False,False,False,False,False,False,False
2056,YFL034W,True,False,False,True,False,False,True,False,False
2057,YFL036W,True,False,False,True,False,False,True,False,False
2058,YFL037W,True,False,False,True,False,False,True,False,False
2059,YFL038C,True,False,False,True,False,False,False,False,False
2060,YFL039C,True,False,False,False,False,False,False,False,False
2061,YFL040W,True,False,False,True,False,False,True,False,False
2062,YFL041W,True,False,False,True,False,False,True,False,False
2063,YFL041W-A,True,True,False,True,False,False,True,False,False
2064,YFL042C,True,False,False,True,False,False,True,False,False
2065,YFL044C,False,False,False,True,False,False,True,False,False
2066,YFL045C,True,False,False,True,False,False,True,False,False
2067,YFL046W,True,False,False,True,False,False,True,False,False
2068,YFL047W,True,False,False,True,False,False,True,False,False
2069,YFL048C,True,False,False,True,False,False,True,False,False
2070,YFL049W,True,False,False,True,False,False,True,False,False
2071,YFL050C,True,False,False,False,False,False,False,False,False
2072,YFL051C,False,False,False,True,False,False,True,False,False
2073,YFL052W,True,False,False,True,False,False,True,False,False
2074,YFL053W,True,False,False,True,False,False,True,False,False
2075,YFL054C,True,True,False,True,True,False,True,True,False
2076,YFL055W,True,False,False,True,False,False,True,False,False
2077,YFL056C,True,False,False,True,False,False,False,False,False
2078,YFL057C,True,False,False,True,False,False,True,False,False
2079,YFL058W,True,True,True,True,True,False,True,True,False
2080,YFL059W,True,True,False,True,False,False,True,False,False
2081,YFL060C,True,True,False,True,False,False,True,False,False
2082,YFL061W,True,False,False,True,False,False,True,False,False
2083,YFL062W,True,False,False,True,False,False,True,False,False
2084,YFL063W,False,False,False,,,,False,False,False
2085,YFL064C,False,False,False,True,False,False,True,False,False
2086,YFL065C,False,False,False,False,False,False,False,False,False
2087,YFL066C,True,False,False,False,False,False,False,False,False
2088,YFL067W,True,False,False,False,False,False,False,False,False
2089,YFL068W,True,True,False,True,False,False,True,False,False
2090,YFR001W,True,False,False,False,False,False,False,False,False
2091,YFR002W,True,False,False,True,False,False,True,False,False
2092,YFR003C,True,False,False,True,False,False,True,False,False
2093,YFR004W,True,False,False,False,False,False,False,False,False
2094,YFR005C,False,False,False,True,False,False,True,False,False
2095,YFR006W,True,False,False,True,False,False,True,False,False
2096,YFR007W,False,False,False,True,False,False,True,False,False
2097,YFR008W,True,False,False,False,False,False,False,False,False
2098,YFR009W,False,False,False,True,False,False,True,False,False
2099,YFR009W-A,False,False,False,,,,,,
2100,YFR010W,True,False,False,True,False,False,True,False,False
2101,YFR010W-A,True,True,False,,,,True,True,False
2102,YFR011C,True,False,False,True,False,False,True,False,False
2103,YFR012W,True,True,False,True,True,False,True,True,False
2104,YFR012W-A,True,True,False,,,,True,True,False
2105,YFR013W,True,False,False,True,False,False,True,False,False
2106,YFR014C,True,False,False,False,False,False,False,False,False
2107,YFR015C,True,True,True,True,True,True,True,True,True
2108,YFR016C,True,False,False,True,False,False,True,False,False
2109,YFR017C,True,False,False,False,False,False,False,False,False
2110,YFR018C,True,False,False,False,False,False,False,False,False
2111,YFR019W,True,False,False,False,False,False,False,False,False
2112,YFR020W,True,False,False,True,False,False,True,False,False
2113,YFR021W,True,False,False,True,False,False,True,False,False
2114,YFR022W,True,False,False,False,False,False,False,False,False
2115,YFR023W,True,True,False,True,False,False,True,False,False
2116,YFR024C-A,True,False,False,True,False,False,True,False,False
2117,YFR025C,True,False,False,True,False,False,True,False,False
2118,YFR026C,True,True,False,True,False,False,True,False,False
2119,YFR027W,True,True,False,True,False,False,True,False,False
2120,YFR028C,True,False,False,False,False,False,False,False,False
2121,YFR029W,True,False,False,True,False,False,True,False,False
2122,YFR030W,True,True,False,True,True,False,True,True,False
2123,YFR031C,True,False,False,True,False,False,True,False,False
2124,YFR031C-A,True,False,False,True,False,False,True,False,False
2125,YFR032C,False,False,False,False,False,False,False,False,False
2126,YFR032C-A,True,False,False,False,False,False,False,False,False
2127,YFR032C-B,True,False,False,False,False,False,False,False,False
2128,YFR033C,True,False,False,True,False,False,True,False,False
2129,YFR034C,True,False,False,False,False,False,False,False,False
2130,YFR034W-A,True,True,False,,,,True,False,False
2131,YFR035C,True,True,False,True,False,False,True,False,False
2132,YFR036W,True,False,False,False,False,False,False,False,False
2133,YFR036W-A,False,False,False,,,,False,False,False
2134,YFR037C,False,False,False,True,False,False,True,False,False
2135,YFR038W,True,False,False,True,False,False,True,False,False
2136,YFR039C,True,False,False,True,False,False,True,False,False
2137,YFR040W,True,False,False,False,False,False,False,False,False
2138,YFR041C,True,False,False,True,False,False,True,False,False
2139,YFR042W,True,False,False,True,False,False,True,False,False
2140,YFR043C,True,False,False,True,False,False,True,False,False
2141,YFR044C,True,False,False,True,False,False,True,False,False
2142,YFR045W,True,False,False,False,False,False,False,False,False
2143,YFR046C,True,False,False,True,False,False,True,False,False
2144,YFR047C,True,False,False,True,False,False,True,False,False
2145,YFR048W,True,False,False,False,False,False,False,False,False
2146,YFR049W,True,False,False,False,False,False,False,False,False
2147,YFR050C,True,False,False,True,False,False,True,False,False
2148,YFR051C,True,False,False,True,False,False,True,False,False
2149,YFR052C-A,True,False,False,True,True,False,True,True,False
2150,YFR052W,True,False,False,True,False,False,True,False,False
2151,YFR053C,True,True,False,True,True,True,True,True,True
2152,YFR054C,True,False,False,True,False,False,True,False,False
2153,YFR055W,True,True,False,True,True,True,True,True,True
2154,YFR056C,False,False,False,False,False,False,False,False,False
2155,YFR057W,False,False,False,,,,False,False,False
2156,YGL001C,True,False,False,True,False,False,True,False,False
2157,YGL002W,True,False,False,True,False,False,True,False,False
2158,YGL003C,True,False,False,True,False,False,True,False,False
2159,YGL004C,True,False,False,True,False,False,True,False,False
2160,YGL005C,True,False,False,True,False,False,True,False,False
2161,YGL006W,True,False,False,False,False,False,False,False,False
2162,YGL006W-A,False,False,False,,,,False,False,False
2163,YGL007C-A,True,True,True,,,,True,True,True
2164,YGL007W,True,True,False,True,True,False,True,True,False
2165,YGL008C,True,False,False,True,False,False,True,False,False
2166,YGL009C,False,False,False,True,False,False,True,False,False
2167,YGL010W,True,False,False,True,False,False,True,False,False
2168,YGL011C,True,False,False,False,False,False,False,False,False
2169,YGL012W,True,False,False,True,False,False,True,False,False
2170,YGL013C,True,False,False,False,False,False,False,False,False
2171,YGL014C-A,False,False,False,,,,,,
2172,YGL014W,True,False,False,False,False,False,False,False,False
2173,YGL015C,False,False,False,,,,False,False,False
2174,YGL016W,True,False,False,True,False,False,True,False,False
2175,YGL017W,True,False,False,True,False,False,True,False,False
2176,YGL018C,True,False,False,False,False,False,False,False,False
2177,YGL019W,True,False,False,False,False,False,False,False,False
2178,YGL020C,True,False,False,True,False,False,True,False,False
2179,YGL021W,True,False,False,True,False,False,True,False,False
2180,YGL022W,True,False,False,False,False,False,False,False,False
2181,YGL023C,True,False,False,True,False,False,True,False,False
2182,YGL024W,True,False,False,,,,True,False,False
2183,YGL025C,True,False,False,False,False,False,False,False,False
2184,YGL026C,True,False,False,True,False,False,True,False,False
2185,YGL027C,True,False,False,True,False,False,True,False,False
2186,YGL028C,True,True,False,True,True,False,True,True,False
2187,YGL029W,True,False,False,True,False,False,True,False,False
2188,YGL030W,True,False,False,True,False,False,True,False,False
2189,YGL031C,False,False,False,True,False,False,True,False,False
2190,YGL032C,True,False,False,False,False,False,False,False,False
2191,YGL033W,True,True,False,,,,True,False,False
2192,YGL034C,True,True,True,True,True,False,True,True,False
2193,YGL035C,True,False,False,True,False,False,True,False,False
2194,YGL036W,True,False,False,True,False,False,True,False,False
2195,YGL037C,True,False,False,True,False,False,True,False,False
2196,YGL038C,True,False,False,True,False,False,True,False,False
2197,YGL039W,True,False,False,True,False,False,True,False,False
2198,YGL040C,True,False,False,True,False,False,True,False,False
2199,YGL041C,False,False,False,,,,,,
2200,YGL041C-B,False,False,False,,,,False,False,False
2201,YGL041W-A,True,False,False,True,False,False,True,False,False
2202,YGL042C,True,False,False,True,False,False,True,False,False
2203,YGL043W,True,False,False,True,False,False,True,False,False
2204,YGL044C,False,False,False,True,False,False,True,False,False
2205,YGL045W,True,False,False,True,False,False,True,False,False
2206,YGL047W,True,False,False,True,False,False,True,False,False
2207,YGL048C,True,False,False,True,False,False,True,False,False
2208,YGL049C,True,False,False,True,False,False,True,False,False
2209,YGL050W,False,False,False,True,False,False,True,False,False
2210,YGL051W,True,False,False,False,False,False,False,False,False
2211,YGL052W,True,False,False,True,False,False,True,False,False
2212,YGL053W,True,False,False,True,False,False,True,False,False
2213,YGL054C,True,False,False,False,False,False,False,False,False
2214,YGL055W,True,False,False,True,False,False,True,False,False
2215,YGL056C,True,False,False,False,False,False,False,False,False
2216,YGL057C,True,False,False,True,False,False,True,False,False
2217,YGL058W,True,False,False,False,False,False,True,False,False
2218,YGL059W,True,False,False,False,False,False,False,False,False
2219,YGL060W,True,False,False,True,False,False,True,False,False
2220,YGL061C,True,False,False,True,False,False,True,False,False
2221,YGL062W,True,False,False,True,False,False,True,False,False
2222,YGL063C-A,False,False,False,,,,,,
2223,YGL063W,True,False,False,False,False,False,False,False,False
2224,YGL064C,False,False,False,True,False,False,True,False,False
2225,YGL065C,True,False,False,True,False,False,True,False,False
2226,YGL066W,True,False,False,True,False,False,True,False,False
2227,YGL067W,True,False,False,False,False,False,False,False,False
2228,YGL068W,False,False,False,True,False,False,True,False,False
2229,YGL069C,False,False,False,,,,False,False,False
2230,YGL070C,False,False,False,True,False,False,True,False,False
2231,YGL071W,True,False,False,False,False,False,False,False,False
2232,YGL072C,False,False,False,,,,False,False,False
2233,YGL073W,True,False,False,True,False,False,True,False,False
2234,YGL074C,False,False,False,False,False,False,False,False,False
2235,YGL075C,True,False,False,True,False,False,True,False,False
2236,YGL076C,True,False,False,True,False,False,True,False,False
2237,YGL077C,False,False,False,True,False,False,True,False,False
2238,YGL078C,True,False,False,True,False,False,True,False,False
2239,YGL079W,True,False,False,False,False,False,False,False,False
2240,YGL080W,True,False,False,True,False,False,True,False,False
2241,YGL081W,True,False,False,True,False,False,True,False,False
2242,YGL082W,True,False,False,False,False,False,False,False,False
2243,YGL083W,False,False,False,True,False,False,True,False,False
2244,YGL084C,True,False,False,True,False,False,True,False,False
2245,YGL085W,True,False,False,True,False,False,True,False,False
2246,YGL086W,True,False,False,False,False,False,False,False,False
2247,YGL087C,True,False,False,True,False,False,True,False,False
2248,YGL088W,False,False,False,,,,False,False,False
2249,YGL089C,True,False,False,True,False,False,True,False,False
2250,YGL090W,True,False,False,True,False,False,True,False,False
2251,YGL091C,True,False,False,True,False,False,True,False,False
2252,YGL092W,False,False,False,True,False,False,True,False,False
2253,YGL093W,True,False,False,True,False,False,True,False,False
2254,YGL094C,True,False,False,True,False,False,True,False,False
2255,YGL095C,True,False,False,True,False,False,True,False,False
2256,YGL096W,True,False,False,True,False,False,True,False,False
2257,YGL097W,True,False,False,False,False,False,False,False,False
2258,YGL098W,True,False,False,True,False,False,True,False,False
2259,YGL099W,True,False,False,True,False,False,True,False,False
2260,YGL100W,True,False,False,False,False,False,False,False,False
2261,YGL101W,False,False,False,True,False,False,True,False,False
2262,YGL102C,False,False,False,False,False,False,False,False,False
2263,YGL103W,True,False,False,True,False,False,True,False,False
2264,YGL104C,True,False,False,False,False,False,False,False,False
2265,YGL105W,True,False,False,False,False,False,False,False,False
2266,YGL106W,True,False,False,False,False,False,False,False,False
2267,YGL107C,True,False,False,True,False,False,True,False,False
2268,YGL108C,False,False,False,True,False,False,True,False,False
2269,YGL109W,False,False,False,False,False,False,False,False,False
2270,YGL110C,True,False,False,True,False,False,True,False,False
2271,YGL111W,True,False,False,True,False,False,True,False,False
2272,YGL112C,False,False,False,True,False,False,True,False,False
2273,YGL113W,True,False,False,False,False,False,False,False,False
2274,YGL114W,True,False,False,True,False,False,True,False,False
2275,YGL115W,True,False,False,True,False,False,True,False,False
2276,YGL116W,True,False,False,True,False,False,True,False,False
2277,YGL117W,True,False,False,False,False,False,False,False,False
2278,YGL118C,False,False,False,False,False,False,False,False,False
2279,YGL119W,True,False,False,True,False,False,True,False,False
2280,YGL120C,True,False,False,True,False,False,True,False,False
2281,YGL121C,True,False,False,True,False,False,True,False,False
2282,YGL122C,True,False,False,True,False,False,True,False,False
2283,YGL123C-A,False,False,False,,,,,,
2284,YGL123W,True,False,False,True,False,False,True,False,False
2285,YGL124C,True,False,False,True,False,False,True,False,False
2286,YGL125W,True,False,False,False,False,False,False,False,False
2287,YGL126W,True,False,False,True,False,False,True,False,False
2288,YGL127C,True,False,False,True,False,False,True,False,False
2289,YGL128C,True,False,False,False,False,False,False,False,False
2290,YGL129C,True,False,False,True,False,False,True,False,False
2291,YGL130W,True,False,False,True,False,False,True,False,False
2292,YGL131C,True,False,False,True,False,False,True,False,False
2293,YGL132W,False,False,False,,,,False,False,False
2294,YGL133W,True,False,False,False,False,False,False,False,False
2295,YGL134W,True,False,False,False,False,False,False,False,False
2296,YGL135W,True,False,False,True,False,False,True,False,False
2297,YGL136C,True,False,False,True,False,False,True,False,False
2298,YGL137W,True,False,False,False,False,False,False,False,False
2299,YGL138C,False,False,False,,,,False,False,False
2300,YGL139W,True,False,False,False,False,False,False,False,False
2301,YGL140C,True,False,False,False,False,False,False,False,False
2302,YGL141W,True,False,False,False,False,False,False,False,False
2303,YGL142C,True,False,False,False,False,False,False,False,False
2304,YGL143C,True,False,False,True,False,False,True,False,False
2305,YGL144C,True,False,False,False,False,False,False,False,False
2306,YGL145W,False,False,False,True,False,False,True,False,False
2307,YGL146C,True,False,False,True,False,False,True,False,False
2308,YGL147C,True,False,False,True,False,False,True,False,False
2309,YGL148W,False,False,False,True,False,False,True,False,False
2310,YGL149W,True,False,False,True,True,False,True,True,False
2311,YGL150C,True,False,False,True,False,False,True,False,False
2312,YGL151W,True,False,False,False,False,False,False,False,False
2313,YGL152C,False,False,False,,,,False,False,False
2314,YGL153W,True,False,False,True,False,False,True,False,False
2315,YGL154C,True,False,False,True,False,False,True,False,False
2316,YGL155W,False,False,False,True,False,False,True,False,False
2317,YGL156W,True,True,False,True,False,False,True,False,False
2318,YGL157W,False,False,False,True,False,False,True,False,False
2319,YGL158W,True,False,False,True,False,False,True,False,False
2320,YGL159W,False,False,False,True,False,False,True,False,False
2321,YGL160W,True,False,False,True,False,False,True,False,False
2322,YGL161C,True,False,False,True,False,False,True,False,False
2323,YGL162W,True,True,False,True,True,False,True,True,False
2324,YGL163C,True,False,False,True,False,False,True,False,False
2325,YGL164C,True,False,False,True,False,False,True,False,False
2326,YGL165C,True,False,False,True,False,False,True,False,False
2327,YGL166W,True,False,False,False,False,False,False,False,False
2328,YGL167C,True,False,False,True,False,False,True,False,False
2329,YGL168W,True,False,False,True,False,False,True,False,False
2330,YGL169W,True,False,False,True,False,False,True,False,False
2331,YGL170C,False,False,False,True,False,False,True,False,False
2332,YGL171W,True,True,False,True,True,False,True,True,False
2333,YGL172W,True,False,False,False,False,False,False,False,False
2334,YGL173C,True,False,False,True,False,False,True,False,False
2335,YGL174W,True,False,False,True,False,False,True,False,False
2336,YGL175C,False,False,False,True,False,False,True,False,False
2337,YGL176C,True,False,False,True,False,False,True,False,False
2338,YGL177W,False,False,False,True,False,False,True,False,False
2339,YGL178W,True,False,False,True,False,False,True,False,False
2340,YGL179C,True,False,False,True,False,False,True,False,False
2341,YGL180W,True,False,False,True,False,False,True,False,False
2342,YGL181W,True,False,False,True,False,False,True,False,False
2343,YGL182C,False,False,False,,,,True,False,False
2344,YGL183C,True,True,False,True,True,False,True,True,False
2345,YGL184C,True,False,False,False,False,False,False,False,False
2346,YGL185C,True,False,False,True,False,False,True,False,False
2347,YGL186C,True,False,False,True,False,False,True,False,False
2348,YGL187C,True,False,False,False,False,False,False,False,False
2349,YGL188C,True,False,False,True,False,False,True,False,False
2350,YGL188C-A,False,False,False,False,False,False,False,False,False
2351,YGL189C,True,False,False,False,False,False,False,False,False
2352,YGL190C,True,False,False,False,False,False,False,False,False
2353,YGL191W,True,False,False,True,False,False,True,False,False
2354,YGL192W,True,False,False,False,False,False,False,False,False
2355,YGL193C,True,False,False,True,False,False,True,False,False
2356,YGL194C,True,False,False,False,False,False,False,False,False
2357,YGL194C-A,True,False,False,True,False,False,True,False,False
2358,YGL195W,False,False,False,True,False,False,True,False,False
2359,YGL196W,True,False,False,True,False,False,True,False,False
2360,YGL197W,True,False,False,True,False,False,True,False,False
2361,YGL198W,True,False,False,True,False,False,True,False,False
2362,YGL199C,False,False,False,,,,False,False,False
2363,YGL200C,True,False,False,True,False,False,True,False,False
2364,YGL201C,True,False,False,True,False,False,True,False,False
2365,YGL202W,True,False,False,False,False,False,False,False,False
2366,YGL203C,True,False,False,False,False,False,False,False,False
2367,YGL204C,False,False,False,True,False,False,True,False,False
2368,YGL205W,False,False,False,True,False,False,True,False,False
2369,YGL206C,True,False,False,True,False,False,True,False,False
2370,YGL207W,True,False,False,True,False,False,True,False,False
2371,YGL208W,True,False,False,True,False,False,True,False,False
2372,YGL209W,False,False,False,True,False,False,True,False,False
2373,YGL210W,True,False,False,False,False,False,False,False,False
2374,YGL211W,True,False,False,True,False,False,True,False,False
2375,YGL212W,False,False,False,True,False,False,True,False,False
2376,YGL213C,True,False,False,True,False,False,True,False,False
2377,YGL214W,False,False,False,,,,False,False,False
2378,YGL215W,False,False,False,True,False,False,True,False,False
2379,YGL216W,True,False,False,True,False,False,True,False,False
2380,YGL217C,False,False,False,,,,False,False,False
2381,YGL218W,False,False,False,,,,False,False,False
2382,YGL219C,True,False,False,True,False,False,True,False,False
2383,YGL220W,True,False,False,True,False,False,True,False,False
2384,YGL221C,False,False,False,True,False,False,True,False,False
2385,YGL222C,True,False,False,True,False,False,True,False,False
2386,YGL223C,True,False,False,True,False,False,True,False,False
2387,YGL224C,False,False,False,True,False,False,True,False,False
2388,YGL225W,False,False,False,True,False,False,True,False,False
2389,YGL226C-A,True,False,False,True,False,False,True,False,False
2390,YGL226W,True,False,False,True,False,False,True,False,False
2391,YGL227W,True,False,False,True,False,False,True,False,False
2392,YGL228W,True,False,False,True,False,False,True,False,False
2393,YGL229C,False,False,False,True,False,False,True,False,False
2394,YGL230C,True,False,False,True,False,False,True,False,False
2395,YGL231C,True,False,False,True,False,False,True,False,False
2396,YGL232W,True,False,False,False,False,False,False,False,False
2397,YGL233W,True,False,False,False,False,False,False,False,False
2398,YGL234W,True,False,False,True,True,False,True,True,False
2399,YGL235W,False,False,False,,,,False,False,False
2400,YGL236C,True,False,False,True,False,False,True,False,False
2401,YGL237C,True,False,False,True,False,False,True,False,False
2402,YGL238W,False,False,False,True,False,False,True,False,False
2403,YGL239C,False,False,False,,,,False,False,False
2404,YGL240W,True,False,False,True,False,False,True,False,False
2405,YGL241W,False,False,False,True,False,False,True,False,False
2406,YGL242C,True,False,False,False,False,False,False,False,False
2407,YGL243W,True,False,False,False,False,False,False,False,False
2408,YGL244W,True,False,False,False,False,False,False,False,False
2409,YGL245W,True,False,False,False,False,False,False,False,False
2410,YGL246C,True,False,False,True,False,False,True,False,False
2411,YGL247W,True,False,False,False,False,False,False,False,False
2412,YGL248W,True,False,False,False,False,False,False,False,False
2413,YGL249W,False,False,False,False,False,False,False,False,False
2414,YGL250W,True,False,False,True,False,False,True,False,False
2415,YGL251C,False,False,False,True,False,False,True,False,False
2416,YGL252C,True,False,False,True,False,False,True,False,False
2417,YGL253W,True,False,False,True,False,False,True,False,False
2418,YGL254W,True,False,False,False,False,False,False,False,False
2419,YGL255W,True,True,False,True,True,False,True,True,False
2420,YGL256W,True,False,False,True,False,False,True,False,False
2421,YGL257C,True,False,False,True,False,False,True,False,False
2422,YGL258W,True,False,False,True,False,False,True,False,False
2423,YGL258W-A,True,False,False,True,False,False,True,False,False
2424,YGL259W,True,False,False,False,False,False,False,False,False
2425,YGL260W,False,False,False,,,,False,False,False
2426,YGL261C,True,False,False,True,False,False,True,False,False
2427,YGL262W,True,True,False,True,False,False,True,False,False
2428,YGL263W,True,False,False,False,False,False,False,False,False
2429,YGR001C,True,False,False,True,False,False,True,False,False
2430,YGR002C,True,False,False,False,False,False,False,False,False
2431,YGR003W,True,False,False,False,False,False,False,False,False
2432,YGR004W,True,False,False,False,False,False,False,False,False
2433,YGR005C,True,False,False,True,False,False,True,False,False
2434,YGR006W,True,False,False,False,False,False,False,False,False
2435,YGR007W,True,False,False,True,False,False,True,False,False
2436,YGR008C,True,True,False,True,True,False,True,True,False
2437,YGR009C,True,False,False,True,False,False,True,False,False
2438,YGR010W,True,False,False,True,False,False,False,False,False
2439,YGR011W,True,False,False,True,False,False,True,False,False
2440,YGR012W,True,False,False,True,False,False,True,False,False
2441,YGR013W,True,False,False,True,False,False,True,False,False
2442,YGR014W,True,False,False,True,False,False,True,False,False
2443,YGR015C,True,False,False,True,False,False,True,False,False
2444,YGR016W,True,False,False,True,False,False,True,False,False
2445,YGR017W,True,False,False,True,False,False,True,False,False
2446,YGR018C,True,False,False,False,False,False,False,False,False
2447,YGR019W,True,False,False,False,False,False,False,False,False
2448,YGR020C,True,False,False,False,False,False,False,False,False
2449,YGR021W,False,False,False,True,False,False,True,False,False
2450,YGR022C,False,False,False,,,,False,False,False
2451,YGR023W,True,False,False,False,False,False,False,False,False
2452,YGR024C,True,False,False,True,False,False,False,False,False
2453,YGR025W,False,False,False,False,False,False,False,False,False
2454,YGR026W,True,False,False,False,False,False,False,False,False
2455,YGR027C,True,False,False,False,False,False,False,False,False
2456,YGR027W-A,False,False,False,,,,,,
2457,YGR027W-B,True,True,True,True,True,True,True,True,True
2458,YGR028W,True,False,False,True,False,False,True,False,False
2459,YGR029W,True,False,False,True,False,False,True,False,False
2460,YGR030C,True,False,False,True,False,False,True,False,False
2461,YGR031C-A,False,False,False,,,,,,
2462,YGR031W,True,False,False,True,False,False,True,False,False
2463,YGR032W,True,False,False,True,False,False,True,False,False
2464,YGR033C,True,False,False,True,False,False,True,False,False
2465,YGR034W,False,False,False,True,False,False,True,False,False
2466,YGR035C,True,True,True,True,True,True,True,True,True
2467,YGR035W-A,False,False,False,False,False,False,False,False,False
2468,YGR036C,True,False,False,True,False,False,True,False,False
2469,YGR037C,True,False,False,True,False,False,True,False,False
2470,YGR038C-A,False,False,False,,,,,,
2471,YGR038C-B,True,True,True,True,True,True,True,True,True
2472,YGR038W,True,False,False,False,False,False,False,False,False
2473,YGR039W,True,False,False,True,False,False,True,False,False
2474,YGR040W,True,False,False,False,False,False,False,False,False
2475,YGR041W,True,False,False,True,False,False,True,False,False
2476,YGR042W,True,False,False,True,False,False,True,False,False
2477,YGR043C,True,True,False,True,False,False,True,False,False
