genes,#R3,#R6,#R12,#R20
YKL209C,0,0,0,0
YKL210W,0,0,0,0
YKL211C,0,1,0,0
YKL212W,1,4,7,13
YKL213C,0,0,0,0
YKL214C,0,0,1,0
YKL215C,0,0,0,1
YKL216W,8,4,16,18
YKL217W,7,8,16,12
YKL218C,0,0,0,0
YKL219W,0,0,0,0
YKL220C,0,0,0,0
YKL221W,16,28,64,42
YKL222C,0,0,0,0
YKL223W,0,0,0,0
YKL224C,1,0,8,0
YKL225W,0,0,0,0
YKR001C,2,0,0,0
YKR002W,14,6,7,13
YKR003W,0,0,0,0
YKR004C,0,0,0,0
YKR005C,0,3,0,0
YKR006C,0,4,4,7
YKR007W,0,0,0,0
YKR008W,0,0,0,0
YKR009C,0,1,0,0
YKR010C,0,0,0,0
YKR011C,3,0,0,0
YKR012C,0,0,0,2
YKR013W,0,9,1,0
YKR014C,0,0,0,1
YKR015C,0,0,0,0
YKR016W,0,0,0,0
YKR017C,0,0,0,0
YKR018C,1,0,0,0
YKR019C,0,0,0,0
YKR020W,2,0,1,0
YKR021W,0,0,0,0
YKR022C,0,5,1,8
YKR023W,0,5,1,14
YKR024C,14,18,21,10
YKR025W,0,0,0,0
YKR026C,17,12,34,19
YKR027W,0,1,0,1
YKR028W,0,0,0,0
YKR029C,5,0,0,0
YKR030W,16,0,0,0
YKR031C,1,0,0,0
YKR032W,0,0,0,0
YKR033C,0,0,0,0
YKR034W,0,0,0,0
YKR035C,0,0,0,0
YKR035W-A,0,0,0,0
YKR036C,0,0,0,0
YKR037C,0,0,4,0
YKR038C,0,0,0,0
YKR039W,82,91,33,86
YKR040C,0,0,0,0
YKR041W,7,6,1,14
YKR042W,1,0,0,0
YKR043C,11,0,0,0
YKR044W,0,0,0,0
YKR045C,0,0,0,0
YKR046C,0,0,0,0
YKR047W,0,0,0,0
YKR048C,0,0,0,0
YKR049C,0,0,0,0
YKR050W,0,0,0,0
YKR051W,0,5,4,2
YKR052C,3,1,0,0
YKR053C,54,68,41,58
YKR054C,0,0,0,0
YKR055W,9,4,33,20
YKR056W,0,4,4,0
YKR057W,29,3,1,0
YKR058W,22,17,10,25
YKR059W,19,22,14,15
YKR060W,7,22,8,15
YKR061W,26,45,36,37
YKR062W,20,4,8,4
YKR063C,0,0,0,0
YKR064W,0,0,0,0
YKR065C,2,1,0,0
YKR066C,0,0,0,0
YKR067W,0,0,0,0
YKR068C,2,1,2,7
YKR069W,91,69,32,84
YKR070W,0,0,0,0
YKR071C,0,2,0,8
YKR072C,3,1,0,2
YKR073C,0,0,0,0
YKR074W,0,0,0,0
YKR075C,0,0,0,0
YKR075W-A,0,0,0,0
YKR076W,33,53,36,24
YKR077W,11,18,60,34
YKR078W,0,0,0,0
YKR079C,2,25,5,4
YKR080W,21,15,20,34
YKR081C,1,4,1,0
YKR082W,0,2,0,0
YKR083C,0,0,0,0
YKR084C,0,0,0,0
YKR085C,23,13,7,15
YKR086W,0,3,2,0
YKR087C,0,0,0,0
YKR088C,0,0,0,0
YKR089C,1,0,0,0
YKR090W,0,0,0,1
YKR091W,27,21,10,23
YKR092C,0,4,4,0
YKR093W,5,6,3,10
YKR094C,47,8,2,3
YKR095W,7,1,1,1
YKR095W-A,2,0,11,16
YKR096W,18,5,6,12
YKR097W,9,36,33,17
YKR098C,2,7,9,3
YKR099W,0,0,0,0
YKR100C,1,4,19,22
YKR101W,7,17,13,5
YKR102W,0,2,0,0
YKR103W,0,0,0,0
YKR104W,0,0,0,0
YKR105C,0,0,0,0
YKR106W,45,40,61,29
YLL001W,0,1,0,1
YLL002W,0,1,0,0
YLL003W,18,2,4,15
YLL004W,0,0,0,0
YLL005C,4,0,0,0
YLL006W,5,2,0,1
YLL006W-A,0,0,0,0
YLL007C,0,4,0,0
YLL008W,7,25,17,2
YLL009C,17,4,2,3
YLL010C,0,0,0,0
YLL011W,25,25,18,9
YLL012W,53,19,15,16
YLL013C,0,0,0,0
YLL014W,0,0,0,0
YLL015W,0,0,0,0
YLL016W,0,0,0,0
YLL017W,0,0,3,0
YLL018C,1,0,0,0
YLL018C-A,0,0,0,0
YLL019C,2,0,0,0
YLL019W-A,0,0,0,0
YLL020C,26,2,0,0
YLL021W,4,0,1,3
YLL022C,2,11,1,4
YLL023C,3,40,18,14
YLL024C,27,6,16,14
YLL025W,6,4,1,2
YLL026W,4,2,1,3
YLL027W,0,0,0,0
YLL028W,54,28,28,14
YLL029W,1,0,0,0
YLL030C,0,0,0,0
YLL031C,0,0,0,0
YLL032C,5,17,18,10
YLL033W,0,0,0,0
YLL034C,2,8,15,1
YLL035W,0,12,14,1
YLL036C,0,4,1,0
YLL037W,0,0,0,0
YLL038C,2,13,16,6
YLL039C,0,0,0,0
YLL040C,0,0,0,0
YLL041C,0,0,0,1
YLL042C,20,0,0,0
YLL043W,18,12,11,23
YLL044W,0,0,0,0
YLL045C,12,1,0,0
YLL046C,0,0,0,0
YLL047W,0,0,0,0
YLL048C,0,1,1,0
YLL049W,0,0,0,0
YLL050C,14,1,4,8
YLL051C,0,1,0,0
YLL052C,79,99,100,88
YLL053C,66,91,96,99
YLL054C,0,2,15,14
YLL055W,34,18,4,10
YLL056C,29,28,40,47
YLL057C,0,13,4,7
YLL058W,3,20,2,1
YLL059C,0,1,5,1
YLL060C,98,100,82,86
YLL061W,44,83,13,43
YLL062C,2,5,0,0
YLL063C,6,0,0,1
YLL064C,1,2,0,0
YLL065W,0,0,0,0
YLL066C,3,10,0,2
YLL066W-A,0,0,0,0
YLL066W-B,0,0,0,0
YLL067C,0,3,0,0
YLL067W-A,0,0,0,0
YLR001C,35,17,12,27
YLR002C,1,11,16,1
YLR003C,0,23,9,2
YLR004C,0,0,0,0
YLR005W,1,1,4,3
YLR006C,0,0,0,0
YLR007W,0,0,0,0
YLR008C,31,33,29,51
YLR009W,3,6,8,1
YLR010C,0,0,0,1
YLR011W,0,4,3,2
YLR012C,0,0,0,0
YLR013W,0,0,0,0
YLR014C,0,3,3,1
YLR015W,0,0,0,0
YLR016C,0,0,0,0
YLR017W,5,11,1,0
YLR018C,0,0,0,0
YLR019W,0,0,0,0
YLR020C,0,0,0,0
YLR021W,0,0,0,0
YLR022C,0,2,1,0
YLR023C,0,0,0,0
YLR024C,4,1,6,15
YLR025W,0,2,0,1
YLR026C,0,0,0,0
YLR027C,6,4,4,2
YLR028C,0,0,0,0
YLR029C,1,1,0,0
YLR030W,20,5,1,7
YLR031W,0,0,0,0
YLR032W,0,0,0,0
YLR033W,0,0,0,0
YLR034C,0,0,0,0
YLR035C,4,0,0,0
YLR035C-A,100,100,100,100
YLR036C,0,0,0,0
YLR037C,32,21,14,16
YLR038C,3,1,7,1
YLR039C,0,0,0,0
YLR040C,0,0,0,1
YLR041W,0,0,0,0
YLR042C,17,0,0,9
YLR043C,0,0,1,2
YLR044C,21,0,1,0
YLR045C,0,0,0,0
YLR046C,13,16,41,32
YLR047C,0,0,1,2
YLR048W,13,1,16,8
YLR049C,92,69,72,60
YLR050C,40,15,9,15
YLR051C,0,1,0,0
YLR052W,1,4,10,13
YLR053C,0,0,0,0
YLR054C,5,6,2,0
YLR055C,12,24,5,5
YLR056W,12,39,21,12
YLR057W,9,2,0,12
YLR058C,29,16,12,27
YLR059C,1,0,0,0
YLR060W,20,4,20,11
YLR061W,0,0,0,0
YLR062C,0,0,0,0
YLR063W,13,0,6,2
YLR064W,0,0,0,0
YLR065C,0,0,0,0
YLR066W,0,0,0,0
YLR067C,0,1,0,1
YLR068W,0,5,4,0
YLR069C,5,0,0,4
YLR070C,1,10,15,4
YLR071C,0,0,0,0
YLR072W,7,5,15,5
YLR073C,6,3,2,0
YLR074C,34,20,11,4
YLR075W,9,2,2,0
YLR076C,0,0,0,0
YLR077W,0,0,0,0
YLR078C,5,2,13,12
YLR079W,5,10,14,20
YLR080W,5,19,7,6
YLR081W,0,0,0,0
YLR082C,7,0,0,0
YLR083C,1,8,13,7
YLR084C,0,0,0,0
YLR085C,0,1,0,0
YLR086W,1,0,0,0
YLR087C,0,0,0,0
YLR088W,0,0,0,0
YLR089C,36,26,31,68
YLR090W,1,0,1,3
YLR091W,17,2,2,14
YLR092W,92,12,76,67
YLR093C,1,7,7,1
YLR094C,0,0,0,0
YLR095C,9,3,31,11
YLR096W,1,30,10,3
YLR097C,1,1,1,0
YLR098C,0,0,0,0
YLR099C,6,11,13,24
YLR099W-A,1,1,1,0
YLR100W,0,0,0,0
YLR101C,1,0,1,2
YLR102C,0,2,1,0
YLR103C,12,15,7,25
YLR104W,0,1,7,4
YLR105C,15,5,16,17
YLR106C,0,0,4,0
YLR107W,0,0,0,0
YLR108C,50,54,80,82
YLR109W,1,1,0,0
YLR110C,1,0,0,0
YLR111W,100,100,100,100
YLR112W,86,69,95,86
YLR113W,3,2,0,1
YLR114C,0,0,0,0
YLR115W,1,0,0,0
YLR116W,0,0,0,0
YLR117C,0,1,0,0
YLR118C,0,1,0,0
YLR119W,12,1,1,0
YLR120C,14,34,3,25
YLR120W-A,3,0,0,0
YLR121C,3,1,0,0
YLR122C,0,0,1,0
YLR123C,0,0,0,0
YLR124W,2,4,14,13
YLR125W,0,0,0,0
YLR126C,2,0,0,1
YLR127C,0,0,0,0
YLR128W,0,0,0,0
YLR129W,1,6,10,0
YLR130C,13,16,15,21
YLR131C,0,0,0,0
YLR132C,0,0,0,0
YLR133W,0,0,0,0
YLR134W,5,0,0,0
YLR135W,6,18,23,9
YLR136C,14,53,47,67
YLR137W,45,29,22,22
YLR138W,0,1,1,1
YLR139C,0,0,0,0
YLR140W,0,2,0,0
YLR141W,14,16,5,4
YLR142W,0,0,0,0
YLR143W,0,0,0,0
YLR144C,0,0,1,0
YLR145W,0,0,0,0
YLR146C,14,0,2,0
YLR146W-A,2,0,8,5
YLR147C,0,0,0,0
YLR148W,1,0,0,0
YLR149C,0,5,8,0
YLR149C-A,3,0,5,0
YLR150W,21,0,3,0
YLR151C,45,40,58,67
YLR152C,5,4,17,22
YLR153C,0,0,0,0
YLR154C,14,5,12,9
YLR154C-G,0,0,0,0
YLR154C-H,0,0,0,0
YLR154W-A,0,0,0,0
YLR154W-B,0,0,0,0
YLR154W-C,0,0,0,0
YLR154W-E,0,0,0,0
YLR154W-F,0,10,0,0
YLR155C,32,83,58,38
YLR156C-A,0,0,0,0
YLR156W,9,18,22,17
YLR157C,36,94,37,32
YLR157C-A,0,0,0,0
YLR157C-B,100,100,100,100
YLR157C-C,0,0,0,0
YLR157W-D,9,6,29,14
YLR157W-E,100,55,50,50
YLR158C,41,87,32,42
YLR159C-A,0,0,8,0
YLR159W,35,10,45,37
YLR160C,29,81,34,28
YLR161W,11,64,48,70
YLR162W,0,1,0,0
YLR162W-A,0,0,0,0
YLR163C,0,0,0,0
YLR163W-A,0,0,0,0
YLR164W,14,15,17,8
YLR165C,0,0,0,0
YLR166C,1,0,0,0
YLR167W,49,2,0,0
YLR168C,0,0,0,0
YLR169W,6,11,5,13
YLR170C,0,0,0,0
YLR171W,0,0,0,0
YLR172C,2,2,0,0
YLR173W,0,0,0,0
YLR174W,3,16,17,23
YLR175W,15,27,16,2
YLR176C,0,0,0,1
YLR177W,18,25,2,21
YLR178C,0,0,0,0
YLR179C,0,0,0,0
YLR180W,97,43,29,29
YLR181C,6,27,30,18
YLR182W,0,0,0,0
YLR183C,0,0,0,0
YLR184W,0,0,0,0
YLR185W,0,0,0,0
YLR186W,0,7,8,0
YLR187W,0,0,0,0
YLR188W,2,0,0,1
YLR189C,9,6,1,14
YLR190W,26,20,14,15
YLR191W,6,15,24,16
YLR192C,25,7,4,14
YLR193C,4,8,4,18
YLR194C,30,3,0,3
YLR195C,0,0,0,0
YLR196W,2,9,7,0
YLR197W,2,37,5,5
YLR198C,0,0,0,0
YLR199C,2,0,0,0
YLR200W,0,0,0,0
YLR201C,0,0,0,0
YLR202C,0,0,0,0
YLR203C,1,0,3,8
YLR204W,0,0,0,0
YLR205C,0,0,0,0
YLR206W,5,0,0,0
YLR207W,33,10,27,14
YLR208W,0,0,0,0
YLR209C,0,1,0,0
YLR210W,0,0,0,0
YLR211C,21,14,3,2
YLR212C,3,4,16,8
YLR213C,72,83,80,83
YLR214W,33,95,80,74
YLR215C,0,0,0,0
YLR216C,0,0,0,0
YLR217W,0,0,0,0
YLR218C,1,0,0,0
YLR219W,1,0,0,0
YLR220W,0,2,0,1
YLR221C,2,5,5,1
YLR222C,12,17,11,10
YLR222C-A,1,0,0,0
YLR223C,3,1,2,0
YLR224W,15,12,12,16
YLR225C,0,0,0,1
YLR226W,0,0,0,0
YLR227C,0,0,0,0
YLR227W-A,0,0,0,0
YLR227W-B,100,100,100,100
YLR228C,0,0,0,0
YLR229C,0,0,0,0
YLR230W,0,0,0,0
YLR231C,10,32,30,31
YLR232W,0,0,0,0
YLR233C,15,4,2,9
YLR234W,0,0,0,0
YLR235C,0,0,0,0
YLR236C,0,0,0,0
YLR237W,0,0,0,0
YLR238W,4,3,5,14
YLR239C,0,0,0,0
YLR240W,2,0,2,0
YLR241W,0,0,0,0
YLR242C,0,0,0,0
YLR243W,1,3,0,0
YLR244C,35,23,21,24
YLR245C,0,0,0,0
YLR246W,2,2,4,4
YLR247C,5,0,1,0
YLR248W,6,3,0,3
YLR249W,27,12,35,11
YLR250W,23,42,34,30
YLR251W,0,0,0,0
YLR252W,1,1,1,0
YLR253W,0,0,0,0
YLR254C,0,1,6,6
YLR255C,0,4,6,5
YLR256W,6,11,10,9
YLR256W-A,92,27,17,16
YLR257W,1,0,1,2
YLR258W,89,38,25,71
YLR259C,7,0,0,0
YLR260W,26,22,32,36
YLR261C,0,0,0,0
YLR262C,0,0,0,0
YLR262C-A,0,0,0,0
YLR263W,3,4,0,2
YLR264C-A,0,0,0,0
YLR264W,7,21,15,9
YLR265C,0,0,0,0
YLR266C,0,0,0,0
YLR267W,0,0,0,0
YLR268W,0,0,0,0
YLR269C,0,0,0,0
YLR270W,0,1,0,0
YLR271W,0,3,0,0
YLR272C,0,0,0,0
YLR273C,91,67,70,37
YLR274W,0,0,0,0
YLR275W,0,0,0,0
YLR276C,6,26,14,15
YLR277C,0,0,0,0
YLR278C,0,0,0,0
YLR279W,0,8,38,15
YLR280C,0,0,0,0
YLR281C,0,0,2,6
YLR282C,0,0,0,0
YLR283W,9,7,8,17
YLR284C,0,0,0,0
YLR285C-A,5,0,0,0
YLR285W,0,0,0,0
YLR286C,50,30,15,39
YLR286W-A,0,0,0,0
YLR287C,0,2,1,0
YLR287C-A,7,1,2,0
YLR288C,0,0,3,0
YLR289W,0,2,0,1
YLR290C,10,4,0,0
YLR291C,0,2,1,0
YLR292C,0,2,0,0
YLR293C,0,0,1,0
YLR294C,0,3,1,0
YLR295C,0,0,0,0
YLR296W,0,0,0,0
YLR297W,0,0,0,0
YLR298C,40,8,3,6
YLR299C-A,0,0,0,0
YLR299W,28,15,10,14
YLR300W,100,85,92,84
YLR301W,0,0,0,0
YLR302C,0,0,0,0
YLR303W,0,0,0,0
YLR304C,31,15,19,22
YLR305C,0,0,0,0
YLR306W,1,0,0,0
YLR307C-A,0,0,0,0
YLR307W,20,40,31,24
YLR308W,0,0,0,0
YLR309C,4,3,0,1
YLR310C,0,0,0,0
YLR311C,22,3,0,11
YLR312C,64,93,89,89
YLR312W-A,0,0,0,0
YLR313C,0,4,13,17
YLR314C,1,0,2,8
YLR315W,0,0,0,0
YLR316C,0,0,0,0
YLR317W,0,0,0,0
YLR318W,0,0,0,0
YLR319C,0,0,0,1
YLR320W,0,0,0,0
YLR321C,0,0,0,0
YLR322W,0,0,0,0
YLR323C,4,0,0,3
YLR324W,28,23,3,15
YLR325C,3,3,6,0
YLR326W,16,50,76,30
YLR327C,26,17,9,29
YLR328W,4,1,2,14
YLR329W,0,0,0,0
YLR330W,4,0,0,1
YLR331C,0,0,0,0
YLR332W,29,12,16,6
YLR333C,2,2,8,0
YLR334C,0,0,0,0
YLR335W,0,0,2,0
YLR336C,0,2,0,0
YLR337C,0,0,0,0
YLR338W,0,0,0,0
YLR339C,0,0,0,0
YLR340W,0,0,0,0
YLR341W,37,5,6,19
YLR342W,0,0,0,0
YLR342W-A,27,2,0,0
YLR343W,0,0,0,0
YLR344W,29,1,0,1
YLR345W,1,0,1,0
YLR346C,66,83,86,80
YLR347C,6,25,46,24
YLR347W-A,0,0,0,0
YLR348C,67,54,11,20
YLR349W,0,0,0,0
YLR350W,5,9,5,4
YLR351C,0,0,0,0
YLR352W,0,0,3,0
YLR353W,0,0,0,0
YLR354C,0,0,1,1
YLR355C,1,1,0,0
YLR356W,66,60,25,17
YLR357W,0,0,1,0
YLR358C,0,0,0,0
YLR359W,34,11,23,27
YLR360W,1,0,0,0
YLR361C,0,0,0,0
YLR361C-A,0,2,1,0
YLR362W,6,6,2,1
YLR363C,0,0,0,0
YLR363W-A,0,2,1,0
YLR364C-A,0,0,0,0
YLR364W,0,0,0,0
YLR365W,0,0,0,0
YLR366W,0,0,0,0
YLR367W,0,0,0,0
YLR368W,0,1,0,1
YLR369W,0,0,0,0
YLR370C,0,0,0,0
YLR371W,0,0,0,0
YLR372W,15,36,23,26
YLR373C,0,0,0,0
YLR374C,0,0,0,0
YLR375W,0,0,0,0
YLR376C,0,0,1,1
YLR377C,0,2,4,0
YLR378C,1,1,5,6
YLR379W,0,0,1,0
YLR380W,0,0,0,0
YLR381W,0,0,0,0
YLR382C,0,0,0,0
YLR383W,59,9,7,19
YLR384C,0,1,3,0
YLR385C,0,0,0,0
YLR386W,0,0,0,0
YLR387C,0,0,0,0
YLR388W,9,4,0,3
YLR389C,1,0,0,0
YLR390W,0,0,0,0
YLR390W-A,0,0,0,0
YLR392C,15,11,29,12
YLR393W,0,0,0,6
YLR394W,0,0,0,1
YLR395C,1,0,0,0
YLR396C,0,0,0,0
YLR397C,10,29,11,9
YLR398C,0,0,0,0
YLR399C,18,37,77,62
YLR399W-A,0,0,0,0
YLR400W,0,0,0,0
YLR401C,0,0,0,0
YLR402W,0,2,0,0
YLR403W,30,18,32,27
YLR404W,3,0,0,0
YLR405W,0,0,0,0
YLR406C,3,3,9,1
YLR406C-A,0,0,0,0
YLR407W,17,14,8,13
YLR408C,3,2,0,0
YLR409C,5,20,18,0
YLR410W,0,1,3,0
YLR410W-A,0,0,0,0
YLR410W-B,100,100,100,99
YLR411W,0,0,0,0
YLR412C-A,0,0,0,0
YLR412W,0,0,0,0
YLR413W,100,100,91,81
YLR414C,10,11,9,3
YLR415C,44,10,29,29
YLR416C,12,0,0,0
YLR417W,72,28,54,74
YLR418C,0,0,0,0
YLR419W,0,0,0,0
YLR420W,12,9,15,21
YLR421C,12,9,0,0
YLR422W,0,1,0,1
YLR423C,16,3,0,2
YLR424W,0,0,0,0
YLR425W,5,2,0,0
YLR426W,7,1,14,4
YLR427W,0,0,0,0
YLR428C,0,0,0,0
YLR429W,0,0,0,0
YLR430W,0,0,0,0
YLR431C,20,7,18,12
YLR432W,50,25,48,29
YLR433C,0,0,0,0
YLR434C,0,0,0,0
YLR435W,3,12,17,15
YLR436C,0,0,0,0
YLR437C,0,0,0,0
YLR437C-A,0,0,0,0
YLR438C-A,0,0,0,0
YLR438W,27,18,5,21
YLR439W,12,8,2,1
YLR440C,0,0,2,0
YLR441C,7,2,24,7
YLR442C,5,2,0,2
YLR443W,0,0,0,0
YLR444C,0,0,0,0
YLR445W,0,0,0,0
YLR446W,27,14,19,29
YLR447C,12,3,6,12
YLR448W,0,2,13,0
YLR449W,0,3,5,0
YLR450W,1,0,1,5
YLR451W,0,0,0,0
YLR452C,16,82,39,38
YLR453C,0,0,0,0
YLR454W,5,0,0,0
YLR455W,0,0,0,0
YLR456W,0,3,2,0
YLR457C,16,16,1,2
YLR458W,0,0,0,0
YLR459W,0,0,0,0
YLR460C,0,0,0,0
YLR461W,0,1,13,4
YLR462W,0,0,0,0
YLR463C,0,0,0,0
YLR464W,0,0,0,0
YLR465C,0,0,0,0
YLR466C-A,0,0,0,0
YLR466C-B,0,0,0,0
YLR466W,3,2,0,1
YLR467C-A,0,0,0,0
YLR467W,1,2,0,4
YML001W,23,17,23,24
YML002W,0,0,0,0
YML003W,2,15,15,17
YML004C,1,0,0,0
YML005W,0,0,0,0
YML006C,1,2,4,6
YML007C-A,0,0,2,10
YML007W,0,0,0,0
YML008C,14,22,32,33
YML009C,0,0,0,0
YML009C-A,27,0,0,0
YML009W-B,0,0,0,0
YML010W,3,4,1,0
YML011C,0,0,0,0
YML012C-A,0,0,0,0
YML012W,0,0,0,0
YML013W,0,0,0,0
YML014W,0,0,0,0
YML015C,0,0,0,0
YML016C,0,0,0,0
YML017W,0,0,0,0
YML018C,16,17,22,14
YML019W,0,0,0,0
YML020W,1,0,0,0
YML021C,0,0,0,0
YML022W,27,9,36,18
YML023C,0,0,0,0
YML024W,0,1,6,0
YML025C,0,0,0,0
YML026C,96,30,23,29
YML027W,0,0,0,0
YML028W,0,0,0,0
YML029W,0,0,1,0
YML030W,0,1,0,0
YML031C-A,0,0,0,0
YML031W,0,0,0,0
YML032C,0,0,0,0
YML034C-A,0,0,0,0
YML034W,0,1,0,0
YML035C,55,67,93,87
YML036W,0,0,0,1
YML037C,0,0,1,0
YML038C,5,0,3,4
YML039W,100,100,100,100
YML040W,0,0,0,0
YML041C,0,0,0,0
YML042W,22,21,16,22
YML043C,4,10,3,3
YML045W,100,100,100,100
YML045W-A,0,0,0,0
YML046W,0,0,0,0
YML047C,0,0,0,0
YML047W-A,0,0,0,0
YML048W,0,0,0,0
YML049C,0,0,0,0
YML050W,0,0,0,0
YML051W,0,0,0,0
YML052W,0,0,0,0
YML053C,0,0,0,0
YML054C,0,1,0,0
YML054C-A,0,0,1,0
YML055W,59,58,28,30
YML056C,26,18,19,5
YML057C-A,0,0,0,0
YML057W,0,1,0,0
YML058W,7,10,5,6
YML058W-A,3,4,2,2
YML059C,0,0,0,0
YML060W,0,0,0,0
YML061C,0,0,0,0
YML062C,0,0,0,0
YML063W,11,1,15,0
YML064C,0,0,10,1
YML065W,0,0,0,0
YML066C,3,4,10,9
YML067C,0,0,0,1
YML068W,0,0,0,4
YML069W,6,3,2,18
YML070W,0,0,0,0
YML071C,1,0,3,10
YML072C,0,0,0,0
YML073C,0,0,1,0
YML074C,0,0,0,0
YML075C,40,71,34,29
YML076C,0,0,0,0
YML077W,2,0,1,1
YML078W,0,0,0,0
YML079W,0,0,0,0
YML080W,1,0,1,0
YML081C-A,0,0,0,0
YML081W,0,0,0,0
YML082W,19,10,12,5
YML083C,0,2,4,8
YML084W,0,0,0,0
YML085C,0,0,0,0
YML086C,0,0,0,0
YML087C,1,4,12,8
YML088W,0,0,0,0
YML089C,0,0,0,0
YML090W,0,0,0,0
YML091C,0,0,0,0
YML092C,0,0,0,0
YML093W,0,7,11,1
YML094C-A,0,0,0,0
YML094W,0,0,0,0
YML095C,0,0,0,0
YML096W,0,3,2,1
YML097C,0,0,0,0
YML098W,0,0,0,0
YML099C,0,0,1,0
YML099W-A,0,1,0,0
YML100W,0,0,0,0
YML100W-A,0,0,0,0
YML101C,37,35,24,31
YML101C-A,0,0,0,0
YML102W,0,0,1,0
YML103C,0,0,0,0
YML104C,1,0,0,1
YML105C,0,0,0,0
YML106W,39,18,26,19
YML107C,0,0,0,0
YML108W,0,0,0,0
YML109W,3,4,9,15
YML110C,0,0,0,0
YML111W,0,0,0,0
YML112W,0,3,0,0
YML113W,9,1,2,0
YML114C,0,0,0,0
YML115C,3,1,7,14
YML116W,0,0,0,0
YML116W-A,4,10,14,1
YML117W,0,0,0,0
YML118W,15,8,6,2
YML119W,4,0,0,0
YML120C,0,0,0,0
YML121W,0,0,0,0
YML122C,100,100,100,100
YML123C,100,100,100,100
YML124C,0,1,0,0
YML125C,3,0,3,0
YML126C,6,2,18,9
YML127W,0,0,0,0
YML128C,0,0,0,0
YML129C,18,1,0,0
YML130C,0,0,0,0
YML131W,0,0,0,0
YML132W,6,1,0,0
YML133C,19,32,9,23
YML133W-A,0,0,0,0
YML133W-B,0,0,0,0
YMR001C,0,0,0,0
YMR001C-A,0,0,0,0
YMR002W,0,0,0,0
YMR003W,0,0,0,0
YMR004W,23,8,8,14
YMR005W,0,0,0,0
YMR006C,100,100,93,82
YMR007W,15,19,14,21
YMR008C,39,25,10,22
YMR009W,0,0,0,0
YMR010W,0,0,0,0
YMR011W,17,15,14,44
YMR012W,10,34,34,32
YMR013C,0,12,6,12
YMR013C-A,0,0,0,0
YMR013W-A,0,0,0,0
YMR014W,12,15,9,5
YMR015C,100,93,86,85
YMR016C,2,4,7,0
YMR017W,99,73,75,85
YMR018W,86,12,15,32
YMR019W,0,0,0,0
YMR020W,0,1,0,0
YMR021C,0,0,0,0
YMR022W,0,1,13,0
YMR023C,2,6,11,6
YMR024W,4,3,3,11
YMR025W,0,0,0,0
YMR026C,0,0,0,0
YMR027W,2,3,0,3
YMR028W,2,1,1,16
YMR029C,26,14,13,17
YMR030W,20,11,22,9
YMR030W-A,0,0,0,0
YMR031C,0,0,0,0
YMR031W-A,0,0,0,0
YMR032W,11,20,15,2
YMR033W,0,0,0,0
YMR034C,9,6,7,8
YMR035W,0,1,1,0
YMR036C,6,2,0,1
YMR037C,0,0,0,0
YMR038C,9,4,2,3
YMR039C,0,0,0,0
YMR040W,33,0,3,2
YMR041C,7,17,9,28
YMR042W,65,38,23,33
YMR043W,71,8,0,0
YMR044W,9,2,1,11
YMR045C,100,100,100,100
YMR046C,0,0,0,0
YMR046W-A,33,11,10,13
YMR047C,0,3,0,0
YMR048W,2,13,16,20
YMR049C,9,18,14,4
YMR050C,100,100,100,100
YMR051C,0,0,0,0
YMR052C-A,0,1,0,0
YMR052W,3,4,0,3
YMR053C,7,11,3,1
YMR054W,0,0,0,0
YMR055C,0,2,0,5
YMR056C,100,100,100,100
YMR057C,0,0,0,0
YMR058W,2,0,0,0
YMR059W,0,0,0,0
YMR060C,0,0,0,0
YMR061W,0,0,0,0
YMR062C,0,2,1,0
YMR063W,0,0,0,0
YMR064W,1,0,0,0
YMR065W,2,0,0,0
YMR066W,0,0,0,0
YMR067C,0,0,17,0
YMR068W,4,28,8,5
YMR069W,10,9,0,1
YMR070W,0,0,1,0
YMR071C,0,0,13,1
YMR072W,4,1,0,0
YMR073C,0,0,0,0
YMR074C,0,0,1,1
YMR075C-A,0,0,0,0
YMR075W,7,0,0,0
YMR076C,0,2,0,13
YMR077C,1,1,3,2
YMR078C,4,0,0,1
YMR079W,5,6,12,4
YMR080C,1,9,13,2
YMR081C,38,24,19,41
YMR082C,0,0,0,0
YMR083W,0,0,1,5
YMR084W,0,0,0,0
YMR085W,0,0,0,0
YMR086C-A,0,1,0,0
YMR086W,0,0,0,0
YMR087W,0,0,0,0
YMR088C,0,1,1,1
YMR089C,3,5,0,3
YMR090W,0,9,2,0
YMR091C,1,0,0,0
YMR092C,0,0,0,0
YMR093W,32,16,31,16
YMR094W,0,0,0,0
YMR095C,0,0,0,0
YMR096W,0,0,0,0
YMR097C,0,0,0,1
YMR098C,2,5,3,5
YMR099C,0,0,0,0
YMR100W,0,0,0,0
YMR101C,0,0,0,0
YMR102C,7,26,10,21
YMR103C,0,4,0,0
YMR104C,2,0,0,11
YMR105C,69,24,19,35
YMR105W-A,0,0,1,1
YMR106C,0,0,0,0
YMR107W,2,46,8,2
YMR108W,0,1,0,0
YMR109W,0,0,0,0
YMR110C,0,0,0,0
YMR111C,11,12,20,14
YMR112C,0,0,0,0
YMR113W,0,0,0,0
YMR114C,35,34,16,9
YMR115W,10,17,6,11
YMR116C,27,7,3,0
YMR117C,0,0,0,0
YMR118C,0,0,0,0
YMR119W,0,0,0,0
YMR119W-A,0,0,0,0
YMR120C,35,17,23,41
YMR121C,0,0,0,0
