genes,#R3,#R6,#R12,#R20
YDL145C,0,0,0,2
YDL146W,16,1,10,14
YDL147W,12,0,0,0
YDL148C,0,8,5,0
YDL149W,4,2,0,1
YDL150W,0,3,5,0
YDL151C,0,0,0,0
YDL152W,0,0,0,0
YDL153C,0,5,5,0
YDL154W,73,74,65,83
YDL155W,3,4,19,17
YDL156W,0,0,0,0
YDL157C,38,69,14,15
YDL158C,11,1,0,0
YDL159C-B,0,0,0,0
YDL159W,0,0,2,0
YDL159W-A,0,0,0,0
YDL160C,12,0,0,1
YDL160C-A,0,0,0,0
YDL161W,2,0,0,0
YDL162C,0,0,0,0
YDL163W,0,0,0,0
YDL164C,2,0,0,0
YDL165W,0,0,0,0
YDL166C,4,0,0,0
YDL167C,6,14,23,16
YDL168W,5,0,3,3
YDL169C,12,21,21,12
YDL170W,0,0,0,0
YDL171C,9,12,2,0
YDL172C,0,0,0,0
YDL173W,0,0,0,0
YDL174C,0,4,0,0
YDL175C,0,0,0,0
YDL176W,0,0,0,1
YDL177C,0,0,0,2
YDL178W,0,0,0,0
YDL179W,0,2,0,0
YDL180W,0,0,4,1
YDL181W,0,0,1,0
YDL182W,100,90,61,54
YDL183C,29,14,6,5
YDL184C,0,0,0,0
YDL185C-A,1,15,1,5
YDL185W,0,0,7,0
YDL186W,2,0,0,0
YDL187C,0,0,0,0
YDL188C,2,0,0,0
YDL189W,0,0,0,0
YDL190C,0,0,1,0
YDL191W,43,1,3,0
YDL192W,0,0,0,0
YDL193W,0,0,0,0
YDL194W,0,0,0,0
YDL195W,0,0,0,0
YDL196W,0,0,0,0
YDL197C,11,7,23,17
YDL198C,0,0,0,0
YDL199C,10,7,13,11
YDL200C,3,1,9,1
YDL201W,8,20,17,12
YDL202W,0,0,0,0
YDL203C,0,0,0,0
YDL204W,10,3,0,13
YDL205C,0,0,3,0
YDL206W,1,0,0,0
YDL207W,6,0,3,9
YDL208W,14,18,11,9
YDL209C,4,0,0,2
YDL210W,0,0,1,0
YDL211C,9,0,1,3
YDL212W,0,0,0,0
YDL213C,0,0,0,0
YDL214C,7,22,29,15
YDL215C,0,0,0,0
YDL216C,0,0,0,0
YDL217C,0,0,0,0
YDL218W,1,0,0,0
YDL219W,8,0,0,0
YDL220C,0,0,0,0
YDL221W,0,0,0,1
YDL222C,0,0,0,0
YDL223C,0,1,0,0
YDL224C,0,0,0,0
YDL225W,0,0,0,0
YDL226C,0,0,0,0
YDL227C,90,82,64,33
YDL228C,0,0,0,0
YDL229W,72,33,47,15
YDL230W,0,0,0,0
YDL231C,0,0,0,0
YDL232W,0,0,0,0
YDL233W,8,0,0,8
YDL234C,6,0,0,0
YDL235C,0,0,0,0
YDL236W,0,0,0,0
YDL237W,1,0,0,0
YDL238C,1,0,0,0
YDL239C,0,0,0,0
YDL240C-A,0,0,0,0
YDL240W,0,0,0,0
YDL241W,97,78,64,87
YDL242W,0,0,0,2
YDL243C,0,1,0,0
YDL244W,17,53,14,46
YDL245C,0,0,0,0
YDL246C,0,0,0,0
YDL247W,0,0,0,0
YDL247W-A,0,0,0,0
YDL248W,0,0,0,0
YDR001C,5,1,0,6
YDR002W,0,0,0,0
YDR003W,0,2,3,0
YDR003W-A,15,36,13,2
YDR004W,13,2,1,4
YDR005C,4,2,1,0
YDR006C,0,0,0,0
YDR007W,0,1,0,0
YDR008C,0,0,0,0
YDR009W,3,19,23,14
YDR010C,99,64,83,83
YDR011W,100,100,100,100
YDR012W,4,0,0,0
YDR013W,1,2,0,2
YDR014W,1,0,0,0
YDR014W-A,0,0,0,0
YDR015C,0,0,0,0
YDR016C,7,3,9,0
YDR017C,0,4,2,0
YDR018C,20,60,52,32
YDR019C,32,13,10,30
YDR020C,7,4,3,10
YDR021W,4,9,19,0
YDR022C,14,17,19,7
YDR023W,0,0,3,0
YDR024W,0,0,0,0
YDR025W,14,2,0,0
YDR026C,0,0,0,0
YDR027C,0,0,0,0
YDR028C,0,0,0,0
YDR029W,0,0,1,0
YDR030C,0,0,0,0
YDR031W,0,0,0,0
YDR032C,0,5,1,2
YDR033W,100,100,100,100
YDR034C,0,0,0,0
YDR034C-A,0,0,0,0
YDR034C-C,0,0,0,0
YDR034C-D,98,100,100,100
YDR034W-B,0,0,0,0
YDR035W,0,0,0,0
YDR036C,15,14,20,34
YDR037W,27,9,26,16
YDR038C,7,3,5,12
YDR039C,21,6,17,19
YDR040C,12,4,7,16
YDR041W,0,1,2,0
YDR042C,12,0,0,0
YDR043C,0,0,0,0
YDR044W,100,93,87,63
YDR045C,0,0,0,0
YDR046C,13,8,15,15
YDR047W,0,0,0,0
YDR048C,0,0,0,0
YDR049W,4,0,0,8
YDR050C,14,0,0,0
YDR051C,3,7,16,17
YDR052C,10,5,0,7
YDR053W,0,0,0,0
YDR054C,0,7,12,11
YDR055W,100,97,84,94
YDR056C,0,1,0,0
YDR057W,2,1,1,13
YDR058C,12,15,24,22
YDR059C,20,47,46,27
YDR060W,0,14,10,1
YDR061W,0,0,0,0
YDR062W,4,2,7,0
YDR063W,0,0,0,0
YDR064W,36,7,6,3
YDR065W,0,0,0,0
YDR066C,0,0,0,0
YDR067C,0,0,0,0
YDR068W,0,2,0,0
YDR069C,0,0,0,0
YDR070C,0,0,0,0
YDR071C,0,0,0,0
YDR072C,11,46,30,24
YDR073W,24,15,0,11
YDR074W,22,19,10,29
YDR075W,0,0,0,0
YDR076W,28,26,33,52
YDR077W,100,100,100,99
YDR078C,47,28,31,39
YDR079C-A,1,2,0,4
YDR079W,9,9,0,0
YDR080W,0,0,0,0
YDR081C,0,0,0,0
YDR082W,0,0,0,0
YDR083W,0,3,5,0
YDR084C,0,3,0,0
YDR085C,7,2,2,13
YDR086C,10,3,1,12
YDR087C,6,6,3,0
YDR088C,17,22,7,24
YDR089W,40,47,30,81
YDR090C,0,0,0,0
YDR091C,20,58,29,22
YDR092W,13,13,24,27
YDR093W,0,0,0,0
YDR094W,0,0,0,0
YDR095C,0,0,0,0
YDR096W,0,0,0,0
YDR097C,0,0,0,0
YDR098C,26,8,0,13
YDR098C-A,0,0,0,0
YDR098C-B,100,100,100,100
YDR099W,0,0,0,0
YDR100W,3,10,17,6
YDR101C,12,27,19,13
YDR102C,0,0,0,0
YDR103W,0,0,0,0
YDR104C,21,8,24,40
YDR105C,0,0,0,0
YDR106W,0,0,0,0
YDR107C,0,0,1,0
YDR108W,0,0,0,0
YDR109C,0,0,0,0
YDR110W,0,0,0,0
YDR111C,27,71,41,49
YDR112W,0,1,0,0
YDR113C,0,4,17,23
YDR114C,0,0,0,0
YDR115W,7,0,0,0
YDR116C,5,0,4,4
YDR117C,0,2,0,9
YDR118W,0,0,0,0
YDR118W-A,0,0,0,0
YDR119W,0,4,13,0
YDR119W-A,29,41,38,72
YDR120C,2,17,15,2
YDR121W,0,0,0,0
YDR122W,0,0,0,0
YDR123C,3,0,0,3
YDR124W,6,0,0,0
YDR125C,0,0,0,0
YDR126W,1,0,0,0
YDR127W,3,1,6,10
YDR128W,26,9,12,19
YDR129C,0,0,0,0
YDR130C,0,0,0,0
YDR131C,0,0,0,0
YDR132C,43,23,17,14
YDR133C,1,2,2,1
YDR134C,100,60,53,36
YDR135C,0,0,0,0
YDR136C,0,0,0,0
YDR137W,0,0,0,0
YDR138W,0,0,0,0
YDR139C,0,0,0,0
YDR140W,0,0,0,0
YDR141C,0,0,0,0
YDR142C,1,0,6,1
YDR143C,39,22,10,5
YDR144C,0,2,0,0
YDR145W,0,0,0,0
YDR146C,0,0,0,1
YDR147W,5,4,0,5
YDR148C,0,0,0,0
YDR149C,0,0,0,0
YDR150W,0,0,0,1
YDR151C,0,0,0,0
YDR152W,3,6,2,1
YDR153C,0,0,2,1
YDR154C,0,0,0,0
YDR155C,9,1,0,18
YDR156W,0,0,0,0
YDR157W,0,0,0,0
YDR158W,0,0,0,0
YDR159W,0,0,0,0
YDR160W,0,0,0,0
YDR161W,4,20,12,1
YDR162C,0,0,0,0
YDR163W,0,0,0,0
YDR164C,1,0,0,0
YDR165W,2,21,12,6
YDR166C,0,0,0,0
YDR167W,0,0,0,0
YDR168W,0,0,0,0
YDR169C,0,0,0,0
YDR169C-A,0,0,0,0
YDR170C,0,0,1,0
YDR170W-A,0,0,0,0
YDR171W,14,2,0,9
YDR172W,4,9,11,1
YDR173C,0,0,0,0
YDR174W,0,0,0,0
YDR175C,0,0,0,0
YDR176W,7,7,0,15
YDR177W,0,0,0,0
YDR178W,0,1,0,0
YDR179C,0,0,0,0
YDR179W-A,1,0,0,0
YDR180W,0,0,0,0
YDR181C,9,35,9,18
YDR182W,0,0,0,0
YDR182W-A,2,0,0,0
YDR183C-A,0,0,0,0
YDR183W,0,0,0,0
YDR184C,2,22,20,13
YDR185C,7,0,0,0
YDR186C,2,9,16,9
YDR187C,3,0,0,0
YDR188W,8,0,0,0
YDR189W,0,0,0,0
YDR190C,2,14,7,0
YDR191W,9,18,26,44
YDR192C,0,0,0,0
YDR193W,0,0,0,0
YDR194C,4,20,7,10
YDR194W-A,0,0,0,0
YDR195W,0,0,0,0
YDR196C,0,0,0,0
YDR197W,0,0,0,0
YDR198C,0,0,0,0
YDR199W,0,13,13,2
YDR200C,9,0,3,5
YDR201W,4,4,0,4
YDR202C,0,0,0,0
YDR203W,0,0,0,0
YDR204W,0,0,0,0
YDR205W,0,0,0,0
YDR206W,0,0,0,0
YDR207C,0,0,0,0
YDR208W,0,2,0,1
YDR209C,0,0,0,1
YDR210C-C,0,0,0,0
YDR210C-D,100,100,100,100
YDR210W,0,0,0,0
YDR210W-A,0,0,0,0
YDR210W-B,99,98,100,100
YDR211W,0,0,0,0
YDR212W,0,0,1,0
YDR213W,7,26,29,26
YDR214W,1,0,0,3
YDR215C,0,0,0,0
YDR216W,5,12,18,9
YDR217C,2,0,0,0
YDR218C,0,1,2,2
YDR219C,2,0,0,0
YDR220C,0,0,0,0
YDR221W,0,0,0,0
YDR222W,14,2,12,13
YDR223W,0,0,0,0
YDR224C,0,1,2,1
YDR225W,7,5,12,14
YDR226W,0,0,0,0
YDR227W,0,0,0,0
YDR228C,0,0,0,0
YDR229W,0,0,0,0
YDR230W,0,0,0,0
YDR231C,0,0,0,0
YDR232W,5,12,1,1
YDR233C,0,0,0,0
YDR234W,13,18,32,22
YDR235W,0,0,0,0
YDR236C,0,0,0,0
YDR237W,0,5,9,29
YDR238C,0,0,0,0
YDR239C,0,0,0,0
YDR240C,0,0,0,0
YDR241W,10,0,0,0
YDR242W,0,0,0,0
YDR243C,0,1,1,1
YDR244W,0,0,0,0
YDR245W,0,1,1,0
YDR246W,0,0,0,0
YDR246W-A,0,0,0,0
YDR247W,41,24,7,22
YDR248C,0,0,0,0
YDR249C,0,0,0,0
YDR250C,0,0,0,0
YDR251W,0,0,1,0
YDR252W,0,0,0,0
YDR253C,0,12,2,8
YDR254W,4,0,0,0
YDR255C,0,0,0,0
YDR256C,5,1,0,2
YDR257C,0,0,1,0
YDR258C,0,0,0,0
YDR259C,57,34,23,23
YDR260C,50,39,41,51
YDR261C,4,2,3,1
YDR261C-C,0,0,0,0
YDR261C-D,100,100,100,100
YDR261W-A,0,0,0,0
YDR261W-B,100,98,100,100
YDR262W,0,0,0,0
YDR263C,5,1,0,3
YDR264C,0,0,0,0
YDR265W,0,0,0,0
YDR266C,2,8,17,7
YDR267C,0,0,0,0
YDR268W,0,0,0,0
YDR269C,0,0,0,0
YDR270W,0,0,0,0
YDR271C,0,0,0,0
YDR272W,0,5,1,0
YDR273W,21,9,8,20
YDR274C,24,39,8,18
YDR275W,0,0,1,0
YDR276C,0,0,0,0
YDR277C,74,82,80,83
YDR278C,0,0,0,0
YDR279W,1,0,0,0
YDR280W,10,1,13,9
YDR281C,100,100,100,100
YDR282C,0,0,0,0
YDR283C,0,0,0,0
YDR284C,0,1,0,0
YDR285W,0,0,0,0
YDR286C,0,7,0,0
YDR287W,0,24,5,0
YDR288W,0,0,0,0
YDR289C,0,0,0,0
YDR290W,0,0,0,0
YDR291W,0,0,0,0
YDR292C,0,0,0,0
YDR293C,3,2,0,1
YDR294C,0,0,0,1
YDR295C,0,0,0,0
YDR296W,3,0,0,0
YDR297W,4,6,6,10
YDR298C,3,11,16,5
YDR299W,6,25,13,6
YDR300C,8,17,9,6
YDR301W,0,0,0,0
YDR302W,0,0,0,0
YDR303C,0,0,0,0
YDR304C,0,0,0,0
YDR305C,0,0,2,11
YDR306C,2,0,0,0
YDR307W,9,0,1,0
YDR308C,1,0,0,0
YDR309C,35,0,0,8
YDR310C,0,0,0,0
YDR311W,0,0,0,5
YDR312W,0,0,2,0
YDR313C,8,6,20,19
YDR314C,5,16,14,25
YDR315C,7,6,5,0
YDR316W,0,1,0,0
YDR316W-A,0,0,0,0
YDR316W-B,100,100,100,100
YDR317W,0,0,0,0
YDR318W,3,0,0,0
YDR319C,0,2,5,0
YDR320C,4,1,1,3
YDR320C-A,0,0,5,1
YDR320W-B,0,0,0,0
YDR321W,3,4,16,0
YDR322C-A,0,0,0,0
YDR322W,9,6,2,8
YDR323C,0,0,0,1
YDR324C,8,16,12,6
YDR325W,0,1,0,0
YDR326C,0,0,0,0
YDR327W,0,0,0,0
YDR328C,0,0,0,0
YDR329C,4,9,15,14
YDR330W,0,0,0,1
YDR331W,0,0,0,0
YDR332W,0,0,0,0
YDR333C,0,0,0,0
YDR334W,0,0,0,0
YDR335W,39,18,7,13
YDR336W,0,0,0,0
YDR337W,0,0,0,0
YDR338C,0,0,0,0
YDR339C,0,5,1,1
YDR340W,0,0,0,0
YDR341C,9,29,31,15
YDR342C,91,64,55,85
YDR343C,84,63,50,77
YDR344C,11,20,12,18
YDR345C,100,93,84,84
YDR346C,0,8,12,1
YDR347W,11,4,4,11
YDR348C,0,0,8,9
YDR349C,0,0,0,0
YDR350C,5,2,0,0
YDR351W,0,0,0,0
YDR352W,3,4,1,1
YDR353W,0,0,0,0
YDR354C-A,0,0,0,0
YDR354W,0,3,2,0
YDR355C,0,0,0,0
YDR356W,5,0,0,2
YDR357C,4,1,0,0
YDR358W,0,0,1,0
YDR359C,45,13,10,19
YDR360W,0,0,0,0
YDR361C,9,29,26,11
YDR362C,0,0,0,0
YDR363W,1,0,0,0
YDR363W-A,0,0,0,0
YDR364C,0,6,4,1
YDR365C,2,22,9,8
YDR365W-A,0,0,0,0
YDR365W-B,100,100,100,100
YDR366C,0,0,0,0
YDR367W,1,0,3,6
YDR368W,0,0,0,0
YDR369C,0,0,0,0
YDR370C,0,0,0,0
YDR371C-A,0,0,0,0
YDR371W,0,0,0,0
YDR372C,0,0,0,0
YDR373W,7,8,2,8
YDR374C,0,0,0,0
YDR374W-A,16,11,18,6
YDR375C,0,0,0,0
YDR376W,0,1,0,0
YDR377W,0,4,4,0
YDR378C,0,0,0,0
YDR379C-A,8,23,2,7
YDR379W,3,0,6,14
YDR380W,0,0,0,0
YDR381C-A,7,9,7,8
YDR381W,3,4,15,5
YDR382W,12,0,11,0
YDR383C,28,12,14,15
YDR384C,34,21,37,36
YDR385W,31,10,9,4
YDR386W,9,19,9,15
YDR387C,0,0,0,0
YDR388W,0,0,0,0
YDR389W,0,4,7,11
YDR390C,0,0,0,0
YDR391C,1,1,0,4
YDR392W,0,0,0,1
YDR393W,0,0,0,0
YDR394W,0,0,0,0
YDR395W,6,36,33,22
YDR396W,0,4,1,2
YDR397C,10,46,28,25
YDR398W,10,19,9,12
YDR399W,100,94,99,100
YDR400W,0,0,0,0
YDR401W,0,0,0,0
YDR402C,0,0,0,0
YDR403W,0,0,0,0
YDR404C,2,0,4,6
YDR405W,6,0,0,0
YDR406W,100,100,100,100
YDR406W-A,1,0,0,0
YDR407C,1,2,0,0
YDR408C,5,0,0,0
YDR409W,0,0,0,0
YDR410C,0,0,1,0
YDR411C,0,0,0,0
YDR412W,27,7,15,5
YDR413C,0,0,0,0
YDR414C,0,2,0,0
YDR415C,0,0,0,0
YDR416W,0,1,0,0
YDR417C,0,0,0,0
YDR418W,0,0,1,0
YDR419W,0,0,0,0
YDR420W,2,0,2,0
YDR421W,13,14,17,17
YDR422C,0,2,1,3
YDR423C,3,3,14,3
YDR424C,0,0,0,0
YDR425W,1,0,0,0
YDR426C,0,0,0,0
YDR427W,0,0,0,0
YDR428C,0,4,2,20
YDR429C,3,1,3,0
YDR430C,9,6,20,29
YDR431W,0,0,0,0
YDR432W,20,1,0,17
YDR433W,0,0,0,0
YDR434W,0,0,0,0
YDR435C,0,0,0,0
YDR436W,0,4,1,1
YDR437W,9,5,1,7
YDR438W,0,0,0,0
YDR439W,0,0,0,0
YDR440W,2,1,1,0
YDR441C,1,2,0,1
YDR442W,0,0,0,0
YDR443C,0,0,0,0
YDR444W,0,0,0,0
YDR445C,0,0,0,0
YDR446W,0,0,0,0
YDR447C,1,3,16,0
YDR448W,0,0,0,0
YDR449C,1,8,5,1
YDR450W,39,5,15,9
YDR451C,6,0,1,4
YDR452W,36,18,19,35
YDR453C,0,0,0,0
YDR454C,0,0,2,0
YDR455C,0,0,0,0
YDR456W,40,32,19,33
YDR457W,0,0,0,0
YDR458C,0,1,0,0
YDR459C,4,0,3,6
YDR460W,16,28,25,75
YDR461C-A,0,0,4,0
YDR461W,76,68,43,45
YDR462W,0,0,0,0
YDR463W,2,2,6,3
YDR464C-A,0,0,0,0
YDR464W,0,0,1,0
YDR465C,0,8,6,0
YDR466W,0,3,0,0
YDR467C,0,0,0,0
YDR468C,0,0,0,0
YDR469W,0,0,1,0
YDR470C,0,0,0,1
YDR471W,31,7,1,4
YDR472W,0,0,0,0
YDR473C,4,10,0,1
YDR475C,0,0,0,0
YDR476C,0,0,0,0
YDR477W,11,2,13,27
YDR478W,0,0,0,0
YDR479C,1,3,8,2
YDR480W,1,14,42,30
YDR481C,76,75,39,71
YDR482C,2,0,0,0
YDR483W,0,0,0,0
YDR484W,0,0,0,0
YDR485C,7,0,1,5
YDR486C,0,0,0,0
YDR487C,0,0,0,0
YDR488C,14,1,2,0
YDR489W,0,0,0,0
YDR490C,4,0,1,1
YDR491C,0,0,4,0
YDR492W,2,8,6,1
YDR493W,0,0,0,0
YDR494W,0,0,0,0
YDR495C,0,0,0,0
YDR496C,1,8,7,4
YDR497C,4,0,0,0
YDR498C,7,1,7,0
YDR499W,2,4,0,6
YDR500C,2,2,0,0
YDR501W,2,3,14,20
YDR502C,10,2,5,4
YDR503C,3,7,11,7
YDR504C,16,0,0,0
YDR505C,0,0,0,0
YDR506C,6,42,44,8
YDR507C,16,16,5,24
YDR508C,0,0,0,0
YDR509W,0,0,0,0
YDR510C-A,5,7,1,0
YDR510W,20,13,11,25
YDR511W,0,0,0,0
YDR512C,1,10,24,3
YDR513W,0,0,0,0
YDR514C,0,0,0,0
YDR515W,0,4,0,3
YDR516C,19,3,0,8
YDR517W,0,1,0,1
YDR518W,7,13,40,43
YDR519W,0,2,0,1
YDR520C,2,0,0,0
YDR521W,0,0,0,0
YDR522C,0,0,0,0
YDR523C,0,1,0,0
YDR524C,3,0,0,8
YDR524C-A,0,0,0,0
YDR524C-B,12,0,0,0
YDR524W-C,7,0,0,0
YDR525W,0,0,0,0
YDR525W-A,56,50,66,42
YDR526C,0,0,0,0
YDR527W,0,0,0,0
YDR528W,8,10,1,13
YDR529C,0,0,0,0
YDR530C,0,3,0,0
YDR531W,1,0,0,0
YDR532C,6,3,0,1
YDR533C,2,0,0,0
YDR534C,0,0,0,0
YDR535C,1,0,2,1
YDR536W,5,1,2,9
YDR537C,0,0,0,0
YDR538W,0,0,0,0
YDR539W,4,4,7,18
YDR540C,0,0,0,0
YDR541C,10,10,29,16
YDR542W,0,0,0,0
YDR543C,0,0,0,0
YDR544C,0,0,0,0
YDR545C-A,0,0,0,0
YDR545W,3,3,0,3
YEL001C,0,3,9,7
YEL002C,3,2,5,20
YEL003W,0,0,0,0
YEL004W,0,0,0,0
YEL005C,0,0,0,0
YEL006W,0,1,1,6
YEL007W,0,3,0,1
YEL008C-A,0,0,0,0
YEL008W,21,2,7,5
YEL009C,0,0,0,0
YEL009C-A,0,0,0,0
YEL010W,0,0,0,0
YEL011W,0,0,0,0
YEL012W,0,3,8,0
YEL013W,0,0,0,0
YEL014C,0,0,0,0
YEL015W,0,2,0,1
YEL016C,6,0,1,1
YEL017C-A,0,0,0,0
YEL017W,0,0,1,0
YEL018C-A,0,0,0,0
YEL018W,4,2,3,9
YEL019C,0,0,0,0
YEL020C,0,1,1,1
YEL020C-B,0,0,0,0
YEL020W-A,0,0,0,0
YEL021W,0,0,0,0
YEL022W,0,0,0,0
YEL023C,0,0,0,0
YEL024W,0,0,0,0
YEL025C,0,0,0,0
YEL026W,7,3,1,0
YEL027W,1,0,0,0
YEL028W,0,0,0,0
YEL029C,0,1,13,2
YEL030C-A,0,0,0,0
YEL030W,0,0,0,0
YEL031W,0,0,0,1
YEL032C-A,0,0,0,0
YEL032W,0,0,0,0
YEL033W,0,1,0,0
YEL034C-A,14,0,1,0
YEL034W,0,0,0,0
YEL035C,9,2,0,0
YEL036C,0,1,0,0
YEL037C,0,0,0,0
YEL038W,2,13,2,4
YEL039C,6,1,0,0
YEL040W,98,86,76,84
YEL041W,0,0,2,0
YEL042W,0,0,0,0
YEL043W,0,0,0,0
YEL044W,64,79,38,71
YEL045C,49,8,2,3
YEL046C,11,10,14,22
YEL047C,0,0,0,0
YEL048C,0,0,2,0
YEL049W,0,0,0,1
YEL050C,0,0,0,0
YEL050W-A,0,0,0,0
YEL051W,0,0,0,0
YEL052W,0,1,1,0
YEL053C,0,0,0,0
YEL053W-A,0,0,0,0
YEL054C,15,2,8,12
YEL055C,0,15,15,0
YEL056W,0,0,0,0
YEL057C,7,0,0,1
YEL058W,0,5,0,3
YEL059C-A,0,1,1,0
YEL059W,0,0,0,0
YEL060C,0,0,0,0
YEL061C,0,0,0,0
YEL062W,0,0,0,0
YEL063C,0,0,0,0
YEL064C,0,1,0,0
YEL065W,16,85,73,71
YEL066W,72,59,67,58
YEL067C,4,0,0,0
YEL068C,0,0,2,0
YEL069C,6,28,13,22
YEL070W,0,1,0,0
YEL071W,100,89,87,84
YEL072W,17,8,4,16
YEL073C,0,0,0,3
YEL074W,0,0,0,0
YEL075C,2,0,0,0
YEL075W-A,0,0,0,0
YEL076C,0,0,0,0
YEL076C-A,5,0,0,0
YEL077C,5,7,3,8
YEL077W-A,0,0,0,0
YER001W,100,100,100,100
YER002W,2,1,2,0
YER003C,0,0,0,0
YER004W,1,59,17,7
YER005W,1,6,2,1
YER006C-A,0,0,0,0
YER006W,3,12,11,0
YER007C-A,0,0,0,0
YER007W,0,0,0,0
YER008C,0,0,1,0
YER009W,12,0,0,0
YER010C,0,11,18,14
YER011W,100,100,100,100
YER012W,0,0,0,0
YER013W,2,1,1,9
YER014C-A,0,0,0,0
YER014W,10,5,0,0
YER015W,3,0,0,3
YER016W,0,0,0,0
YER017C,0,0,0,0
YER018C,0,0,0,0
YER019C-A,0,0,1,0
YER019W,0,0,0,0
YER020W,0,2,0,2
YER021W,0,0,0,0
YER022W,1,0,0,0
YER023C-A,0,0,0,0
YER023W,1,0,0,0
YER024W,0,8,5,1
YER025W,6,11,17,2
YER026C,1,0,0,0
YER027C,0,0,0,0
YER028C,0,1,0,1
YER029C,0,0,0,0
YER030W,14,28,7,10
YER031C,2,0,0,0
YER032W,0,0,0,0
YER033C,0,0,0,0
YER034W,0,0,1,0
YER035W,0,0,0,0
YER036C,5,11,13,3
YER037W,100,100,99,100
YER038C,7,1,8,14
YER038W-A,0,0,0,0
YER039C,0,9,1,3
YER039C-A,0,0,0,0
YER040W,0,0,0,0
YER041W,9,4,12,2
YER042W,71,100,14,32
YER043C,53,11,8,8
YER044C,28,27,29,43
YER044C-A,0,0,0,0
YER045C,0,0,0,0
YER046W,0,0,2,0
YER046W-A,0,0,0,0
YER047C,47,35,71,76
YER048C,22,10,5,17
YER048W-A,0,0,0,0
YER049W,2,14,3,0
YER050C,0,0,0,0
YER051W,0,0,0,0
YER052C,12,6,13,21
YER053C,80,96,77,83
YER053C-A,0,0,0,0
YER054C,0,0,0,0
YER055C,60,42,38,56
YER056C,80,63,76,76
YER056C-A,5,6,0,0
YER057C,0,0,0,0
YER058W,0,0,0,0
YER059W,0,0,0,0
YER060W,2,0,0,1
YER060W-A,5,16,15,36
YER061C,0,0,0,1
YER062C,4,0,0,1
YER063W,27,47,11,9
YER064C,43,21,18,25
YER065C,0,1,1,0
YER066C-A,3,4,1,4
YER066W,0,0,1,0
YER067C-A,80,14,9,22
YER067W,0,0,0,0
YER068C-A,0,0,0,0
YER068W,0,0,0,0
YER069W,0,0,1,0
YER070W,12,18,16,7
YER071C,0,0,0,0
YER072W,100,100,84,74
YER073W,19,2,4,10
YER074W,21,3,1,0
YER074W-A,0,3,8,9
YER075C,0,2,5,0
YER076C,0,0,0,0
YER076W-A,0,0,0,0
YER077C,0,0,0,0
YER078C,7,5,2,8
YER078W-A,0,0,0,0
YER079C-A,0,0,0,0
YER079W,12,9,35,6
YER080W,10,6,0,2
YER081W,100,100,100,100
YER082C,4,10,13,1
YER083C,0,2,2,0
YER084W,12,0,7,13
YER084W-A,0,0,0,0
YER085C,0,0,0,0
YER086W,8,1,5,4
YER087C-A,0,0,0,0
YER087C-B,0,0,0,0
YER087W,1,0,0,1
YER088C,0,0,0,0
YER088C-A,0,0,0,0
YER088W-B,0,0,0,0
YER089C,0,0,0,0
YER090C-A,0,0,0,0
YER090W,0,0,0,0
YER091C,0,6,2,1
YER091C-A,0,0,0,0
YER092W,0,1,9,8
YER093C,0,0,0,0
YER093C-A,0,0,0,0
YER094C,0,0,0,0
YER095W,0,7,1,0
YER096W,0,2,1,0
YER097W,0,0,0,0
YER098W,28,2,8,4
YER099C,7,1,0,1
YER100W,0,0,0,0
YER101C,0,0,0,0
YER102W,13,5,12,2
YER103W,0,0,0,0
YER104W,0,0,0,0
YER105C,0,3,4,2
YER106W,0,0,0,0
YER107C,16,0,0,0
YER107W-A,0,14,5,2
YER109C,7,1,1,2
YER110C,13,22,18,16
YER111C,57,10,1,17
YER112W,9,0,0,0
YER113C,0,0,0,0
YER114C,0,0,0,0
YER115C,5,0,0,0
YER116C,0,0,0,0
YER117W,11,0,5,0
YER118C,0,0,0,0
YER119C,0,2,0,0
YER119C-A,0,0,0,0
YER120W,0,0,0,0
YER121W,0,0,0,0
YER122C,0,7,11,9
YER123W,1,1,0,3
YER124C,100,100,100,100
YER125W,0,0,1,1
YER126C,6,12,12,0
YER127W,23,21,15,16
YER128W,0,0,0,0
YER129W,0,0,0,0
YER130C,7,15,27,22
YER131W,45,17,50,30
YER132C,0,0,0,0
YER133W,0,0,0,0
YER133W-A,0,0,0,0
YER134C,0,0,0,1
YER135C,0,0,0,0
YER136W,2,2,1,0
YER137C,9,0,0,0
YER137C-A,0,0,0,0
YER137W-A,0,0,0,0
YER138C,100,100,100,100
YER138W-A,2,5,8,2
YER139C,3,0,0,0
YER140W,0,0,0,0
YER141W,1,0,1,2
YER142C,10,11,2,0
YER143W,0,0,0,0
YER144C,0,0,0,0
YER145C,20,6,1,8
YER145C-A,0,0,0,0
YER146W,4,3,2,15
YER147C,1,5,0,3
YER147C-A,2,0,0,0
YER148W,0,0,0,0
YER148W-A,0,0,0,0
YER149C,0,0,1,0
YER150W,40,12,4,12
YER151C,0,6,2,0
YER152C,9,8,0,1
YER152W-A,0,0,0,0
YER153C,0,0,0,0
YER154W,0,0,0,0
YER155C,0,0,0,0
YER156C,45,30,22,13
YER157W,0,0,0,0
YER158C,0,0,0,0
YER158W-A,0,0,0,0
YER159C,36,6,0,11
YER159C-A,0,0,0,0
YER160C,100,100,100,100
YER161C,0,0,0,0
YER162C,15,8,15,16
YER163C,0,2,0,0
YER164W,0,1,0,0
