locus_name,42,13,20,14,5,23,8,11,14,35,16,5
15S_rRNA,4,14,44,12,21,74,2,4,5,7,18,46
21S_rRNA,70,40,261,75,128,352,13,23,38,64,82,356
HRA1,1,2,2,4,3,2,4,2,2,5,3,2
ICR1,106,126,89,156,98,111,190,162,175,286,178,127
LSR1,128,199,465,131,193,401,132,178,137,250,178,298
NME1,17,23,32,9,29,37,16,30,34,38,32,35
PWR1,0,0,0,0,0,0,0,0,0,0,0,0
Q0010,0,0,0,0,0,0,0,0,0,0,0,0
Q0017,0,0,0,0,0,0,0,0,0,0,0,0
Q0032,0,0,0,0,0,0,0,0,0,0,0,0
Q0045,1,1,3,1,2,1,0,0,0,4,0,4
Q0050,4,7,24,7,14,26,1,2,1,5,9,26
Q0055,6,1,20,4,11,17,0,3,6,6,5,19
Q0060,0,1,0,0,0,1,0,0,0,0,0,0
Q0065,0,2,0,0,0,0,0,0,0,0,0,0
Q0070,0,0,0,0,0,0,0,0,0,0,0,0
Q0075,0,0,0,0,1,0,1,0,0,0,0,0
Q0080,0,0,0,0,0,0,0,0,0,0,0,0
Q0085,0,0,1,0,1,0,0,0,0,0,0,1
Q0092,0,0,0,0,0,0,0,0,0,0,0,0
Q0105,0,0,3,0,0,0,0,0,1,0,0,3
Q0110,0,0,0,0,0,0,0,0,0,0,0,0
Q0115,0,0,0,0,0,0,0,0,0,0,0,0
Q0120,1,0,0,0,0,0,0,1,0,0,1,1
Q0130,1,1,11,5,3,14,2,8,2,3,0,6
Q0140,0,0,0,0,0,0,0,0,0,0,0,0
Q0142,0,0,0,0,0,0,0,0,0,0,0,0
Q0143,0,0,0,0,0,0,0,0,0,0,0,0
Q0144,0,0,0,0,0,0,0,0,0,0,0,0
Q0160,2,0,2,0,2,2,0,0,0,2,0,5
Q0182,0,0,0,0,0,0,0,0,0,0,0,0
Q0250,1,2,2,2,1,5,0,1,1,1,2,4
Q0255,0,0,0,0,0,0,0,0,0,0,2,0
Q0275,0,1,6,1,3,5,0,0,0,0,3,2
Q0297,0,0,0,0,0,0,0,0,0,0,0,0
RDN18-1,0,0,0,0,0,0,0,0,0,0,0,0
RDN18-2,0,0,0,0,0,0,0,0,0,0,0,0
RDN25-1,0,0,0,0,0,0,0,0,0,0,0,0
RDN25-2,0,0,0,0,0,0,0,0,0,0,0,0
RDN37-1,0,0,0,0,0,0,0,0,0,0,0,0
RDN37-2,0,0,0,0,0,0,0,0,0,0,0,0
RDN5-1,29,35,254,54,36,307,34,63,37,96,113,175
RDN5-2,1,3,4,2,3,4,2,4,3,17,5,3
RDN5-3,0,0,0,0,0,0,0,0,0,0,0,0
RDN5-4,0,0,0,0,0,0,0,0,0,0,0,0
RDN5-5,0,0,0,0,0,0,0,0,0,0,0,0
RDN5-6,18,11,193,27,16,180,7,35,15,49,75,84
RDN58-1,0,0,0,0,0,0,0,0,0,0,0,0
RDN58-2,0,0,0,0,0,0,0,0,0,0,0,0
RNA170,10,15,6,15,5,20,24,14,22,44,14,17
RPM1,0,0,0,0,0,0,0,0,0,0,0,0
RPR1,70,34,128,41,79,118,25,32,31,50,30,47
RUF20,88,165,82,209,129,94,154,151,182,243,150,124
RUF21,10,63,9,50,53,17,60,39,58,41,55,15
RUF22,0,0,0,1,0,0,0,0,0,0,0,1
RUF23,7,5,4,6,8,9,11,9,16,20,10,7
RUF5-1,350,419,211,514,457,195,292,306,421,499,340,291
RUF5-2,212,241,119,345,321,135,182,197,288,345,227,186
SCR1,275,249,2259,104,380,1434,87,196,137,344,374,1137
SRG1,265,320,131,385,283,287,146,165,175,199,153,117
TLC1,1297,1520,834,1778,1455,1188,1935,1500,1823,2964,1806,1537
YAL001C,409,539,292,584,403,512,828,594,675,1235,753,510
YAL002W,453,580,296,629,441,515,589,395,577,851,565,395
YAL003W,9878,10410,7148,10199,11001,8616,8382,5683,8071,11071,5989,5613
YAL004W,0,0,0,0,0,0,0,0,0,0,0,0
YAL005C,14797,12837,11638,16108,9711,16005,12213,7236,9063,15617,8126,8575
YAL007C,910,1029,654,1126,836,952,1665,1232,1408,2338,1285,1116
YAL008W,431,359,353,578,290,448,589,500,540,888,515,511
YAL009W,298,368,206,409,251,294,464,394,478,745,452,366
YAL010C,257,367,196,407,262,314,444,345,421,726,431,290
YAL011W,293,404,225,407,375,330,580,462,577,960,552,437
YAL012W,4273,5133,4111,5207,4111,5069,8068,5384,6735,13711,6363,5875
YAL013W,927,1067,743,1026,1062,1102,1516,1340,1636,3037,1550,1208
YAL014C,936,926,822,1199,939,987,1428,1169,1573,2601,1342,1112
YAL015C,370,364,302,474,347,408,662,629,732,1170,746,515
YAL016C-A,15,18,22,29,19,37,39,22,28,41,16,13
YAL016C-B,33,52,34,60,15,43,61,74,37,133,88,72
YAL016W,1442,1780,1103,1950,1419,1752,2043,1659,2082,3323,1985,1548
YAL017W,965,1325,752,1380,819,1349,1517,1191,1310,2718,1592,971
YAL018C,6,3,1,2,7,1,2,3,2,1,4,4
YAL019W,493,897,307,552,859,657,777,452,695,1043,584,385
YAL019W-A,0,0,1,0,1,1,0,1,1,0,1,0
YAL020C,396,415,297,408,392,385,537,471,505,993,518,461
YAL021C,1002,1137,864,1312,1067,1188,1208,880,1397,2101,1142,966
YAL022C,880,995,702,965,939,1109,1355,1020,1389,2436,1259,1031
YAL023C,3225,3869,2449,3669,3307,3663,4658,2979,4287,7729,4016,3284
YAL024C,181,267,143,272,210,230,333,269,386,611,342,261
YAL025C,505,1254,431,528,1302,825,548,416,687,861,530,305
YAL026C,703,1029,521,904,784,932,1203,832,1139,1921,1054,690
YAL026C-A,12,27,7,36,18,11,17,23,23,58,28,20
YAL027W,190,219,172,241,253,262,314,219,345,486,267,196
YAL028W,410,457,277,527,313,459,626,519,632,1093,671,399
YAL029C,939,1460,692,1296,1197,1318,1811,1148,1498,2361,1482,1035
YAL030W,661,593,522,860,473,720,994,769,991,1682,823,888
YAL031C,470,463,274,591,449,489,750,520,760,1163,693,470
YAL031W-A,11,5,3,5,3,5,6,13,24,22,15,10
YAL032C,478,504,407,579,467,586,767,653,865,1458,787,577
YAL033W,235,241,180,277,281,292,320,288,307,435,283,214
YAL034C,562,541,381,702,382,548,711,609,727,1292,780,525
YAL034C-B,16,56,19,36,33,30,21,24,25,66,40,19
YAL034W-A,81,133,71,141,113,101,181,158,193,318,172,141
YAL035W,3563,5331,2692,4175,4836,5368,5397,3726,4557,8051,4175,2946
YAL036C,442,775,338,447,691,552,604,409,519,810,558,288
YAL037C-A,5,73,4,42,51,12,39,42,12,39,28,7
YAL037C-B,83,324,85,228,196,246,503,248,74,484,197,58
YAL037W,61,84,34,37,51,43,106,80,109,171,82,85
YAL038W,22794,24714,19145,22687,20208,31985,18582,11670,14404,26024,14106,10294
YAL039C,1782,1800,1552,2206,1501,1858,1977,1786,2363,4023,2274,1846
YAL040C,682,1055,381,587,847,640,1052,636,1210,1594,859,673
YAL041W,558,781,390,694,653,668,898,637,914,1498,719,605
YAL042C-A,1,0,0,0,0,0,0,0,0,1,1,0
YAL042W,3061,3527,2597,3567,2852,3521,4132,3655,4255,8082,4251,3497
YAL043C,748,894,570,847,780,744,1120,757,1179,1812,1062,865
YAL044C,1509,1231,1469,1861,1100,1561,881,716,775,1420,743,828
YAL044W-A,40,35,36,57,32,42,91,50,104,117,65,64
YAL045C,5,3,1,2,2,1,1,5,4,4,3,3
YAL046C,274,235,256,325,255,290,344,269,351,619,290,318
YAL047C,159,196,110,212,201,200,273,221,283,446,262,177
YAL047W-A,0,1,1,3,1,0,1,3,0,0,0,0
YAL048C,132,185,103,191,134,189,175,103,166,282,167,101
YAL049C,659,618,550,810,502,680,1014,807,988,1607,858,794
YAL051W,417,521,309,552,459,496,574,500,661,1082,637,427
YAL053W,3617,3217,2465,4064,2297,3651,5521,3780,5939,9422,5360,3777
YAL054C,264,270,220,394,250,287,453,502,585,862,650,390
YAL055W,365,290,307,442,300,410,509,448,556,963,489,422
YAL056C-A,2,4,4,2,7,1,10,2,5,4,3,4
YAL056W,921,1213,686,1204,1079,1102,1689,1354,1854,2984,1702,1265
YAL058W,244,267,183,291,237,297,269,240,286,523,291,216
YAL059C-A,0,0,0,0,0,0,0,0,0,0,0,0
YAL059W,65,194,58,94,183,122,93,83,116,136,108,62
YAL060W,1695,1455,1578,2396,1133,2070,1471,1312,1413,2560,1591,1323
YAL061W,2397,2092,2051,2871,1544,2318,513,532,589,944,574,555
YAL062W,398,420,361,486,343,513,623,561,671,1118,605,514
YAL063C,288,338,240,343,267,399,406,348,427,698,421,316
YAL063C-A,2,7,0,3,7,1,4,5,17,18,9,6
YAL064C-A,30,52,31,32,28,49,40,39,44,88,39,41
YAL064W,4,6,1,8,4,3,10,15,17,13,17,12
YAL064W-B,18,26,18,24,22,45,21,21,31,37,22,19
YAL065C,30,32,29,50,25,42,42,29,58,68,46,32
YAL066W,0,0,0,0,0,0,0,1,0,0,2,0
YAL067C,28,28,18,34,29,22,65,56,78,107,71,50
YAL067W-A,1,3,0,0,1,0,1,0,1,0,0,0
YAL068C,8,15,12,11,8,8,15,14,17,34,10,8
YAL068W-A,0,1,0,0,0,0,0,0,0,0,0,0
YAL069W,0,0,0,0,0,0,0,0,0,0,0,0
YAR002C-A,1365,1525,961,1636,1332,1424,2531,1730,2279,3292,1733,1596
YAR002W,585,998,468,789,823,751,1009,627,941,1575,768,628
YAR003W,417,466,298,505,486,529,785,530,724,1072,585,476
YAR007C,556,592,434,763,514,638,1122,843,1038,1785,986,825
YAR008W,179,190,122,226,188,195,378,300,399,638,344,288
YAR009C,1689,2106,1307,2101,1834,2508,577,324,518,789,473,310
YAR010C,686,646,459,783,530,861,582,459,562,878,512,450
YAR014C,700,1105,590,970,915,966,1215,879,1147,1823,1195,816
YAR015W,3134,2062,3153,4192,2038,2472,1447,921,1242,2001,1056,1330
YAR018C,267,340,215,382,287,358,453,400,466,749,426,355
YAR019C,300,360,157,332,250,308,406,313,439,706,457,302
YAR019W-A,4,6,3,2,6,6,7,4,6,10,6,8
YAR020C,35,31,25,38,29,42,60,44,51,110,34,42
YAR023C,111,71,53,118,76,88,104,92,96,170,104,98
YAR027W,1059,794,764,1381,651,776,1303,807,874,1470,796,897
YAR028W,357,299,240,402,288,308,529,353,384,629,351,296
YAR029W,14,25,11,15,31,18,30,19,24,48,26,17
YAR030C,27,46,7,30,36,16,31,36,39,39,24,17
YAR031W,203,196,120,293,150,149,234,166,249,345,215,176
YAR033W,234,261,191,301,227,291,338,259,316,548,323,261
YAR035C-A,1,1,0,3,2,2,8,6,5,6,1,8
YAR035W,214,147,166,222,146,223,396,384,497,879,484,339
YAR042W,1109,1322,826,1502,939,1327,1986,1116,1453,2758,1669,1170
YAR047C,6,8,7,12,8,5,13,15,8,9,5,9
YAR050W,227,310,200,270,252,358,308,265,334,542,306,252
YAR053W,7,7,4,8,11,5,18,22,27,40,17,24
YAR060C,2,6,3,8,5,2,10,4,7,10,3,2
YAR061W,2,5,3,6,4,5,8,2,4,6,3,4
YAR062W,7,19,7,11,10,12,22,4,17,20,8,6
YAR064W,21,24,15,31,13,18,17,21,23,31,24,24
YAR066W,55,62,37,60,41,56,89,45,71,119,86,51
YAR068W,105,108,109,131,99,157,325,247,293,528,249,266
YAR069C,5,3,1,8,3,3,2,0,1,8,1,0
YAR070C,5,6,4,5,4,6,2,5,3,8,3,6
YAR071W,2382,3163,1977,2853,2916,3197,175,170,199,301,208,149
YAR073W,284,339,228,410,292,324,183,123,167,248,151,117
YAR075W,149,194,141,188,185,221,120,93,126,212,110,95
YBL001C,787,787,671,1076,663,882,1599,1324,1417,2562,1311,1273
YBL002W,2133,2664,1377,2943,2293,2203,4252,3343,3442,5779,3253,2705
YBL003C,3706,4480,2653,4679,3883,4056,8669,6391,5929,10577,6369,5483
YBL004W,896,1767,508,970,1563,1199,1595,959,1490,1978,1248,709
YBL005W,652,796,415,808,759,694,392,261,437,599,379,290
YBL005W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL005W-B,1770,2475,1416,2217,2024,2822,773,536,671,1139,588,438
YBL006C,708,720,643,941,661,800,788,675,891,1320,753,678
YBL006W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL007C,2640,2771,2164,3353,2147,3148,3736,2678,3620,6290,3410,2658
YBL008W,239,323,162,330,345,284,392,305,354,623,346,272
YBL008W-A,1,3,0,4,3,3,4,1,2,2,2,3
YBL009W,186,355,142,273,309,288,365,273,350,538,329,199
YBL010C,150,158,103,195,170,155,305,220,284,469,243,206
YBL011W,1126,1539,795,1460,1232,1467,1975,1507,1908,3187,1722,1280
YBL012C,6,13,4,8,8,9,15,8,6,28,14,8
YBL013W,40,72,26,46,39,54,52,39,58,97,66,26
YBL014C,166,312,120,203,312,210,354,203,314,496,264,216
YBL015W,791,811,677,1057,553,996,1448,1405,1852,2673,1725,991
YBL016W,467,610,401,492,642,481,444,387,636,811,441,422
YBL017C,2242,2523,1502,2743,1695,2464,3615,2593,2973,5590,3118,2170
YBL018C,216,268,160,246,323,244,329,297,318,475,254,191
YBL019W,171,217,141,239,170,199,281,250,285,416,282,199
YBL020W,386,547,239,483,478,419,536,460,651,846,579,353
YBL021C,296,300,285,368,326,344,369,321,493,725,395,355
YBL022C,1487,1799,1112,2070,1428,1902,1858,1363,1648,3175,1727,1184
YBL023C,414,612,331,577,495,549,797,583,822,1381,688,496
YBL024W,737,1191,457,891,1087,957,940,596,914,1269,762,512
YBL025W,124,143,71,147,132,145,188,140,169,295,135,131
YBL026W,415,491,250,556,474,483,676,506,639,829,434,415
YBL027W,13714,16757,10480,15480,16124,16414,18087,12818,14842,24918,13248,11466
YBL028C,140,374,99,218,363,210,248,180,215,274,170,94
YBL029C-A,279,229,172,376,182,244,453,266,342,499,263,321
YBL029W,306,280,255,406,282,311,421,378,456,683,423,343
YBL030C,2963,3328,2824,4148,2639,3926,5258,4296,4951,8829,4932,3854
YBL031W,210,209,146,236,262,195,288,173,301,432,217,217
YBL032W,1295,1507,951,1522,1310,1329,1583,1178,1538,2388,1324,1095
YBL033C,1009,977,947,1445,849,1238,1307,1187,1512,2420,1345,1301
YBL034C,189,280,127,267,215,187,315,228,323,528,262,202
YBL035C,159,192,130,239,164,214,273,198,241,435,266,204
YBL036C,477,618,312,627,552,560,870,629,692,1175,625,527
YBL037W,418,546,374,654,452,611,631,449,584,876,487,361
YBL038W,453,490,359,618,502,529,643,520,632,1054,544,440
YBL039C,677,1344,442,683,1207,889,745,446,651,845,581,300
YBL039C-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL039W-B,98,95,53,161,88,90,209,152,181,288,175,147
YBL040C,793,792,615,1066,738,831,1592,1206,1385,1945,1080,1077
YBL041W,2546,2630,2072,3395,2361,2902,4426,3304,4228,7033,3612,3400
YBL042C,405,528,313,560,396,403,850,506,644,1069,645,551
YBL043W,77,81,52,114,53,86,101,136,180,248,142,116
YBL044W,12,12,5,16,8,19,130,120,171,252,103,135
YBL045C,1788,1782,1481,2453,1235,1963,2236,1799,2321,4118,2223,1708
YBL046W,654,795,542,789,647,820,971,878,1124,1900,1019,844
YBL047C,3269,3807,2831,4241,2788,4376,4498,3457,4318,8197,4337,3213
YBL048W,15,23,15,22,21,14,26,25,47,54,29,34
YBL049W,109,100,78,109,86,90,200,156,212,273,158,129
YBL050W,1138,1146,807,1633,960,1219,1835,1484,1743,2652,1578,1260
YBL051C,1149,1444,894,1368,1200,1286,1443,924,1487,2450,1281,901
YBL052C,239,430,180,342,367,356,470,371,410,776,407,273
YBL053W,5,10,4,7,6,5,10,9,2,12,2,6
YBL054W,163,380,89,163,427,200,200,123,256,195,164,76
YBL055C,675,766,482,730,650,732,879,637,807,1078,751,582
YBL056W,2527,2814,1895,3185,2447,3181,3035,2511,2920,4780,2926,2000
YBL057C,819,785,622,924,879,906,1063,867,1074,1479,879,866
YBL058W,2256,2518,1763,2777,2113,2525,2936,2140,2720,4790,2502,2031
YBL059C-A,187,166,136,242,171,210,292,212,258,312,223,203
YBL059W,145,146,99,209,147,188,190,195,231,332,178,186
YBL060W,252,331,189,318,279,328,422,359,497,710,387,279
YBL061C,575,750,467,752,655,856,718,633,759,1301,725,475
YBL062W,2,1,2,0,4,2,1,5,4,6,3,2
YBL063W,202,371,144,331,299,334,361,266,357,627,297,219
YBL064C,1103,900,833,1512,815,1147,1153,1163,1288,2092,1257,963
YBL065W,2,5,1,3,1,0,1,5,2,8,1,0
YBL066C,258,334,185,343,217,278,491,327,508,891,484,303
YBL067C,747,856,473,957,719,718,1141,805,983,1635,987,663
YBL068W,469,614,286,524,627,559,531,395,574,692,449,321
YBL068W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL069W,238,278,168,303,253,257,332,249,287,437,257,202
YBL070C,1,3,1,1,8,3,4,3,6,7,8,5
YBL071C,61,53,28,55,80,49,92,66,99,102,66,55
YBL071C-B,4,4,2,2,7,5,2,4,4,3,1,0
YBL071W-A,95,94,43,72,135,82,143,80,134,144,80,103
YBL072C,15086,18469,10698,17300,16616,16318,19722,13840,14711,26198,14810,11872
YBL073W,0,2,3,3,3,2,4,1,1,2,2,0
YBL074C,62,82,43,61,64,90,51,43,65,103,62,40
YBL075C,303,342,235,379,387,299,517,452,527,881,438,368
YBL076C,3725,5554,2822,4772,4263,5026,5125,3418,4167,7067,4244,2618
YBL077W,48,73,30,74,60,23,29,50,56,81,54,48
YBL078C,380,323,303,550,299,471,688,583,575,1021,504,473
YBL079W,575,994,413,785,751,809,914,716,828,1368,880,523
YBL080C,263,262,181,356,268,313,366,301,446,649,402,321
YBL081W,571,787,464,533,973,595,656,371,877,969,470,434
YBL082C,435,512,385,429,473,533,814,605,782,1292,728,554
YBL083C,5,5,0,3,3,6,7,4,2,7,8,5
YBL084C,333,405,213,417,301,352,677,499,742,1141,622,500
YBL085W,1302,1661,803,1489,1320,1362,3014,1795,2813,4624,2306,1799
YBL086C,895,952,628,1055,786,812,1226,1036,1421,2236,1249,1020
YBL087C,6766,8071,5454,7877,8282,7862,7988,5868,6534,11038,5942,5284
YBL088C,571,591,400,745,473,601,717,514,676,1158,637,505
YBL089W,352,354,242,459,341,363,459,329,462,676,388,337
YBL090W,269,283,216,392,277,255,381,282,333,509,341,233
YBL091C,3017,2921,2423,3546,2707,3065,3816,3023,4105,6841,3525,3464
YBL091C-A,455,349,379,581,328,418,571,515,605,941,517,527
YBL092W,16319,18941,13015,17631,19361,19225,22412,15942,18831,29566,14810,14282
YBL093C,772,1117,577,819,1029,907,1209,843,1074,1771,886,859
YBL094C,1,0,0,1,0,1,3,2,1,0,0,1
YBL095W,123,138,132,123,130,169,232,192,180,421,205,180
YBL096C,2,8,1,4,5,13,13,9,13,18,8,2
YBL097W,102,183,84,145,137,183,187,149,118,279,172,101
YBL098W,164,193,147,211,160,202,305,239,253,408,247,198
YBL099W,3579,3627,2773,4337,2785,3875,5029,3821,4855,8181,4495,3481
YBL100C,32,53,27,60,37,33,56,34,63,67,42,25
YBL100W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBL100W-B,513,664,354,663,556,692,360,243,346,530,270,236
YBL100W-C,9,5,4,6,2,7,5,1,2,6,7,3
YBL101C,1205,1021,1063,1590,653,1156,1011,867,983,2038,1130,740
YBL102W,783,718,614,1018,600,706,934,858,1016,1624,929,737
YBL103C,492,522,357,707,455,524,720,488,681,1102,572,447
YBL104C,330,439,228,373,390,350,570,362,497,829,430,339
YBL105C,1290,1715,881,1580,1342,1493,2134,1391,1988,3294,1984,1281
YBL106C,222,321,157,291,227,269,395,282,356,683,392,256
YBL107C,386,460,246,553,411,480,524,426,492,894,498,404
YBL107W-A,9,12,10,9,14,9,11,12,13,31,16,19
YBL108C-A,14,11,15,14,16,12,15,16,19,32,18,14
YBL108W,1,3,3,0,1,5,13,11,8,7,6,6
YBL109W,2,8,2,4,4,3,9,11,9,17,8,8
YBL111C,156,161,122,185,148,200,202,127,216,372,268,135
YBL112C,28,39,32,42,42,54,38,31,39,125,56,38
YBL113C,753,710,625,761,686,898,1216,1021,1641,2604,1243,1087
YBL113W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBR001C,632,760,497,1009,603,866,1070,908,970,1822,1023,757
YBR002C,318,465,255,461,505,432,522,385,471,787,472,328
YBR003W,695,815,556,953,637,862,941,887,975,1628,862,640
YBR004C,590,639,283,687,525,483,744,547,747,890,599,505
YBR005W,1371,933,809,1194,589,843,1378,748,1062,1679,884,1093
YBR006W,530,428,386,803,332,490,758,642,764,1268,720,649
YBR007C,391,443,271,461,399,407,708,499,824,1130,676,493
YBR008C,312,331,221,407,371,316,564,420,592,884,469,417
YBR009C,4786,5283,3161,4968,5770,6104,8973,7869,7607,13357,7398,5975
YBR010W,3843,5236,2359,4608,4896,4265,8340,6153,5868,10123,6579,5041
YBR011C,8780,8556,7370,10129,8802,8817,15007,11228,15343,22714,12058,11904
YBR012C,40,57,33,67,57,53,43,35,53,51,38,34
YBR012W-A,0,0,0,0,0,0,0,0,0,0,0,0
YBR012W-B,1562,1919,1072,1791,1670,2131,660,407,636,1022,551,384
YBR013C,84,80,62,104,67,81,127,98,100,173,105,92
YBR014C,429,416,314,509,347,438,816,619,757,1223,716,552
YBR015C,1534,2031,1172,1939,1678,1937,2415,1790,2404,3849,2263,1567
YBR016W,1684,1310,1318,1749,1184,1469,2505,1723,2408,3760,1713,1830
YBR017C,915,1339,697,1174,1227,1249,1268,845,1012,1736,944,732
YBR018C,43,51,37,63,42,40,104,97,117,178,108,65
YBR019C,128,117,97,137,110,143,163,121,167,236,162,126
YBR020W,90,173,72,132,133,126,213,146,196,350,206,174
YBR021W,190,214,117,264,186,156,205,154,254,327,224,132
YBR022W,222,215,194,335,203,270,264,201,214,331,188,179
YBR023C,1202,1483,887,1639,1214,1467,2018,1610,2138,3654,2098,1393
YBR024W,254,301,169,305,245,283,377,279,367,558,356,260
YBR025C,5307,7206,3947,6529,6184,6513,5942,4200,5227,8239,4794,3634
YBR026C,878,802,614,1051,556,832,1021,828,1002,1531,908,778
YBR027C,12,18,10,36,20,18,18,18,26,44,29,12
YBR028C,365,503,257,555,503,421,484,359,477,750,438,306
YBR029C,695,880,566,979,932,734,744,706,1070,1412,833,553
YBR030W,264,446,199,365,459,294,401,323,450,619,341,241
YBR031W,22547,26805,17605,24142,21976,24694,26472,19552,21683,39036,21635,18212
YBR032W,58,196,42,60,202,121,110,141,166,257,174,100
YBR033W,205,260,138,219,232,208,274,259,350,509,342,206
YBR034C,928,1799,727,1068,1968,1309,873,633,1129,1302,772,533
YBR035C,961,1056,753,1437,808,952,1752,1430,1538,2423,1512,1317
YBR036C,2739,2567,2039,3128,1978,2766,3860,2798,3592,5727,3318,2695
YBR037C,432,397,325,589,333,454,642,510,590,981,594,474
YBR038W,445,619,360,697,544,577,478,424,584,888,517,319
YBR039W,1416,1463,1218,1995,1115,1454,2121,1682,1943,3537,2025,1619
YBR040W,2,1,0,1,3,0,2,4,2,1,3,1
YBR041W,936,1243,721,1405,806,1163,1194,918,1189,2036,1138,783
YBR042C,426,619,324,579,518,471,719,508,608,956,526,416
YBR043C,516,585,433,766,505,569,966,891,1058,1686,1094,674
YBR044C,499,562,336,613,489,563,670,494,728,1036,623,464
YBR045C,72,94,54,112,66,75,99,83,92,181,97,76
YBR046C,644,535,494,1092,361,620,869,714,758,1448,830,678
YBR047W,135,92,90,184,71,98,109,86,81,129,73,77
YBR048W,8747,10695,7096,9418,10398,10827,12023,8241,9658,16987,8451,7161
YBR049C,535,711,366,660,721,717,741,540,801,1246,730,543
YBR050C,300,233,232,371,184,318,150,190,270,360,205,158
YBR051W,6,19,4,13,14,22,12,14,14,29,12,9
YBR052C,1964,1859,1647,2616,1517,1993,3053,2591,2791,4850,2543,2495
YBR053C,779,625,636,1112,407,723,918,790,721,1444,860,869
YBR054W,704,347,467,733,252,332,167,138,220,261,164,123
YBR055C,338,513,209,454,390,383,659,545,660,1048,610,463
