locus_name,31,38,22,15,4,1
15S_rRNA,1,12,5,50,5,4
21S_rRNA,29,58,46,391,44,31
HRA1,4,2,5,2,1,5
ICR1,111,81,116,203,252,205
LSR1,100,81,139,439,260,210
NME1,20,15,24,52,41,32
PWR1,0,0,0,0,0,0
Q0010,0,0,0,0,0,0
Q0017,0,0,0,0,0,0
Q0032,0,0,0,0,0,0
Q0045,0,1,0,7,4,0
Q0050,2,1,6,37,6,5
Q0055,0,0,4,32,1,3
Q0060,0,0,0,1,0,0
Q0065,0,0,0,0,0,0
Q0070,0,0,0,0,0,0
Q0075,0,0,1,0,0,0
Q0080,0,0,0,0,0,0
Q0085,0,0,0,3,0,1
Q0092,0,0,0,0,0,0
Q0105,0,0,0,2,0,0
Q0110,0,0,0,0,0,0
Q0115,0,0,0,0,0,0
Q0120,0,0,0,1,1,2
Q0130,2,2,1,18,2,3
Q0140,0,0,0,0,0,0
Q0142,0,0,0,0,0,0
Q0143,0,0,0,0,0,0
Q0144,0,0,0,0,0,0
Q0160,0,0,1,3,1,0
Q0182,0,0,0,0,0,0
Q0250,0,0,0,5,2,1
Q0255,0,0,0,0,0,0
Q0275,0,0,0,6,1,1
Q0297,0,0,0,0,0,0
RDN18-1,0,0,0,0,0,0
RDN18-2,0,0,0,0,0,0
RDN25-1,0,0,0,0,0,0
RDN25-2,0,0,0,0,0,0
RDN37-1,0,0,0,0,0,0
RDN37-2,0,0,0,0,0,0
RDN5-1,71,107,21,215,79,49
RDN5-2,4,5,2,3,10,3
RDN5-3,0,0,0,0,0,0
RDN5-4,0,0,0,0,0,0
RDN5-5,0,0,0,0,0,0
RDN5-6,15,42,8,132,31,18
RDN58-1,0,0,0,0,0,0
RDN58-2,0,0,0,0,0,0
RNA170,15,9,6,24,21,28
RPM1,0,0,0,0,0,0
RPR1,71,45,40,83,31,36
RUF20,50,30,130,158,196,237
RUF21,4,2,33,56,66,86
RUF22,0,0,0,0,0,0
RUF23,16,8,6,19,11,16
RUF5-1,130,102,352,399,409,472
RUF5-2,83,76,242,243,261,299
SCR1,294,434,101,1743,269,115
SRG1,134,95,280,145,221,215
TLC1,960,698,1427,2240,2159,2314
YAL001C,353,289,423,712,1036,840
YAL002W,348,291,521,581,771,712
YAL003W,14514,8639,11866,8398,7278,7296
YAL004W,0,0,0,0,0,0
YAL005C,21270,14268,10068,11725,10714,9851
YAL007C,898,753,948,1669,1611,1519
YAL008W,384,271,281,708,708,685
YAL009W,271,182,301,507,562,547
YAL010C,234,212,306,439,561,506
YAL011W,321,251,373,569,707,669
YAL012W,7846,5998,4134,8621,8022,7277
YAL013W,1688,1088,940,1777,1967,1798
YAL014C,1475,1137,816,1693,1619,1658
YAL015C,506,347,341,708,806,878
YAL016C-A,42,17,20,23,28,32
YAL016C-B,24,26,32,86,96,85
YAL016W,1387,1230,1466,2112,2511,2447
YAL017W,1029,892,911,1342,2004,1646
YAL018C,1,0,2,2,6,4
YAL019W,686,484,826,561,715,585
YAL019W-A,2,1,0,1,1,0
YAL020C,728,490,343,681,618,599
YAL021C,1460,1218,1124,1279,1378,1436
YAL022C,1551,1154,849,1533,1606,1519
YAL023C,4531,3395,3291,4760,4947,4794
YAL024C,162,141,266,344,477,380
YAL025C,1112,499,1284,430,530,430
YAL026C,749,599,841,987,1365,1230
YAL026C-A,3,6,15,29,50,66
YAL027W,221,146,257,298,322,336
YAL028W,556,407,262,602,807,751
YAL029C,1082,747,1216,1453,1766,1606
YAL030W,727,627,449,1220,1186,1147
YAL031C,445,280,416,674,970,875
YAL031W-A,0,2,8,14,15,27
YAL032C,697,495,459,804,1010,924
YAL033W,321,181,267,332,349,383
YAL034C,700,486,408,711,998,802
YAL034C-B,9,16,20,43,54,55
YAL034W-A,99,69,106,202,218,208
YAL035W,5634,3804,4751,4463,5380,4632
YAL036C,793,530,654,539,574,461
YAL037C-A,7,3,23,14,55,51
YAL037C-B,78,40,322,163,443,309
YAL037W,34,38,69,115,106,109
YAL038W,48542,35697,20506,16050,16424,15217
YAL039C,3056,2118,1370,2657,2615,2775
YAL040C,739,506,962,947,1043,980
YAL041W,662,531,676,875,1013,963
YAL042C-A,0,0,0,0,1,0
YAL042W,4845,3599,2646,5226,5012,5075
YAL043C,1163,790,813,1188,1202,1260
YAL044C,2152,2075,1056,1114,1022,876
YAL044W-A,42,34,39,99,93,90
YAL045C,2,0,0,5,2,5
YAL046C,426,338,241,405,387,395
YAL047C,175,120,181,249,358,299
YAL047W-A,0,0,0,2,3,1
YAL048C,162,141,140,175,184,188
YAL049C,735,540,556,1120,1145,1155
YAL051W,345,328,457,632,766,744
YAL053W,3841,3456,2373,5796,6777,6833
YAL054C,384,240,228,584,723,772
YAL055W,456,419,230,615,603,653
YAL056C-A,1,2,5,1,5,6
YAL056W,1130,906,1053,1660,2127,1901
YAL058W,299,269,237,316,355,294
YAL059C-A,0,0,0,0,0,0
YAL059W,98,43,221,92,114,85
YAL060W,2427,1869,1067,1829,2064,2012
YAL061W,3457,3089,1268,749,704,771
YAL062W,743,484,380,753,755,778
YAL063C,503,374,281,419,474,514
YAL063C-A,1,1,4,10,14,20
YAL064C-A,93,55,36,54,63,48
YAL064W,3,1,4,12,27,22
YAL064W-B,60,26,15,27,35,34
YAL065C,60,35,33,47,42,48
YAL066W,0,0,1,0,0,2
YAL067C,10,13,21,79,88,103
YAL067W-A,1,1,1,1,2,1
YAL068C,18,15,5,22,18,19
YAL068W-A,0,0,0,0,0,0
YAL069W,0,0,0,0,0,0
YAR002C-A,1463,1037,1420,2346,2636,2325
YAR002W,605,459,906,871,1052,927
YAR003W,496,372,465,707,762,783
YAR007C,559,464,539,1078,1275,1322
YAR008W,188,155,203,378,474,443
YAR009C,1897,1566,1779,474,565,534
YAR010C,765,574,563,670,645,635
YAR014C,1084,821,939,1020,1310,1189
YAR015W,2176,3177,2108,1660,1308,1365
YAR018C,260,215,311,425,597,545
YAR019C,261,216,275,425,524,509
YAR019W-A,6,1,5,6,7,11
YAR020C,40,28,44,60,62,59
YAR023C,81,62,68,141,128,136
YAR027W,596,618,643,1385,1306,1156
YAR028W,290,347,297,523,498,478
YAR029W,16,8,26,26,40,31
YAR030C,26,15,32,35,29,30
YAR031W,159,112,143,250,285,258
YAR033W,327,242,224,377,395,377
YAR035C-A,2,1,1,3,8,12
YAR035W,475,270,127,463,575,584
YAR042W,1458,1070,1028,1561,2023,1677
YAR047C,1,5,9,10,11,10
YAR050W,509,355,271,345,357,379
YAR053W,4,3,1,23,17,30
YAR060C,0,1,4,8,9,8
YAR061W,9,8,4,6,7,2
YAR062W,12,17,8,17,15,14
YAR064W,43,28,15,24,30,24
YAR066W,67,37,39,62,48,90
YAR068W,196,184,99,330,322,318
YAR069C,5,0,4,4,2,4
YAR070C,5,3,4,8,7,8
