locus_name,26,33,29,37,42,30
15S_rRNA,13,0,14,6,3,16
21S_rRNA,61,10,110,67,23,76
HRA1,3,5,5,0,2,3
ICR1,186,85,112,184,183,239
LSR1,177,66,264,153,117,306
NME1,22,6,44,26,23,28
PWR1,0,0,0,0,0,0
Q0010,0,0,0,0,0,0
Q0017,0,0,0,0,0,0
Q0032,0,0,0,0,0,0
Q0045,1,0,2,1,0,1
Q0050,4,1,18,6,2,12
Q0055,8,0,5,3,1,4
Q0060,0,0,0,0,0,1
Q0065,1,0,0,0,1,0
Q0070,0,0,0,0,0,0
Q0075,0,0,0,0,0,0
Q0080,0,0,0,0,0,0
Q0085,0,0,0,1,1,1
Q0092,0,0,0,0,0,0
Q0105,0,0,0,0,0,2
Q0110,0,0,0,0,1,0
Q0115,0,0,0,0,0,0
Q0120,2,0,0,0,0,0
Q0130,1,2,5,1,2,9
Q0140,0,0,0,0,0,0
Q0142,0,0,0,0,0,0
Q0143,0,0,0,0,0,0
Q0144,0,0,0,0,0,0
Q0160,0,0,1,1,2,2
Q0182,0,0,0,0,0,0
Q0250,0,0,2,0,0,4
Q0255,0,0,1,0,0,1
Q0275,0,0,2,1,2,0
Q0297,0,0,0,0,0,0
RDN18-1,0,0,0,0,0,0
RDN18-2,0,0,0,0,0,0
RDN25-1,0,0,0,0,0,0
RDN25-2,0,0,0,0,0,0
RDN37-1,0,0,0,0,0,0
RDN37-2,0,0,0,0,0,0
RDN5-1,56,28,68,72,43,64
RDN5-2,5,6,4,1,2,6
RDN5-3,0,0,0,0,0,0
RDN5-4,0,0,0,0,0,0
RDN5-5,0,0,0,0,0,0
RDN5-6,12,8,20,27,13,24
RDN58-1,0,0,0,0,0,0
RDN58-2,0,0,0,0,0,0
RNA170,24,8,6,38,18,31
RPM1,0,0,0,0,0,0
RPR1,62,39,208,53,15,37
RUF20,183,59,98,121,185,234
RUF21,113,7,21,19,88,115
RUF22,0,0,0,0,1,1
RUF23,10,4,5,13,9,16
RUF5-1,800,138,364,366,373,601
RUF5-2,504,103,238,227,280,371
SCR1,203,101,582,318,89,311
SRG1,362,159,276,123,143,190
TLC1,2213,872,1400,1678,2058,2915
YAL001C,863,353,408,673,911,1131
YAL002W,693,356,436,406,586,720
YAL003W,10821,9291,13021,7442,7010,9367
YAL004W,0,0,0,0,0,0
YAL005C,23470,10177,12056,9813,11423,12180
YAL007C,1438,753,961,1226,1564,1814
YAL008W,725,297,367,658,543,731
YAL009W,487,206,338,476,468,639
YAL010C,438,215,319,400,459,565
YAL011W,528,311,401,579,601,887
YAL012W,7454,4421,4980,8069,8298,10269
YAL013W,1276,913,1213,2374,1487,2245
YAL014C,1323,825,980,2044,1302,1927
YAL015C,542,304,395,850,611,888
YAL016C-A,37,46,35,20,14,20
YAL016C-B,69,29,43,72,98,146
YAL016W,2184,1139,1772,2038,2046,2660
YAL017W,1974,837,894,1352,1473,2003
YAL018C,3,2,1,5,1,6
YAL019W,833,718,840,523,791,915
YAL019W-A,2,1,0,1,1,0
YAL020C,417,327,425,873,525,650
YAL021C,1503,1008,1305,1512,1114,1556
YAL022C,1152,902,1087,1909,1129,1529
YAL023C,4327,2971,3891,4768,4342,5604
YAL024C,302,199,242,287,369,454
YAL025C,790,945,1516,569,506,1042
YAL026C,1185,619,766,1032,1137,1542
YAL026C-A,39,2,10,26,58,73
YAL027W,287,176,257,361,256,390
YAL028W,576,329,304,703,489,774
YAL029C,1712,964,1206,1350,1651,2067
YAL030W,983,484,591,1241,821,1179
YAL031C,617,341,454,789,629,800
YAL031W-A,17,3,4,15,14,28
YAL032C,578,429,542,1068,716,1173
YAL033W,252,210,359,307,242,359
YAL034C,725,350,397,872,661,947
YAL034C-B,40,10,34,25,47,62
YAL034W-A,131,63,122,203,175,254
YAL035W,5342,4542,5487,4361,4449,6513
YAL036C,636,576,856,430,543,700
YAL037C-A,128,2,14,13,51,56
YAL037C-B,371,137,87,41,244,254
YAL037W,69,34,60,93,84,107
YAL038W,31528,30896,31427,15559,12994,16487
YAL039C,2410,1413,1880,3486,2044,2998
YAL040C,867,652,941,840,1130,1298
YAL041W,796,541,653,811,817,1020
YAL042C-A,0,1,0,1,0,1
YAL042W,4498,2617,3385,5681,4207,5782
YAL043C,880,699,1004,1249,1038,1272
YAL044C,2555,1200,1259,1034,770,945
YAL044W-A,55,30,48,90,70,77
YAL045C,5,3,6,2,7,4
YAL046C,350,210,326,477,300,397
YAL047C,254,148,177,298,234,363
YAL047W-A,0,1,0,1,1,4
YAL048C,197,135,159,152,163,210
YAL049C,895,499,637,1097,1004,1161
YAL051W,636,320,512,663,638,846
YAL053W,4447,2623,2718,6127,4963,6912
YAL054C,335,202,297,856,376,652
YAL055W,520,271,392,825,409,720
YAL056C-A,6,3,0,5,9,3
YAL056W,1530,936,1192,2008,1529,2550
YAL058W,388,235,257,306,322,360
YAL059C-A,0,0,0,0,0,0
YAL059W,119,105,199,78,122,191
YAL060W,2750,1206,1404,2057,1304,1783
