locus_name,8,10,24,36,1,9
15S_rRNA,3,6,9,15,4,40
21S_rRNA,32,104,54,79,31,148
HRA1,0,4,1,5,5,0
ICR1,120,132,133,155,205,146
LSR1,84,158,201,195,210,263
NME1,23,22,25,18,32,45
PWR1,0,0,0,0,0,0
Q0010,0,0,0,0,0,0
Q0017,0,0,0,0,0,0
Q0032,0,0,0,0,0,0
Q0045,1,1,0,0,0,4
Q0050,1,9,7,5,5,20
Q0055,1,12,4,6,3,13
Q0060,0,0,0,0,0,1
Q0065,0,2,1,0,0,0
Q0070,0,1,0,0,0,0
Q0075,0,0,0,0,0,0
Q0080,0,0,0,0,0,0
Q0085,0,2,0,0,1,0
Q0092,0,0,0,0,0,0
Q0105,0,0,0,0,0,2
Q0110,0,0,1,0,0,0
Q0115,0,0,0,0,0,0
Q0120,0,1,0,0,2,1
Q0130,1,0,1,9,3,6
Q0140,0,0,0,0,0,0
Q0142,0,0,0,0,0,0
Q0143,0,0,0,0,0,0
Q0144,0,0,0,0,0,0
Q0160,1,4,1,1,0,0
Q0182,0,0,0,0,0,0
Q0250,0,2,2,0,1,1
Q0255,0,0,0,2,0,0
Q0275,0,0,2,0,1,3
Q0297,0,0,0,0,0,0
RDN18-1,0,0,0,0,0,0
RDN18-2,0,0,0,0,0,0
RDN25-1,0,0,0,0,0,0
RDN25-2,0,0,0,0,0,0
RDN37-1,0,0,0,0,0,0
RDN37-2,0,0,0,0,0,0
RDN5-1,50,51,100,103,49,134
RDN5-2,7,8,5,6,3,2
RDN5-3,0,0,0,0,0,0
RDN5-4,0,0,0,0,0,0
RDN5-5,0,0,0,0,0,0
RDN5-6,25,8,55,47,18,46
RDN58-1,0,0,0,0,0,0
RDN58-2,0,0,0,0,0,0
RNA170,13,18,11,26,28,12
RPM1,0,0,0,0,0,0
RPR1,48,51,73,44,36,41
RUF20,55,134,127,135,237,195
RUF21,5,46,47,38,86,26
RUF22,0,0,1,0,0,0
RUF23,6,2,5,7,16,13
RUF5-1,155,360,399,271,472,196
RUF5-2,67,256,244,155,299,160
SCR1,163,194,354,332,115,972
SRG1,171,283,269,122,215,97
TLC1,1033,1435,1492,1480,2314,1876
YAL001C,414,482,580,641,840,738
YAL002W,431,507,564,529,712,533
YAL003W,10137,8425,12226,6280,7296,7678
YAL004W,0,0,0,0,0,0
YAL005C,16760,10562,12753,8459,9851,12446
YAL007C,890,871,1134,1099,1519,1434
YAL008W,392,380,353,483,685,482
YAL009W,297,359,368,398,547,373
YAL010C,268,321,424,372,506,303
YAL011W,355,398,461,564,669,609
YAL012W,5949,4162,5593,6892,7277,7520
YAL013W,1388,958,1231,1534,1798,1364
YAL014C,1222,872,982,1309,1658,1088
YAL015C,434,361,378,647,878,616
YAL016C-A,40,26,16,17,32,16
YAL016C-B,23,37,43,38,85,84
YAL016W,1703,1555,1726,1838,2447,1579
YAL017W,1258,1122,1091,1405,1646,1324
YAL018C,1,3,4,2,4,3
YAL019W,675,879,1058,537,585,681
YAL019W-A,0,1,2,2,0,1
YAL020C,531,370,476,496,599,473
YAL021C,1428,1113,1267,1102,1436,830
YAL022C,1407,860,1120,1238,1519,929
YAL023C,4172,3548,4345,3877,4794,3568
YAL024C,207,249,300,347,380,265
YAL025C,921,1175,1533,438,430,585
YAL026C,907,915,990,978,1230,962
YAL026C-A,5,25,37,22,66,30
YAL027W,238,198,249,265,336,167
YAL028W,521,388,413,609,751,425
YAL029C,1182,1383,1532,1250,1606,1523
YAL030W,674,471,495,919,1147,597
YAL031C,459,386,440,693,875,431
YAL031W-A,3,9,2,9,27,6
YAL032C,576,478,541,792,924,668
YAL033W,297,225,277,267,383,204
YAL034C,614,519,602,756,802,394
YAL034C-B,17,33,58,38,55,35
YAL034W-A,112,126,135,178,208,149
YAL035W,5191,4817,6116,4274,4632,4939
YAL036C,756,728,900,415,461,610
YAL037C-A,10,72,43,27,51,27
YAL037C-B,102,210,354,306,309,225
YAL037W,37,65,74,76,109,71
YAL038W,38974,22233,28616,13995,15217,12842
YAL039C,2339,1545,1931,2080,2775,1723
YAL040C,701,935,1219,852,980,625
YAL041W,689,646,810,742,963,592
YAL042C-A,0,0,0,1,0,0
YAL042W,4155,3014,3730,3836,5075,4066
YAL043C,987,815,923,915,1260,902
YAL044C,1794,1066,1314,799,876,804
YAL044W-A,35,32,39,72,90,52
YAL045C,2,0,4,1,5,0
YAL046C,376,226,291,328,395,289
YAL047C,160,174,209,248,299,211
YAL047W-A,0,0,1,0,1,1
YAL048C,183,174,187,131,188,132
YAL049C,711,595,677,870,1155,800
YAL051W,459,495,605,532,744,514
YAL053W,3631,2643,3300,5113,6833,4041
YAL054C,357,233,248,514,772,343
YAL055W,451,259,327,521,653,389
YAL056C-A,1,5,4,1,6,2
YAL056W,1172,1233,1373,1615,1901,1369
YAL058W,303,304,275,249,294,304
YAL059C-A,0,0,0,0,0,0
YAL059W,93,169,230,98,85,131
YAL060W,2260,1277,1359,1413,2012,1334
YAL061W,2976,1792,1981,526,771,445
YAL062W,701,414,490,634,778,526
YAL063C,428,289,328,363,514,262
YAL063C-A,3,1,2,4,20,3
YAL064C-A,65,55,43,47,48,26
YAL064W,4,4,3,11,22,13
YAL064W-B,36,16,31,22,34,19
YAL065C,45,24,32,35,48,35
YAL066W,0,1,0,0,2,0
YAL067C,23,26,15,52,103,37
YAL067W-A,0,1,1,0,1,0
YAL068C,17,16,9,14,19,8
YAL068W-A,0,0,0,0,0,0
YAL069W,0,0,0,0,0,0
YAR002C-A,1338,1257,1496,1886,2325,2104
YAR002W,684,857,976,846,927,739
YAR003W,452,471,544,549,783,513
YAR007C,591,499,610,1042,1322,837
YAR008W,194,191,247,326,443,342
YAR009C,2185,2041,2499,451,534,299
YAR010C,801,644,803,477,635,619
YAR014C,1045,1063,1184,985,1189,974
YAR015W,1911,1606,1943,1083,1365,1168
YAR018C,293,325,305,407,545,275
YAR019C,295,301,369,395,509,330
YAR019W-A,2,1,7,4,11,1
YAR020C,34,43,53,65,59,25
YAR023C,88,76,86,93,136,93
YAR027W,632,714,728,814,1156,818
YAR028W,286,276,404,352,478,308
YAR029W,15,45,37,26,31,26
YAR030C,16,22,38,23,30,28
YAR031W,170,156,200,192,258,187
YAR033W,290,248,252,309,377,222
YAR035C-A,2,1,4,6,12,0
YAR035W,395,180,175,453,584,417
YAR042W,1501,1248,1346,1485,1677,1609
YAR047C,7,5,11,7,10,5
YAR050W,404,280,250,243,379,198
YAR053W,12,9,6,23,30,14
YAR060C,2,2,4,3,8,5
YAR061W,6,4,1,0,2,4
YAR062W,15,10,7,9,14,8
YAR064W,32,23,24,25,24,22
YAR066W,67,50,54,54,90,57
YAR068W,237,100,123,266,318,148
YAR069C,2,2,5,4,4,1
YAR070C,4,3,8,2,8,1
YAR071W,3437,2824,3643,163,252,156
YAR073W,315,327,356,142,218,175
YAR075W,213,149,228,108,117,76
YBL001C,882,717,781,1341,1753,1375
YBL002W,1993,2576,2785,3043,4403,2379
YBL003C,3664,3846,4558,6092,7977,8271
YBL004W,1123,1622,1912,1204,1185,1261
YBL005W,665,695,835,326,440,308
YBL005W-A,0,0,0,0,0,0
YBL005W-B,2406,2192,2772,564,731,398
YBL006C,1054,692,814,746,960,508
YBL006W-A,0,0,0,0,0,0
YBL007C,3398,2511,2886,3392,4070,2462
YBL008W,289,312,383,321,406,310
YBL008W-A,2,2,2,0,2,2
YBL009W,246,312,402,296,359,273
YBL010C,141,173,173,229,312,233
YBL011W,1468,1392,1616,1817,2141,1462
YBL012C,6,19,11,7,16,8
YBL013W,65,45,50,41,57,37
YBL014C,181,327,338,269,308,258
YBL015W,1136,703,783,1422,1967,1279
YBL016W,597,496,617,451,574,335
YBL017C,2221,2176,2524,3138,3549,3003
YBL018C,313,260,290,276,357,199
YBL019W,156,189,208,219,353,247
YBL020W,384,438,488,410,708,456
YBL021C,431,311,331,363,489,316
YBL022C,1861,1690,1867,1708,2031,1778
YBL023C,543,479,598,715,874,644
YBL024W,786,1052,1199,658,902,900
YBL025W,130,137,160,162,216,107
YBL026W,355,387,435,576,718,338
YBL027W,17139,13968,18130,14408,16485,17194
YBL028C,163,298,396,173,212,165
YBL029C-A,206,206,227,299,397,233
YBL029W,264,223,280,375,571,346
YBL030C,3877,2819,3315,4630,5712,5115
YBL031W,170,173,241,216,321,156
YBL032W,1461,1227,1588,1396,1930,1448
YBL033C,1408,736,953,1364,1840,1078
YBL034C,203,228,284,273,359,247
YBL035C,171,176,214,191,254,214
YBL036C,460,492,655,640,716,758
YBL037W,531,496,545,541,657,457
YBL038W,414,473,553,565,780,526
YBL039C,996,1358,1639,513,543,684
YBL039C-A,0,0,0,0,0,0
YBL039W-B,66,83,96,177,241,170
YBL040C,719,679,787,1149,1545,907
YBL041W,3095,2311,2594,3683,4825,3428
YBL042C,451,426,525,572,801,592
YBL043W,106,44,60,126,211,91
YBL044W,10,13,7,156,189,113
YBL045C,1915,1488,1553,2159,2810,1819
YBL046W,883,675,762,1005,1259,931
YBL047C,4382,3596,3835,4324,5281,3561
YBL048W,9,29,22,20,46,14
YBL049W,86,85,80,166,210,134
YBL050W,984,1061,1094,1610,2135,1750
YBL051C,1316,1267,1558,1274,1495,599
YBL052C,300,377,429,450,558,304
YBL053W,1,8,8,8,5,2
YBL054W,266,378,448,128,138,125
YBL055C,809,677,886,705,808,645
YBL056W,3200,2521,2778,2484,3548,2655
YBL057C,1005,653,786,855,1134,830
YBL058W,2584,2117,2445,2571,3163,2495
YBL059C-A,187,161,183,223,290,207
YBL059W,155,123,146,172,230,120
YBL060W,310,283,310,419,572,360
YBL061C,882,714,802,718,893,513
YBL062W,2,1,2,1,8,3
YBL063W,250,306,413,300,398,273
YBL064C,1247,832,905,1140,1755,936
YBL065W,1,5,1,4,3,2
YBL066C,263,305,342,496,588,337
YBL067C,605,755,824,921,1186,907
YBL068W,564,531,701,416,497,469
YBL068W-A,0,0,0,0,0,0
YBL069W,255,270,334,224,311,229
YBL070C,2,8,5,5,9,1
YBL071C,40,62,81,70,66,67
YBL071C-B,1,2,2,7,2,1
YBL071W-A,77,58,102,103,112,90
YBL072C,16518,15427,20329,14762,17704,18917
YBL073W,2,3,1,2,2,0
YBL074C,84,60,77,58,88,61
YBL075C,321,347,404,468,608,412
YBL076C,4779,4958,5679,3771,4508,4505
YBL077W,21,58,72,23,93,39
YBL078C,367,315,282,606,769,403
YBL079W,683,949,1055,791,913,698
YBL080C,313,259,286,353,476,305
YBL081W,714,829,999,558,611,219
YBL082C,717,480,624,669,849,614
YBL083C,2,3,4,4,7,4
YBL084C,364,348,415,690,906,376
YBL085W,1359,1425,1804,2579,2906,2231
YBL086C,892,856,990,1303,1533,984
YBL087C,8628,7285,9759,6005,7424,5876
YBL088C,463,563,517,706,810,539
YBL089W,388,292,350,365,512,213
YBL090W,254,298,289,289,427,338
YBL091C,3459,2540,2997,3593,4574,3271
YBL091C-A,456,341,398,518,789,458
YBL092W,20728,15560,21385,16996,19554,16225
YBL093C,988,1040,1304,958,1090,807
YBL094C,0,0,2,1,4,0
YBL095W,180,122,132,201,283,197
YBL096C,8,7,3,6,8,3
YBL097W,157,185,200,157,158,153
YBL098W,159,183,179,225,302,244
YBL099W,3957,2910,3351,4316,5959,4715
YBL100C,21,42,36,37,65,12
YBL100W-A,0,0,0,0,0,0
YBL100W-B,613,540,772,314,370,210
YBL100W-C,2,2,2,1,6,2
YBL101C,1198,799,923,1091,1213,745
YBL102W,808,633,737,847,1303,658
YBL103C,518,505,596,615,752,502
YBL104C,414,444,509,491,520,401
YBL105C,1352,1657,1812,1730,2125,1734
YBL106C,259,305,346,385,451,306
YBL107C,356,400,480,441,560,387
YBL107W-A,3,10,16,10,19,9
YBL108C-A,18,9,20,12,18,17
YBL108W,1,2,2,5,9,2
YBL109W,3,6,11,13,8,5
YBL111C,250,206,189,202,239,189
YBL112C,66,35,41,60,61,53
YBL113C,1210,632,737,1431,1616,915
YBL113W-A,0,0,0,0,0,0
YBR001C,734,694,740,1007,1251,834
YBR002C,413,488,574,459,501,446
YBR003W,797,706,784,859,1201,807
YBR004C,406,602,737,484,780,472
YBR005W,954,805,1272,896,1191,1146
YBR006W,413,349,460,679,987,597
YBR007C,375,429,494,647,857,491
YBR008C,333,315,332,472,720,433
YBR009C,6444,5687,6248,7248,8581,7737
YBR010W,4135,4707,5874,6000,8397,7313
YBR011C,9354,7067,8545,12801,16173,10814
YBR012C,38,53,71,25,50,35
YBR012W-A,0,0,0,0,0,0
YBR012W-B,1957,1753,2262,530,632,390
YBR013C,64,67,89,83,134,79
YBR014C,384,384,436,666,1006,648
YBR015C,1987,1807,2049,2057,2590,1773
YBR016W,1766,1148,1460,2218,2306,932
YBR017C,1256,1346,1550,912,1054,1056
YBR018C,46,54,35,93,129,67
YBR019C,145,113,104,135,210,100
YBR020W,118,133,160,202,247,157
YBR021W,165,190,201,176,261,158
YBR022W,264,175,222,218,264,152
YBR023C,1419,1333,1517,1845,2462,1728
YBR024W,268,261,300,277,449,346
YBR025C,6153,6318,7343,4494,5560,5287
YBR026C,782,614,672,865,1147,787
YBR027C,9,28,33,28,38,15
YBR028C,369,476,533,417,559,411
YBR029C,739,765,982,697,1117,611
YBR030W,356,404,507,367,354,304
YBR031W,30143,22925,28648,20841,23932,26294
YBR032W,138,171,223,149,194,93
YBR033W,254,245,262,294,380,233
YBR034C,1545,1701,2081,621,1005,692
YBR035C,889,936,962,1460,1881,1786
YBR036C,3159,2347,2643,2978,4042,2823
YBR037C,474,367,389,604,724,498
YBR038W,507,589,608,474,728,387
YBR039W,1414,1229,1442,1805,2566,1800
YBR040W,3,3,4,4,4,1
YBR041W,1067,1053,1159,975,1399,892
YBR042C,455,504,591,543,644,551
YBR043C,549,590,647,909,1266,754
YBR044C,518,474,599,567,736,498
YBR045C,66,67,76,97,114,101
YBR046C,552,453,475,752,1130,622
YBR047W,68,57,60,79,106,93
YBR048W,12846,9265,12474,9766,9751,7417
YBR049C,665,708,827,708,828,601
YBR050C,270,181,208,164,272,141
YBR051W,5,8,12,14,19,10
YBR052C,2064,1558,1800,2565,3249,3056
YBR053C,728,569,565,741,1162,869
YBR054W,303,305,424,140,214,124
YBR055C,386,423,546,528,740,611
